date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2022-06-08,314307,115002,0.365891,0.043478,0.099632
2022-06-09,276043,128000,0.463696,0.015625,0.034659
2022-06-10,192455,87000,0.452054,0.116092,0.069423
2022-06-13,1480347,253631,0.171332,0.686036,0.088737
2022-06-14,1013346,199450,0.196823,0.028829,0.259029
2022-06-15,266839,148000,0.554642,0.257432,0.068602
2022-06-16,784226,255000,0.325161,0.160784,0.13614
2022-06-17,715985,144240,0.201457,0.02066,0.194545
2022-06-20,1063821,191090,0.179626,0.026166,0.072526
2022-06-21,336661,134020,0.398086,0.582152,0.155077
2022-06-22,466203,160001,0.3432,0.093749,0.183793
2022-06-23,801089,288050,0.359573,0.024301,0.117213
2022-06-24,397696,155001,0.389747,0.032264,0.179993
2022-06-27,569179,272999,0.479636,0.025641,0.199793
2022-06-28,368604,101000,0.274007,0.306931,0.076328
2022-06-29,277305,99000,0.357008,0.393939,0.198101
2022-06-30,283567,92000,0.324438,0.01087,0.118555
2022-07-01,738642,241001,0.326276,0.06224,0.193084
2022-07-04,382164,141000,0.368952,0.007092,0.159535
2022-07-05,312558,119000,0.380729,0.302513,0.247725
2022-07-06,435787,130000,0.298311,0.007692,0.077019
2022-07-07,404313,197000,0.487246,0.005076,0.190229
2022-07-08,386426,199000,0.514976,0.120603,0.250788
2022-07-11,254783,108998,0.427807,0.357805,0.194048
2022-07-12,424121,192005,0.452713,0.046353,0.083823
2022-07-13,383630,218000,0.568256,0.165138,0.27396
2022-07-14,846081,493000,0.582687,0.014402,0.260453
2022-07-15,526224,266000,0.505488,0.045113,0.096505
2022-07-18,370068,173000,0.467482,0.017341,0.09225
2022-07-19,293542,154803,0.527362,0.317177,0.107293
2022-07-20,352195,208000,0.590582,0.024038,0.143396
2022-07-21,357137,225058,0.630173,0.093309,0.156999
2022-07-22,380099,172000,0.452514,0.060459,0.159497
2022-07-25,227725,119000,0.52256,0.193277,0.241725
2022-07-26,201254,102000,0.506822,0.166667,0.10294
2022-07-27,156540,111000,0.709084,0.234234,0.233235
2022-07-28,327519,189000,0.577066,0.248677,0.078581
2022-07-29,233956,172998,0.739447,0.052024,0.204029
2022-08-01,103169,56000,0.542799,0.339286,0.172081
2022-08-02,188849,96054,0.508629,0.020822,0.178402
2022-08-03,145573,97067,0.666793,0.176765,0.1458
2022-08-04,194555,94018,0.483246,0.0,0.201456
2022-08-05,208718,67000,0.321007,0.208955,0.104514
2022-08-08,391916,178500,0.455455,0.140056,0.119579
2022-08-09,281965,106000,0.375933,0.507358,0.092395
2022-08-10,3479401,1168000,0.33569,0.751353,0.080435
2022-08-11,4255630,408933,0.096092,0.232801,0.100376
2022-08-12,869423,187759,0.215958,0.202371,0.122961
2022-08-15,774187,274000,0.35392,0.040146,0.198831
2022-08-16,395329,95100,0.240559,0.115668,0.080041
2022-08-17,599046,276000,0.460733,0.202899,0.106825
2022-08-18,1251980,231951,0.185267,0.181073,0.111328
2022-08-19,1214061,178086,0.146686,0.061768,0.039315
2022-08-22,726480,171589,0.236192,0.011656,0.105684
2022-08-23,604251,179000,0.296235,0.273743,0.121417
2022-08-24,560067,186000,0.332103,0.142468,0.12538
2022-08-25,820802,210011,0.255861,0.150521,0.058574
2022-08-26,757414,198000,0.261416,0.121212,0.214866
2022-08-29,879558,324000,0.368367,0.07412,0.227597
2022-08-30,1417793,399000,0.281423,0.195489,0.066054
2022-08-31,1620278,328251,0.202589,0.740967,0.142263
2022-09-01,1477179,253248,0.17144,0.098717,0.12609
2022-09-02,603861,143040,0.236876,0.076902,0.119522
2022-09-05,720575,173100,0.240225,0.225303,0.117243
2022-09-06,654276,208012,0.317927,0.16826,0.083399
2022-09-07,447536,106000,0.236852,0.009434,0.128699
2022-09-08,287951,125085,0.434397,0.622457,0.116863
2022-09-12,1051650,319000,0.303333,0.097179,0.142769
2022-09-13,651993,370020,0.567521,0.01081,0.275971
2022-09-14,721901,269000,0.372627,0.104089,0.127753
2022-09-15,589422,100651,0.170762,,0.066957
