date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2022-06-20,495771,225645,0.45514,0.057613,0.155713
2022-06-21,186804,100000,0.53532,0.71,0.263562
2022-06-22,508306,134244,0.264101,0.023092,0.18564
2022-06-23,236925,89500,0.377757,0.335196,0.264445
2022-06-24,207024,110000,0.531339,0.0,0.289668
2022-06-27,254646,128000,0.502659,0.032047,0.194968
2022-06-28,119478,56000,0.468706,0.428571,0.411889
2022-06-29,251214,79881,0.31798,0.0,0.264345
2022-06-30,444487,103000,0.231728,0.07767,0.19587
2022-07-01,574636,257002,0.447243,0.058365,0.183229
2022-07-04,245790,115011,0.467924,0.512994,0.171498
2022-07-05,266315,114733,0.430817,0.008585,0.316176
2022-07-06,520360,262015,0.503526,0.771005,0.179144
2022-07-07,939581,436106,0.464149,0.183455,0.201648
2022-07-08,567581,215000,0.378801,0.0,0.215246
2022-07-11,243193,83030,0.341416,0.169529,0.161744
2022-07-12,211407,115000,0.543974,0.06087,0.115887
2022-07-13,300347,119005,0.396225,0.067182,0.113488
2022-07-14,144609,82000,0.567046,1.804878,0.320602
2022-07-15,333453,133000,0.398857,0.24812,0.249599
2022-07-18,263057,156000,0.593027,0.038462,0.154488
2022-07-19,58130,38000,0.653707,1.210526,0.201761
2022-07-20,277998,152000,0.546767,0.144737,0.215735
2022-07-21,139635,60058,0.430107,0.666023,0.248571
2022-07-22,228600,56108,0.245442,0.053468,0.222577
2022-07-25,83543,55100,0.659541,0.036298,0.21571
2022-07-26,156413,75000,0.4795,0.186667,0.329541
2022-07-27,115643,43000,0.371834,0.255814,0.360922
2022-07-28,78201,50000,0.639378,0.04,0.214773
2022-07-29,62130,43000,0.692097,0.395349,0.305312
2022-08-01,105534,71000,0.672769,0.202549,0.225183
2022-08-02,295056,113000,0.382978,0.017699,0.083419
2022-08-03,98165,44015,0.448378,0.363512,0.261588
2022-08-04,142509,81000,0.568385,0.024691,0.311782
2022-08-05,152479,91000,0.596803,0.021978,0.137804
2022-08-08,80445,47163,0.586276,0.233234,0.237792
2022-08-09,163090,82001,0.502796,0.207315,0.244472
2022-08-10,58570,35000,0.597576,0.169714,0.350032
2022-08-11,241920,142000,0.586971,0.007394,0.28561
2022-08-12,44309,28979,0.654021,0.0,0.351936
2022-08-15,228668,103000,0.450435,0.0,0.225188
2022-08-16,333525,253000,0.758564,0.015889,0.151278
2022-08-17,684421,333030,0.486586,0.045041,0.141763
2022-08-18,571308,228000,0.399084,0.078509,0.238252
2022-08-19,1309585,477974,0.364981,0.0,0.192281
2022-08-22,4566053,1808000,0.395966,0.062575,0.214006
2022-08-23,2647243,677000,0.255738,0.124077,0.239098
2022-08-24,4249886,1677022,0.394604,0.023257,0.312588
2022-08-25,2385140,1001635,0.419948,0.170721,0.318244
2022-08-26,2764479,972626,0.35183,0.155219,0.311706
2022-08-29,928779,311830,0.335742,0.214861,0.179433
2022-08-30,467625,215000,0.45977,0.027907,0.178647
2022-08-31,719610,329343,0.457669,0.145171,0.235025
2022-09-01,468269,270990,0.578706,0.099635,0.23522
2022-09-02,632219,310067,0.490442,0.035154,0.345083
2022-09-05,303629,175095,0.576674,0.03441,0.250137
2022-09-06,294604,212909,0.722696,0.159693,0.23133
2022-09-07,387419,219140,0.565641,0.128411,0.260223
2022-09-08,568633,193100,0.339586,0.222683,0.137072
2022-09-12,669686,178150,0.26602,0.112265,0.108352
2022-09-13,821882,163974,0.19951,0.573384,0.418403
2022-09-14,1043675,108528,0.103986,0.128999,0.263108
2022-09-15,1233715,310400,0.251598,2.873711,0.346901
2022-09-16,4567404,1736047,0.380095,0.125173,0.711848
2022-09-19,1905767,374605,0.196564,0.093432,0.181613
2022-09-20,996479,278000,0.278982,0.039568,0.25714
2022-09-21,631925,147000,0.232623,0.190476,0.265684
2022-09-22,428841,137980,0.321751,0.043485,0.327521
2022-09-23,789787,244000,0.308944,0.230906,0.171231
2022-09-26,520513,212000,0.40729,0.103774,0.232507
2022-09-27,563336,176790,0.313827,,0.25858
