date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2022-10-04,79338,68000,0.857092,0.073529,0.012936
2022-10-05,104710,87000,0.830866,0.701149,0.020261
2022-10-06,492278,211320,0.42927,0.54876,0.033416
2022-10-07,296711,160000,0.539245,0.125,0.026785
2022-10-11,165856,77120,0.464982,0.024378,0.042113
2022-10-12,86856,47000,0.541126,0.170213,0.020916
2022-10-13,56633,37030,0.653859,0.026195,0.019883
2022-10-14,34288,25000,0.729118,0.04,0.0155
2022-10-17,10000,7000,0.7,0.285714,0.0
2022-10-18,11451,9400,0.820889,0.212766,0.0
2022-10-19,40004,27000,0.674933,0.296296,0.0
2022-10-20,51181,29000,0.566617,0.310345,0.025523
2022-10-21,47385,41000,0.865253,0.02439,0.023108
2022-10-24,26034,23033,0.884728,0.042982,0.086832
2022-10-25,14011,13000,0.927842,0.615385,0.035712
2022-10-26,23120,19080,0.82526,0.0,0.0
2022-10-27,6230,6120,0.982343,0.505065,0.0
2022-10-28,23215,20000,0.861512,0.3,0.024734
2022-10-31,12068,10000,0.828638,0.4,0.049662
2022-11-01,34204,32000,0.935563,0.34375,0.0
2022-11-02,116649,69000,0.591518,,0.02813
2022-11-04,47354,39000,0.823584,0.025641,0.107912
2022-11-07,58481,41000,0.701082,0.0,0.0
2022-11-08,40000,32000,0.8,0.0625,0.039474
2022-11-09,114151,80000,0.700826,0.5875,0.028804
2022-11-10,182541,168000,0.920341,0.946417,0.0
2022-11-11,396461,125903,0.317567,0.501179,0.014052
2022-11-14,198134,124000,0.625839,0.201613,0.008937
2022-11-15,97119,71000,0.731062,0.0,0.028118
2022-11-16,54184,39000,0.71977,0.205308,0.040666
2022-11-17,107365,78000,0.726494,0.012821,0.015254
2022-11-18,13094,11000,0.840079,0.363636,0.0
2022-11-21,46575,32000,0.687064,0.1875,0.023599
2022-11-22,48168,32000,0.664341,0.28125,0.02214
2022-11-23,35800,27243,0.760978,0.036707,0.0
2022-11-24,36253,33025,0.910959,0.000333,0.015048
2022-11-25,65079,45100,0.693004,0.066519,0.0
2022-11-28,15719,14313,0.910554,0.20946,0.0
2022-11-29,59781,55451,0.927569,0.108204,0.008898
2022-11-30,36049,32000,0.887681,0.0,0.028531
2022-12-01,42079,33079,0.786117,0.211615,0.0
2022-12-02,14577,12011,0.823969,0.083257,0.0
2022-12-05,58475,34035,0.582044,0.0,0.009714
2022-12-06,43129,37000,0.857891,0.489865,0.052454
2022-12-07,163367,104900,0.642113,0.181125,0.010138
2022-12-08,85058,52002,0.611371,0.23076,0.042391
2022-12-09,103136,73010,0.7079,0.0,0.017311
2022-12-12,30180,29000,0.960901,0.034483,0.0
2022-12-13,6611,5563,0.841476,0.539277,0.0
2022-12-14,17110,14930,0.872589,0.0,0.0
2022-12-15,14070,11020,0.783227,0.090744,0.136116
2022-12-16,10000,7000,0.7,0.0,0.0
2022-12-19,5228,4000,0.765111,0.795,0.005738
2022-12-20,35180,32000,0.909608,0.03125,0.031344
2022-12-21,30468,27156,0.891296,0.036824,0.017585
2022-12-22,14005,9000,0.642628,0.000556,0.0
2022-12-23,13005,10005,0.769319,0.0,0.0
2022-12-26,7248,6000,0.827815,0.0,0.0
2022-12-27,1101,0,0.0,,0.0
2022-12-28,10100,5000,0.49505,0.0,0.0
2022-12-29,9054,7000,0.773139,0.428571,0.0
2022-12-30,8387,8147,0.971384,0.001227,0.0
2023-01-03,7164,6000,0.837521,0.168333,0.0
2023-01-04,17140,15129,0.882672,0.0,0.033025
2023-01-05,12032,9000,0.748005,0.222222,0.0
2023-01-06,8450,7250,0.857988,0.137931,0.0
2023-01-09,17400,14370,0.825862,0.022338,0.0
2023-01-10,16321,15321,0.938729,,0.0
2023-01-12,10130,8098,0.799408,,0.0
