date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2022-05-25,126008,89000,0.706304,0.719101,0.12244
2022-05-26,296492,200000,0.674554,0.075,0.173455
2022-05-27,503395,172000,0.34168,0.366395,0.048687
2022-05-30,731451,256999,0.351355,0.225682,0.045656
2022-05-31,333394,168000,0.503908,0.035714,0.083538
2022-06-01,107544,80000,0.743882,0.1125,0.084655
2022-06-02,227619,84000,0.369038,0.238095,0.077843
2022-06-06,257649,67000,0.260044,0.074627,0.13691
2022-06-07,598228,270000,0.451333,0.37037,0.078774
2022-06-08,312099,199000,0.637618,0.115578,0.145593
2022-06-09,564021,247000,0.437927,0.295547,0.140567
2022-06-10,432224,223079,0.516119,0.183791,0.077123
2022-06-13,160072,105000,0.655955,0.561905,0.148673
2022-06-14,514622,167000,0.32451,0.215569,0.156299
2022-06-15,240295,99000,0.411994,0.252525,0.069504
2022-06-16,424274,293000,0.690591,0.0,0.097149
2022-06-17,404040,218000,0.539551,0.027523,0.089961
2022-06-20,605557,327000,0.539999,0.12844,0.102454
2022-06-21,155005,88000,0.567724,0.431818,0.073392
2022-06-22,329802,188000,0.570039,0.468085,0.174684
2022-06-23,518604,362000,0.698028,0.033149,0.031081
2022-06-24,286561,137000,0.478083,0.065693,0.191731
2022-06-27,28233,24000,0.850069,0.0,0.1906
2022-06-28,101189,83184,0.822066,0.0,0.07814
2022-06-29,418789,240050,0.5732,0.07915,0.09074
2022-06-30,455879,312000,0.684392,0.089744,0.090074
2022-07-01,523315,379000,0.724229,0.002639,0.121795
2022-07-04,360420,218030,0.604933,0.045865,0.122311
2022-07-05,253168,181001,0.714944,0.099447,0.194692
2022-07-06,300087,169000,0.56317,0.04142,0.19824
2022-07-07,309176,206000,0.666287,0.043689,0.14946
2022-07-08,133012,95000,0.714221,0.0,0.209158
2022-07-11,58002,47000,0.810317,0.06383,0.139997
2022-07-12,115355,89351,0.774574,0.0,0.158598
2022-07-13,233477,218265,0.934846,0.062227,0.11214
2022-07-14,238742,209582,0.87786,0.119285,0.061107
2022-07-15,147130,127129,0.864059,0.0,0.086526
2022-07-18,160498,142004,0.884771,0.0,0.066343
2022-07-19,278694,261684,0.938965,0.02675,0.025851
2022-07-20,305001,285000,0.934423,0.05614,0.017065
2022-07-21,411040,383000,0.931783,0.031332,0.037274
2022-07-22,386001,355000,0.919687,0.0,0.071823
2022-07-25,769439,645000,0.838273,0.0,0.147339
2022-07-26,546788,473001,0.865054,0.114482,0.097803
2022-07-27,1858534,1348008,0.725307,0.078378,0.085137
2022-07-28,1755887,658845,0.375221,0.14571,0.059025
2022-07-29,1089681,684255,0.627941,0.020453,0.057505
2022-08-01,785419,508000,0.646789,0.0,0.016689
2022-08-02,486821,284039,0.583457,0.299255,0.169412
2022-08-03,247547,175120,0.707421,0.0,0.194086
2022-08-04,275904,123000,0.445807,0.04878,0.104047
2022-08-05,48772,32000,0.656114,0.03125,0.23307
2022-08-08,143190,90000,0.628536,0.088889,0.180062
2022-08-09,60094,41031,0.68278,0.0,0.166319
2022-08-10,110116,97998,0.889952,0.176595,0.093034
2022-08-11,107689,62000,0.575732,0.032258,0.128959
2022-08-12,252233,239000,0.947537,0.104603,0.099905
2022-08-15,259030,199077,0.768548,0.060278,0.064779
2022-08-16,143657,99195,0.690499,0.000847,0.081645
2022-08-17,133491,94999,0.711651,1.1e-05,0.082994
2022-08-18,137336,110000,0.800955,0.0,0.034526
2022-08-19,170466,103000,0.604226,0.058252,0.022806
2022-08-22,187782,158000,0.841401,0.107595,0.078139
2022-08-23,209048,149000,0.712755,0.006711,0.033327
2022-08-24,116069,100484,0.865726,0.0,0.091301
2022-08-25,284192,214000,0.753012,0.0,0.050567
2022-08-26,215262,178000,0.826899,0.022472,0.090158
2022-08-29,195063,148000,0.758729,0.0,0.105843
2022-08-30,276203,208000,0.753069,0.0,0.035282
2022-08-31,481898,313000,0.649515,0.009585,0.114388
2022-09-01,204537,141001,0.689367,,0.053803
