date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2021-09-14,95624,46003,0.481082,0.021738,0.151291
2021-09-15,149393,95000,0.635907,0.0,0.121937
2021-09-16,118717,62050,0.522672,0.128928,0.193001
2021-09-17,128103,95000,0.741591,0.231579,0.280353
2021-09-22,192837,134010,0.694939,0.007462,0.2126
2021-09-23,101202,72000,0.711448,0.0,0.214534
2021-09-24,267503,194280,0.726272,0.0,0.247225
2021-09-27,252525,175000,0.693001,0.04,0.174761
2021-09-28,167005,101000,0.604772,0.148515,0.120004
2021-09-29,221279,112000,0.506148,0.044643,0.240199
2021-09-30,106327,69000,0.648941,0.115942,0.127315
2021-10-01,325818,168000,0.515625,0.053274,0.081066
2021-10-04,203605,98000,0.481324,0.020408,0.070767
2021-10-05,85094,59000,0.693351,0.016949,0.204527
2021-10-06,87846,45000,0.51226,0.022222,0.231324
2021-10-07,74759,48000,0.642063,0.229167,0.229039
2021-10-08,144573,120182,0.831289,0.058245,0.024097
2021-10-12,114900,77000,0.670148,0.025974,0.276454
2021-10-13,155579,117000,0.75203,0.025641,0.151123
2021-10-14,142665,91000,0.637858,0.010989,0.201259
2021-10-15,94224,72000,0.764137,0.0,0.133714
2021-10-18,69369,54000,0.778446,0.037389,0.095056
2021-10-19,103699,77000,0.742534,0.0,0.129561
2021-10-20,113292,76880,0.6786,0.065036,0.211678
2021-10-21,133315,97146,0.728695,0.061763,0.12164
2021-10-22,99874,76000,0.760959,0.026316,0.116032
2021-10-25,52006,40992,0.788217,0.0,0.184759
2021-10-26,128190,91000,0.709884,0.0,0.237546
2021-10-27,375059,233000,0.621236,0.077253,0.229555
2021-10-28,160761,96000,0.59716,0.041667,0.093671
2021-10-29,142273,70646,0.496552,0.027815,0.091555
2021-11-01,204770,107214,0.523583,0.06529,0.103854
2021-11-02,134303,65206,0.485514,0.0,0.053469
2021-11-03,134261,94096,0.700844,0.021255,0.063311
2021-11-04,275015,204000,0.741778,0.098039,0.135248
2021-11-05,625987,261000,0.416942,0.222222,0.0726
2021-11-08,238986,124000,0.518859,0.0,0.042784
2021-11-09,113249,82000,0.724068,0.0,0.112434
2021-11-10,381666,205882,0.53943,0.237034,0.09819
2021-11-11,305877,163000,0.532894,0.0,0.07468
2021-11-12,173853,99000,0.569447,0.022202,0.122368
2021-11-15,201542,80000,0.39694,0.0,0.069225
2021-11-16,162830,96115,0.590278,0.031213,0.11207
2021-11-17,240654,144000,0.598369,0.076389,0.121142
2021-11-18,292083,173001,0.592301,0.145086,0.067987
2021-11-19,497246,208050,0.418405,0.067859,0.07255
2021-11-22,288132,138000,0.478947,0.210145,0.074429
2021-11-23,294784,175000,0.593655,0.154571,0.03056
2021-11-24,183833,81001,0.440623,0.135788,0.052092
2021-11-25,135670,88014,0.648736,0.227237,0.07038
2021-11-26,390227,146400,0.375166,0.129781,0.066398
2021-11-29,321216,157002,0.488774,0.464975,0.048039
2021-11-30,207703,154000,0.741443,0.00974,0.131511
2021-12-01,732665,263000,0.358964,0.353612,0.125298
2021-12-02,223188,128000,0.573508,0.0,0.056395
2021-12-03,87137,53000,0.608238,0.0,0.114207
2021-12-06,160358,127981,0.798096,0.242223,0.075168
2021-12-07,169740,138063,0.813379,0.059567,0.424624
2021-12-08,268609,161017,0.599448,0.062105,0.097061
2021-12-09,299166,209000,0.698609,0.168096,0.211989
2021-12-10,316415,273000,0.862791,0.359341,0.081518
2021-12-13,3132114,728660,0.232642,0.168803,0.052812
2021-12-14,1242240,204164,0.164351,0.0,0.081766
2021-12-15,440640,202001,0.458426,0.133415,0.023447
2021-12-16,434367,180000,0.414396,0.516667,0.095462
2021-12-17,761999,466000,0.611549,0.116835,0.143869
2021-12-20,492480,281682,0.571966,0.073352,0.047268
2021-12-21,291637,201196,0.689885,0.124257,0.068945
2021-12-22,233098,168000,0.720727,0.041679,0.050482
2021-12-23,1246436,594194,0.476714,0.221648,0.034437
2021-12-24,7998665,3072800,0.384164,,0.014275
