date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2026-03-16,2175134,378227,0.173887,0.342019,0.122607
2026-03-17,3074361,1708115,0.5556,0.099228,0.239738
2026-03-18,4169364,1875952,0.449937,0.015405,0.037927
2026-03-19,3170158,836475,0.263859,1.455315,0.242534
2026-03-20,26228748,1518747,0.057904,0.420834,0.188429
2026-03-23,18293727,2374688,0.129809,0.153072,0.05775
2026-03-24,14116006,980634,0.06947,3.135655,0.078028
2026-03-25,25910652,2665307,0.102865,0.306856,0.067088
2026-03-26,25114544,8600691,0.342459,0.694577,0.172311
2026-03-27,29397905,1704653,0.057986,0.3476,0.101008
2026-03-30,11704903,1684421,0.143907,0.05202,0.204405
2026-03-31,37705677,7719511,0.204731,0.258692,0.333405
2026-04-01,19662540,2131960,0.108427,0.522731,0.235259
2026-04-02,14539234,1124873,0.077368,0.125299,0.148784
2026-04-07,12871379,3287073,0.255378,0.055954,0.155149
2026-04-08,17697880,7472012,0.422198,0.336203,0.127998
2026-04-09,38388126,3353024,0.087345,0.229064,0.141228
2026-04-10,28861334,2474857,0.08575,0.190872,0.181857
2026-04-13,41254465,8115076,0.196708,0.021779,0.103401
2026-04-14,33555660,12758359,0.380215,0.450349,0.044786
2026-04-15,82314429,10591890,0.128676,0.417569,0.160001
2026-04-16,45703915,5224674,0.114316,0.15558,0.123538
2026-04-17,40256277,7577182,0.188224,0.431802,0.061001
2026-04-20,50938117,4155342,0.081576,0.87198,0.292394
2026-04-21,59143175,2317055,0.039177,0.082285,0.174613
2026-04-22,9353932,1875036,0.200454,0.145834,0.208383
2026-04-23,13433102,1149657,0.085584,0.284179,0.065377
2026-04-24,9073416,1351983,0.149005,0.101815,0.130441
2026-04-27,12245141,2884176,0.235536,0.148821,0.166103
2026-04-28,9259736,2923683,0.315742,0.011971,0.21638
2026-04-29,5047637,1318321,0.261176,0.0,0.070894
2026-04-30,7505803,2739610,0.364999,0.016069,0.233042
2026-05-04,6272066,2187937,0.348838,0.061715,0.207006
2026-05-05,9771197,2536849,0.259625,0.108348,0.068744
2026-05-06,10916745,2975208,0.272536,0.472882,0.303989
2026-05-07,34882912,4379417,0.125546,0.354545,0.203026
2026-05-08,29991458,2866521,0.095578,0.179985,0.079785
2026-05-11,29821840,5306387,0.177936,0.074563,0.128498
2026-05-12,27295384,5013481,0.183675,0.200586,0.208376
2026-05-13,19644292,1191051,0.060631,1.32099,0.166381
2026-05-14,31719981,1154544,0.036398,0.06882,0.157686
2026-05-15,3179658,1131690,0.355916,0.128209,0.167473
2026-05-18,3174167,1754889,0.552866,0.039889,0.289632
2026-05-19,2749198,1589358,0.578117,0.064829,0.327013
2026-05-20,7600513,4333150,0.570113,0.02854,0.342277
2026-05-21,4747321,2532430,0.533444,0.077539,0.280665
2026-05-22,4434497,2192755,0.494477,0.062254,0.36156
2026-05-25,2766922,1170786,0.423137,0.183646,0.247808
2026-05-26,2519776,1389481,0.55143,0.200638,0.336875
2026-05-27,4528277,1947793,0.43014,0.178518,0.37213
2026-05-28,4870798,1822791,0.374228,0.230266,0.228103
2026-05-29,20528920,3800517,0.18513,0.246998,0.192675
2026-06-01,10003221,3080819,0.307983,0.450869,0.398127
2026-06-02,40567585,4551024,0.112184,0.136239,0.253337
2026-06-03,18008962,820056,0.045536,0.002449,0.198553
2026-06-04,18633474,1605735,0.086175,0.067728,0.24304
2026-06-05,3356878,1086514,0.323668,0.275103,0.341829
2026-06-08,2857286,1015398,0.355371,0.132348,0.235703
2026-06-09,2173232,968984,0.445872,0.004869,0.345865
2026-06-10,1976321,828973,0.419453,0.009608,0.244314
2026-06-11,3313701,1148652,0.346637,0.331776,0.346116
2026-06-12,1987871,878279,0.441819,0.008422,0.301228
2026-06-15,1926451,1001425,0.519829,0.038072,0.180832
2026-06-16,2400086,1449853,0.604084,0.047053,0.341363
2026-06-17,2001528,698890,0.349178,0.288619,0.037792
2026-06-18,5480588,2603228,0.474991,0.936284,0.232205
2026-06-22,26203659,5307058,0.202531,0.050204,0.270008
2026-06-23,17914440,2723372,0.152021,0.049808,0.412336
2026-06-24,10139434,541684,0.053423,0.007059,0.232479
2026-06-25,8940488,839557,0.093905,1.320781,0.37397
2026-06-26,16345764,1036954,0.063439,,0.22326
