date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2022-10-06,427672,153000,0.357751,0.026144,0.095879
2022-10-07,314370,121000,0.384897,1.752066,0.170976
2022-10-11,1186660,591936,0.498825,0.0,0.178844
2022-10-12,611464,361000,0.590386,0.66482,0.17432
2022-10-13,1391622,684000,0.491513,0.019006,0.140161
2022-10-14,570075,266000,0.466605,0.338346,0.198013
2022-10-17,816441,371000,0.454411,0.19407,0.22533
2022-10-18,345107,168000,0.486806,0.053571,0.293905
2022-10-19,336925,133101,0.395046,0.0,0.194622
2022-10-20,554058,195000,0.351949,0.241026,0.267366
2022-10-21,412597,218000,0.528361,1.4e-05,0.16588
2022-10-24,277456,163000,0.587481,0.122699,0.114833
2022-10-25,463139,285001,0.615368,0.0,0.244055
2022-10-26,381505,147000,0.385316,0.115646,0.209104
2022-10-27,451853,281000,0.621884,0.512456,0.141292
2022-10-28,360261,127100,0.3528,0.086546,0.223536
2022-10-31,474843,248000,0.522278,0.076613,0.104669
2022-11-01,496451,304000,0.612346,0.184211,0.152389
2022-11-02,282607,125000,0.44231,0.048,0.101028
2022-11-03,219284,90000,0.410427,0.033333,0.158359
2022-11-04,402454,140020,0.347916,0.107128,0.202058
2022-11-07,253406,145000,0.572204,0.524138,0.201694
2022-11-08,1168672,441000,0.377351,0.120181,0.072104
2022-11-09,738922,194051,0.262614,0.01546,0.108814
2022-11-10,581368,191024,0.328577,0.181679,0.192682
2022-11-11,678597,432000,0.636608,0.06713,0.201201
2022-11-14,278496,120040,0.43103,0.133306,0.152946
2022-11-15,420125,186100,0.442963,0.064481,0.129807
2022-11-16,500990,269130,0.537196,0.018571,0.149919
2022-11-17,661622,328000,0.495751,0.0,0.211137
2022-11-18,758595,324000,0.427105,0.052469,0.203059
2022-11-21,579325,237000,0.409097,0.101266,0.158917
2022-11-22,1091442,220000,0.201568,0.130982,0.104878
2022-11-23,955275,435000,0.455366,0.25977,0.124047
2022-11-24,688838,158000,0.229372,0.166139,0.093283
2022-11-25,567821,191160,0.336655,0.010462,0.136694
2022-11-28,383546,217000,0.565773,0.115212,0.103904
2022-11-29,504567,252000,0.499438,0.087302,0.103875
2022-11-30,595326,224000,0.376264,0.401786,0.054074
2022-12-01,889796,347012,0.389991,0.037463,0.053676
2022-12-02,1415628,585960,0.413922,0.498135,0.140911
2022-12-05,1902587,636900,0.334755,0.44591,0.114483
2022-12-06,3678735,558933,0.151936,0.021469,0.105659
2022-12-07,6910974,789965,0.114306,1.049414,0.048941
2022-12-08,11953153,936104,0.078314,0.205211,0.137325
2022-12-09,5499037,1049730,0.190893,0.593126,0.054462
2022-12-12,26820423,4024840,0.150066,0.167957,0.016005
2022-12-13,38142850,3916454,0.102679,0.372007,0.046268
2022-12-14,15570835,1744261,0.112021,0.137003,0.093839
2022-12-15,5827216,1123035,0.192722,0.577906,0.094709
2022-12-16,11142664,2024881,0.181723,0.260262,0.060511
2022-12-19,11868656,1016500,0.085646,0.345303,0.083528
2022-12-20,5791722,1639034,0.282996,0.144597,0.203509
2022-12-21,3848868,366000,0.095093,0.341257,0.081816
2022-12-22,3002576,661101,0.220178,0.597488,0.16753
2022-12-23,4511295,794000,0.176003,0.313728,0.096626
2022-12-26,9362613,6355739,0.678842,0.875601,0.018994
2022-12-27,30150802,2463710,0.081713,0.392092,0.070464
2022-12-28,9858178,692682,0.070265,0.119385,0.2148
2022-12-29,4855676,352137,0.072521,0.082411,0.161795
2022-12-30,2592167,531000,0.204848,0.020716,0.114637
2023-01-03,2849276,725095,0.254484,0.019308,0.122091
2023-01-04,2444002,466100,0.190712,0.045055,0.131456
2023-01-05,2009753,452942,0.225372,0.05961,0.066404
2023-01-06,1643777,367000,0.223266,0.043597,0.162605
2023-01-09,1022281,279000,0.272919,0.573477,0.120504
2023-01-10,820451,221026,0.269396,,0.149484
2023-01-12,1136027,383994,0.338015,0.0,0.134672
2023-01-13,1130168,372735,0.329805,0.0939,0.147547
2023-01-16,1000922,442001,0.441594,,0.161417
2023-12-22,515317,197001,0.382291,0.050761,0.074042
2023-12-25,915759,373000,0.407312,0.040214,0.106286
2023-12-26,371302,212000,0.570964,0.084906,0.174494
2023-12-27,363660,187000,0.514217,0.0,0.12824
2023-12-28,243649,115000,0.47199,0.017391,0.136771
