date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2015-01-05,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,109.0,109.0,116.6,101.4
2015-01-06,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,109.0,109.0,116.6,101.4
2015-01-07,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,109.0,109.0,116.6,101.4
2015-01-08,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,109.0,109.0,116.6,101.4
2015-01-09,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,109.0,109.5,117.15,101.85
2015-01-12,49711,英特一,等價,116.0,6.5,115.0,116.0,115.0,2,2,231000,115.5,116.0,124.1,107.9
2015-01-13,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,115.5,115.8,123.9,107.7
2015-01-14,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,115.5,115.8,123.9,107.7
2015-01-15,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,115.5,115.0,123.05,106.95
2015-01-16,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,115.5,115.0,123.05,106.95
2015-01-19,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,115.5,115.0,123.05,106.95
2015-01-20,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,115.5,115.0,123.05,106.95
2015-01-21,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,115.5,114.9,122.9,106.9
2015-01-22,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,115.5,114.9,122.9,106.9
2015-01-23,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,115.5,114.9,122.9,106.9
2015-01-26,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,115.5,114.9,122.9,106.9
2015-01-27,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,115.5,114.9,122.9,106.9
2015-01-28,49711,英特一,等價,108.7,-6.2,108.7,108.7,108.7,2,2,217400,108.7,108.7,116.3,101.1
2015-01-29,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,108.7,108.75,116.35,101.15
2015-01-30,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,108.7,109.0,116.6,101.4
2015-02-02,49711,英特一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,108.7,109.0,116.6,101.4
2015-02-03,49711,英特一,等價,109.0,0.0,109.0,109.0,109.0,1,1,109000,109.0,109.0,116.6,101.4
