date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2015-01-05,41191,旭富一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.28,106.0,113.4,98.6
2015-01-06,41191,旭富一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.28,106.0,113.4,98.6
2015-01-07,41191,旭富一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.28,106.0,113.4,98.6
2015-01-08,41191,旭富一,等價,106.9,0.9,106.9,106.9,106.9,1,1,106900,106.9,106.9,114.35,99.45
2015-01-09,41191,旭富一,等價,106.2,-0.7,105.55,106.2,105.55,2,6,633950,105.65,106.2,113.6,98.8
2015-01-12,41191,旭富一,等價,105.3,-0.9,105.2,105.4,105.05,7,23,2419600,105.2,105.3,112.65,97.95
2015-01-13,41191,旭富一,等價,105.3,0.0,105.3,105.3,105.1,3,11,1157700,105.24,105.3,112.65,97.95
2015-01-14,41191,旭富一,等價,105.15,-0.15,105.2,105.2,105.15,2,32,3365450,105.17,105.15,112.5,97.8
2015-01-15,41191,旭富一,等價,105.15,0.0,105.2,105.2,105.15,3,15,1577550,105.17,105.15,112.5,97.8
2015-01-16,41191,旭富一,等價,105.1,-0.05,105.1,105.1,105.1,1,1,105100,105.1,105.1,112.45,97.75
2015-01-19,41191,旭富一,等價,105.1,0.0,105.1,105.1,105.1,1,4,420400,105.1,105.1,112.45,97.75
2015-01-20,41191,旭富一,等價,105.8,0.7,105.8,105.8,105.8,1,20,2116000,105.8,105.8,113.2,98.4
2015-01-21,41191,旭富一,等價,105.8,0.0,105.8,105.8,105.8,1,5,529000,105.8,105.8,113.2,98.4
2015-01-22,41191,旭富一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,105.8,105.8,113.2,98.4
2015-01-23,41191,旭富一,等價,105.5,-0.3,105.5,105.5,105.5,1,1,105500,105.5,105.5,112.85,98.15
2015-01-26,41191,旭富一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,105.5,105.5,112.85,98.15
2015-01-27,41191,旭富一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,105.5,105.5,112.85,98.15
2015-01-28,41191,旭富一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,105.5,105.5,112.85,98.15
2015-01-29,41191,旭富一,等價,105.9,0.4,105.9,105.9,105.5,4,16,1690400,105.65,105.9,113.3,98.5
2015-01-30,41191,旭富一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,105.65,105.9,113.3,98.5
2015-02-02,41191,旭富一,等價,106.0,0.1,105.5,106.0,105.5,4,6,633500,105.58,106.0,113.4,98.6
2015-02-03,41191,旭富一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,105.58,106.0,113.4,98.6
2015-02-04,41191,旭富一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,105.58,106.0,113.4,98.6
2015-02-05,41191,旭富一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,105.58,106.0,113.4,98.6
2015-02-06,41191,旭富一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,105.58,106.0,113.4,98.6
2015-02-09,41191,旭富一,等價,106.3,0.3,106.3,106.3,106.3,1,5,531500,106.3,106.3,113.7,98.9
2015-02-10,41191,旭富一,等價,106.25,-0.05,106.0,106.25,106.0,2,11,1166250,106.02,106.25,113.65,98.85
2015-02-11,41191,旭富一,等價,107.85,1.6,106.4,107.85,106.4,39,139,14898800,107.18,107.85,115.35,100.35
2015-02-12,41191,旭富一,等價,108.0,0.15,108.0,108.0,107.6,4,16,1727600,107.97,108.0,115.55,100.45
2015-02-13,41191,旭富一,等價,108.0,0.0,108.0,108.4,107.75,14,61,6590050,108.03,108.0,115.55,100.45
2015-02-16,41191,旭富一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,108.03,108.0,115.55,100.45
2015-02-17,41191,旭富一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,108.03,108.0,115.55,100.45
2015-02-24,41191,旭富一,等價,108.7,0.7,108.95,109.0,108.2,16,76,8245350,108.49,108.7,116.3,101.1
2015-02-25,41191,旭富一,等價,108.95,0.25,108.9,109.0,108.5,13,53,5764150,108.75,108.95,116.55,101.35
2015-02-26,41191,旭富一,等價,109.0,0.05,109.0,109.0,109.0,2,10,1090000,109.0,109.0,116.6,101.4
2015-03-02,41191,旭富一,等價,108.95,-0.05,108.95,108.95,108.95,1,1,108950,108.95,108.95,116.55,101.35
2015-03-03,41191,旭富一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,108.95,108.95,116.55,101.35
2015-03-04,41191,旭富一,等價,109.0,0.05,109.0,109.0,109.0,1,11,1199000,109.0,109.0,116.6,101.4
