date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2024-12-04,66451,金萬林一創,等價,110.0,10.0,109.1,110.0,109.1,70,175,19208050,109.76,110.0,121.0,99.0
2024-12-05,66451,金萬林一創,等價,109.3,-0.7,108.8,109.9,108.65,16,37,4050050,109.46,109.3,120.2,98.4
2024-12-06,66451,金萬林一創,等價,108.95,-0.35,109.3,109.3,108.95,11,24,2617000,109.04,108.95,119.8,98.1
2024-12-09,66451,金萬林一創,等價,109.85,0.9,109.0,110.95,109.0,17,62,6839700,110.31,109.85,120.8,98.9
2024-12-10,66451,金萬林一創,等價,109.45,-0.4,110.05,110.05,109.45,7,9,986350,109.59,109.45,120.35,98.55
2024-12-11,66451,金萬林一創,等價,105.55,-3.9,109.0,109.0,104.5,36,140,14925250,106.6,105.55,116.1,95.0
2024-12-12,66451,金萬林一創,等價,107.0,1.45,108.0,108.95,106.1,26,74,7972650,107.73,107.0,117.7,96.3
2024-12-13,66451,金萬林一創,等價,106.85,-0.15,106.7,106.85,106.7,4,40,4271500,106.78,106.85,117.5,96.2
2024-12-16,66451,金萬林一創,等價,107.1,0.25,106.85,107.1,106.85,9,41,4385850,106.97,107.1,117.8,96.4
2024-12-17,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.97,107.1,117.8,96.4
2024-12-18,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.97,107.1,117.8,96.4
2024-12-19,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.97,107.1,117.8,96.4
2024-12-20,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.97,107.1,117.8,96.4
2024-12-23,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.97,107.1,117.8,96.4
2024-12-24,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.97,107.1,117.8,96.4
2024-12-25,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.97,107.1,117.8,96.4
2024-12-26,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.97,107.1,117.8,96.4
2024-12-27,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.97,107.1,117.8,96.4
2024-12-30,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.97,107.1,117.8,96.4
2024-12-31,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.97,107.1,117.8,96.4
2025-01-02,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.97,107.1,117.8,96.4
2025-01-03,66451,金萬林一創,等價,107.0,-0.1,107.0,107.0,107.0,1,5,535000,107.0,107.0,117.7,96.3
2025-01-06,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,107.0,107.0,117.7,96.3
2025-01-07,66451,金萬林一創,等價,107.5,0.5,107.5,107.5,107.5,1,2,215000,107.5,107.5,118.25,96.75
2025-01-08,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,107.5,107.5,118.25,96.75
2025-01-09,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,107.5,107.5,118.25,96.75
2025-01-10,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,107.5,107.5,118.25,96.75
2025-01-13,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,107.5,107.5,118.25,96.75
2025-01-14,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,107.5,107.5,118.25,96.75
2025-01-15,66451,金萬林一創,等價,105.0,-2.5,107.5,107.5,105.0,4,7,737900,105.41,105.0,115.5,94.5
2025-01-16,66451,金萬林一創,等價,105.1,0.1,105.05,106.0,105.05,7,16,1689500,105.59,105.1,115.6,94.6
2025-01-17,66451,金萬林一創,等價,105.2,0.1,105.0,105.5,105.0,6,20,2103750,105.18,105.2,115.7,94.7
2025-01-20,66451,金萬林一創,等價,105.2,0.0,105.2,105.2,105.2,5,15,1578000,105.2,105.2,115.7,94.7
2025-01-21,66451,金萬林一創,等價,105.4,0.2,105.3,105.8,105.2,14,53,5588350,105.44,105.4,115.9,94.9
2025-01-22,66451,金萬林一創,等價,105.45,0.05,105.45,105.45,105.45,4,11,1159950,105.45,105.45,115.95,94.95
2025-01-23,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,105.45,105.45,115.95,94.95
2025-01-24,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,105.45,105.45,115.95,94.95
2025-02-03,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,105.45,105.45,115.95,94.95
2025-02-04,66451,金萬林一創,等價,105.5,0.05,105.45,105.5,105.45,3,13,1371350,105.48,105.5,116.05,94.95
2025-02-05,66451,金萬林一創,等價,105.5,0.0,105.5,105.5,105.5,1,1,105500,105.5,105.5,116.05,94.95
2025-02-06,66451,金萬林一創,等價,105.95,0.45,105.95,105.95,105.95,1,1,105950,105.95,105.95,116.5,95.4
2025-02-07,66451,金萬林一創,等價,105.95,0.0,105.95,105.95,105.95,1,1,105950,105.95,105.95,116.5,95.4
2025-02-10,66451,金萬林一創,等價,105.95,0.0,105.95,105.95,105.95,1,1,105950,105.95,105.95,116.5,95.4
2025-02-11,66451,金萬林一創,等價,105.95,0.0,105.95,105.95,105.95,1,1,105950,105.95,105.95,116.5,95.4
2025-02-12,66451,金萬林一創,等價,105.8,-0.15,105.95,105.95,105.8,2,2,211750,105.87,105.8,116.35,95.25
2025-02-13,66451,金萬林一創,等價,106.0,0.2,105.95,106.0,105.95,2,5,529950,105.99,106.0,116.6,95.4
2025-02-14,66451,金萬林一創,等價,106.0,0.0,106.0,106.0,106.0,2,11,1166000,106.0,106.0,116.6,95.4
2025-02-17,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.0,106.0,116.6,95.4
2025-02-18,66451,金萬林一創,等價,106.1,0.1,106.0,106.1,106.0,2,20,2121000,106.05,106.1,116.7,95.5
2025-02-19,66451,金萬林一創,等價,106.2,0.1,106.0,106.2,106.0,6,31,3289700,106.11,106.2,116.8,95.6
2025-02-20,66451,金萬林一創,等價,106.8,0.6,107.45,107.45,106.8,4,5,534800,106.96,106.8,117.45,96.15
2025-02-21,66451,金萬林一創,等價,106.8,0.0,106.8,106.8,106.8,1,1,106800,106.8,106.8,117.45,96.15
2025-02-24,66451,金萬林一創,等價,106.35,-0.45,106.5,106.5,106.35,4,4,425700,106.42,106.35,116.95,95.75
2025-02-25,66451,金萬林一創,等價,106.5,0.15,106.5,106.5,106.5,4,5,532500,106.5,106.5,117.15,95.85
2025-02-26,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.5,106.5,117.15,95.85
2025-02-27,66451,金萬林一創,等價,106.9,0.4,106.9,106.9,106.9,3,4,427600,106.9,106.9,117.55,96.25
2025-03-03,66451,金萬林一創,等價,106.9,0.0,106.95,106.95,106.9,3,11,1176300,106.93,106.9,117.55,96.25
2025-03-04,66451,金萬林一創,等價,106.9,0.0,106.95,106.95,106.9,2,8,855350,106.91,106.9,117.55,96.25
2025-03-05,66451,金萬林一創,等價,106.9,0.0,106.95,106.95,106.9,2,5,534600,106.92,106.9,117.55,96.25
2025-03-06,66451,金萬林一創,等價,106.9,0.0,106.9,106.9,106.9,2,5,534500,106.9,106.9,117.55,96.25
2025-03-07,66451,金萬林一創,等價,106.9,0.0,106.9,106.9,106.9,3,13,1389700,106.9,106.9,117.55,96.25
2025-03-10,66451,金萬林一創,等價,106.9,0.0,106.9,106.9,106.9,5,15,1603500,106.9,106.9,117.55,96.25
2025-03-11,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.9,106.9,117.55,96.25
2025-03-12,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.9,106.9,117.55,96.25
2025-03-13,66451,金萬林一創,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,106.9,106.9,117.55,96.25
