date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2020-09-07,80505,廣積五,等價,109.0,9.0,109.0,110.0,108.55,609,1637,178882150,109.27,109.0,119.9,98.1
2020-09-08,80505,廣積五,等價,107.65,-1.35,109.0,109.0,107.6,115,1102,119032500,108.01,107.65,118.4,96.9
2020-09-09,80505,廣積五,等價,107.0,-0.65,107.65,107.75,106.4,116,1321,141371400,107.01,107.0,117.7,96.3
2020-09-10,80505,廣積五,等價,108.0,1.0,108.0,108.0,107.3,65,302,32510100,107.64,108.0,118.8,97.2
2020-09-11,80505,廣積五,等價,107.85,-0.15,108.0,108.0,107.45,81,290,31248050,107.75,107.85,118.6,97.1
2020-09-14,80505,廣積五,等價,110.2,2.35,108.8,110.3,108.5,352,2432,264967900,109.02,110.2,121.2,99.2
2020-09-15,80505,廣積五,等價,110.5,0.3,110.0,111.5,109.7,69,314,34787100,110.7,110.5,121.55,99.45
2020-09-16,80505,廣積五,等價,111.0,0.5,110.5,111.0,110.5,37,222,24572150,110.68,111.0,122.1,99.9
2020-09-17,80505,廣積五,等價,112.0,1.0,111.0,112.0,111.0,60,218,24297050,111.45,112.0,123.2,100.8
2020-09-18,80505,廣積五,等價,111.55,-0.45,113.5,113.5,111.2,33,189,21106600,111.76,111.55,122.7,100.4
2020-09-21,80505,廣積五,等價,111.5,-0.05,111.5,112.0,111.5,23,77,8593850,111.6,111.5,122.65,100.35
2020-09-22,80505,廣積五,等價,111.5,0.0,111.0,111.5,111.0,16,66,7337000,111.16,111.5,122.65,100.35
2020-09-23,80505,廣積五,等價,110.0,-1.5,111.5,111.5,110.0,15,91,10034150,110.26,110.0,121.0,99.0
2020-09-24,80505,廣積五,等價,109.5,-0.5,110.0,110.0,109.0,15,72,7882350,109.47,109.5,120.45,98.55
2020-09-25,80505,廣積五,等價,108.5,-1.0,108.0,108.5,108.0,3,25,2705000,108.2,108.5,119.35,97.65
