date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2021-09-09,62031,海韻電一,等價,110.0,-2.85,109.6,110.4,109.5,248,1346,147985150,109.94,110.0,121.0,99.0
2021-09-10,62031,海韻電一,等價,108.9,-1.1,109.5,109.5,108.55,58,218,23779700,109.08,108.9,119.75,98.05
2021-09-13,62031,海韻電一,等價,107.3,-1.6,108.7,108.7,106.45,199,687,73679150,107.24,107.3,118.0,96.6
2021-09-14,62031,海韻電一,等價,108.0,0.7,107.5,108.0,107.5,25,73,7863350,107.71,108.0,118.8,97.2
2021-09-15,62031,海韻電一,等價,108.2,0.2,108.0,108.7,107.8,24,106,11450150,108.02,108.2,119.0,97.4
2021-09-16,62031,海韻電一,等價,107.9,-0.3,108.2,108.7,107.9,242,2199,238108900,108.21,107.9,118.65,97.15
2021-09-17,62031,海韻電一,等價,109.0,1.1,107.9,109.35,107.9,35,128,13866750,108.16,109.0,119.9,98.1
2021-09-22,62031,海韻電一,等價,108.0,-1.0,108.8,108.8,108.0,34,76,8226850,108.24,108.0,118.8,97.2
2021-09-23,62031,海韻電一,等價,108.0,0.0,108.1,108.5,108.0,16,67,7244800,108.13,108.0,118.8,97.2
2021-09-24,62031,海韻電一,等價,108.2,0.2,108.0,108.3,108.0,10,33,3568000,108.12,108.2,119.0,97.4
2021-09-27,62031,海韻電一,等價,108.2,0.0,109.2,109.2,108.2,14,89,9655850,108.49,108.2,119.0,97.4
2021-09-28,62031,海韻電一,等價,107.55,-0.65,108.0,108.0,107.5,11,29,3120550,107.6,107.55,118.3,96.8
2021-09-29,62031,海韻電一,等價,107.0,-0.55,107.5,107.5,107.0,17,63,6747150,107.09,107.0,117.7,96.3
2021-09-30,62031,海韻電一,等價,106.6,-0.4,106.6,106.85,106.55,18,86,9173000,106.66,106.6,117.25,95.95
2021-10-01,62031,海韻電一,等價,106.1,-0.5,106.5,106.6,106.0,34,259,27499850,106.21,106.1,116.7,95.5
2021-10-04,62031,海韻電一,等價,105.7,-0.4,106.0,106.0,105.7,5,54,5722500,105.97,105.7,116.25,95.15
2021-10-05,62031,海韻電一,等價,106.4,0.7,105.5,106.45,105.5,16,50,5312000,106.01,106.4,117.0,95.8
2021-10-06,62031,海韻電一,等價,105.5,-0.9,106.8,106.8,105.5,4,5,530100,106.02,105.5,116.05,94.95
2021-10-07,62031,海韻電一,等價,106.7,1.2,107.0,107.0,106.1,33,129,13750250,106.59,106.7,117.35,96.05
2021-10-08,62031,海韻電一,等價,106.0,-0.7,106.6,106.6,106.0,13,79,8386350,106.15,106.0,116.6,95.4
2021-10-12,62031,海韻電一,等價,105.0,-1.0,105.5,105.5,104.6,19,108,11349750,105.09,105.0,115.5,94.5
2021-10-13,62031,海韻電一,等價,104.05,-0.95,104.6,104.6,104.0,21,94,9805750,104.31,104.05,114.45,93.65
2021-10-14,62031,海韻電一,等價,104.5,0.45,104.05,104.5,104.0,19,125,13016000,104.12,104.5,114.95,94.05
2021-10-15,62031,海韻電一,等價,104.95,0.45,104.0,104.95,104.0,6,51,5304950,104.01,104.95,115.4,94.5
2021-10-18,62031,海韻電一,等價,105.0,0.05,105.0,105.0,105.0,1,10,1050000,105.0,105.0,115.5,94.5
2021-10-19,62031,海韻電一,等價,105.0,0.0,105.05,105.05,105.0,10,65,6825250,105.0,105.0,115.5,94.5
2021-10-20,62031,海韻電一,等價,105.8,0.8,104.6,105.8,104.6,4,4,421000,105.25,105.8,116.35,95.25
2021-10-21,62031,海韻電一,等價,105.9,0.1,105.95,106.0,105.9,21,88,9327550,105.99,105.9,116.45,95.35
2021-10-22,62031,海韻電一,等價,107.0,1.1,106.3,107.35,106.3,25,58,6184400,106.62,107.0,117.7,96.3
2021-10-25,62031,海韻電一,等價,106.2,-0.8,107.0,107.25,106.2,12,48,5138100,107.04,106.2,116.8,95.6
2021-10-26,62031,海韻電一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,107.04,106.2,116.8,95.6
2021-10-27,62031,海韻電一,等價,106.3,0.1,106.5,106.8,106.3,16,84,8936600,106.38,106.3,116.9,95.7
2021-10-28,62031,海韻電一,等價,107.5,1.2,106.8,107.5,106.8,12,71,7621050,107.33,107.5,118.25,96.75
2021-10-29,62031,海韻電一,等價,107.7,0.2,107.95,107.95,107.7,5,12,1292650,107.72,107.7,118.45,96.95
2021-11-01,62031,海韻電一,等價,107.1,-0.6,107.7,107.7,107.1,7,23,2471700,107.46,107.1,117.8,96.4
2021-11-02,62031,海韻電一,等價,107.7,0.6,107.7,107.7,107.7,1,1,107700,107.7,107.7,118.45,96.95
2021-11-03,62031,海韻電一,等價,107.5,-0.2,107.5,107.5,107.45,8,20,2149900,107.49,107.5,118.25,96.75
2021-11-04,62031,海韻電一,等價,107.5,0.0,107.5,107.5,107.5,4,18,1935000,107.5,107.5,118.25,96.75
2021-11-05,62031,海韻電一,等價,107.5,0.0,107.5,107.5,107.5,8,15,1612500,107.5,107.5,118.25,96.75
2021-11-08,62031,海韻電一,等價,107.5,0.0,107.95,107.95,107.5,6,15,1614850,107.78,107.5,118.25,96.75
2021-11-09,62031,海韻電一,等價,107.0,-0.5,107.5,108.0,107.0,21,161,17317800,107.56,107.0,117.7,96.3
2021-11-10,62031,海韻電一,等價,107.0,0.0,107.0,107.0,106.55,14,50,5341500,106.83,107.0,117.7,96.3
2021-11-11,62031,海韻電一,等價,107.6,0.6,107.85,107.85,107.5,11,44,4739500,107.71,107.6,118.35,96.85
2021-11-12,62031,海韻電一,等價,107.7,0.1,107.5,107.7,107.5,9,23,2474650,107.59,107.7,118.45,96.95
2021-11-15,62031,海韻電一,等價,109.0,1.3,107.9,109.3,107.9,34,107,11631600,108.7,109.0,119.9,98.1
2021-11-16,62031,海韻電一,等價,108.9,-0.1,109.0,109.0,108.9,3,13,1416800,108.98,108.9,119.75,98.05
2021-11-17,62031,海韻電一,等價,108.9,0.0,108.9,108.95,108.9,9,48,5227450,108.9,108.9,119.75,98.05
2021-11-18,62031,海韻電一,等價,109.8,0.9,108.5,110.0,108.5,33,111,12125150,109.23,109.8,120.75,98.85
2021-11-19,62031,海韻電一,等價,110.0,0.2,109.2,110.0,109.1,22,81,8872450,109.53,110.0,121.0,99.0
2021-11-22,62031,海韻電一,等價,110.95,0.95,110.0,110.95,109.4,36,102,11202650,109.82,110.95,122.0,99.9
