date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2025-10-08,12561,鮮活果汁一KY,等價,103.0,1.5,102.9,103.3,101.5,117,327,33560750,102.63,103.0,113.3,92.7
2025-10-09,12561,鮮活果汁一KY,等價,103.1,0.1,102.95,104.0,102.95,41,183,18877650,103.15,103.1,113.4,92.8
2025-10-13,12561,鮮活果汁一KY,等價,101.5,-1.6,100.65,101.5,100.5,37,141,14244500,101.02,101.5,111.65,91.35
2025-10-14,12561,鮮活果汁一KY,等價,100.4,-1.1,100.55,100.55,100.0,22,64,6421250,100.33,100.4,110.4,90.4
2025-10-15,12561,鮮活果汁一KY,等價,100.0,-0.4,100.0,100.0,100.0,2,5,500000,100.0,100.0,110.0,90.0
2025-10-16,12561,鮮活果汁一KY,等價,97.75,-2.25,101.9,101.9,97.25,87,753,76002750,100.93,97.75,107.5,88.0
2025-10-17,12561,鮮活果汁一KY,等價,98.25,0.5,98.0,98.85,98.0,7,171,16759450,98.0,98.25,108.05,88.45
2025-10-20,12561,鮮活果汁一KY,等價,98.25,0.0,98.8,98.8,98.05,11,90,8855750,98.39,98.25,108.05,88.45
2025-10-21,12561,鮮活果汁一KY,等價,98.4,0.15,98.25,98.4,98.25,11,66,6488400,98.3,98.4,108.2,88.6
2025-10-22,12561,鮮活果汁一KY,等價,98.5,0.1,98.3,98.8,98.3,7,77,7604900,98.76,98.5,108.35,88.65
2025-10-23,12561,鮮活果汁一KY,等價,98.6,0.1,98.5,98.8,98.5,13,111,10938650,98.54,98.6,108.45,88.75
2025-10-27,12561,鮮活果汁一KY,等價,98.5,-0.1,98.5,98.65,98.5,12,26,2561150,98.5,98.5,108.35,88.65
2025-10-28,12561,鮮活果汁一KY,等價,98.5,0.0,98.5,98.5,98.5,2,76,7486000,98.5,98.5,108.35,88.65
2025-10-29,12561,鮮活果汁一KY,等價,98.45,-0.05,98.45,98.45,98.45,1,2,196900,98.45,98.45,108.25,88.65
2025-10-30,12561,鮮活果汁一KY,等價,98.3,-0.15,98.05,98.3,98.0,13,98,9624450,98.2,98.3,108.1,88.5
2025-10-31,12561,鮮活果汁一KY,等價,98.2,-0.1,98.2,98.2,98.2,2,16,1571200,98.2,98.2,108.0,88.4
2025-11-03,12561,鮮活果汁一KY,等價,100.0,1.8,98.2,100.0,98.2,10,81,8051350,99.39,100.0,110.0,90.0
2025-11-04,12561,鮮活果汁一KY,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,99.39,100.0,110.0,90.0
2025-11-05,12561,鮮活果汁一KY,等價,99.85,-0.15,99.9,99.9,99.85,3,13,1298550,99.88,99.85,109.8,89.9
2025-11-06,12561,鮮活果汁一KY,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,99.89,99.85,109.8,89.9
2025-11-07,12561,鮮活果汁一KY,等價,99.85,0.0,99.85,99.85,99.85,1,28,2795800,99.85,99.85,109.8,89.9
2025-11-10,12561,鮮活果汁一KY,等價,99.85,0.0,99.85,99.85,99.85,1,35,3494750,99.85,99.85,109.8,89.9
2025-11-11,12561,鮮活果汁一KY,等價,99.85,0.0,99.85,99.85,99.85,1,55,5491750,99.85,99.85,109.8,89.9
2025-11-12,12561,鮮活果汁一KY,等價,99.85,0.0,99.85,99.85,99.85,1,28,2795800,99.85,99.85,109.8,89.9
2025-11-13,12561,鮮活果汁一KY,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,99.85,99.85,109.8,89.9
2025-11-14,12561,鮮活果汁一KY,等價,100.0,0.15,99.9,100.5,99.8,8,118,11798400,99.98,100.0,110.0,90.0
2025-11-17,12561,鮮活果汁一KY,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,99.98,99.95,109.9,90.0
2025-11-18,12561,鮮活果汁一KY,等價,99.9,-0.05,99.95,99.95,99.9,3,32,3198200,99.94,99.9,109.85,89.95
2025-11-19,12561,鮮活果汁一KY,等價,99.9,0.0,99.9,99.9,99.9,1,30,2997000,99.9,99.9,109.85,89.95
2025-11-20,12561,鮮活果汁一KY,等價,99.9,0.0,99.9,99.9,99.9,1,30,2997000,99.9,99.9,109.85,89.95
2025-11-21,12561,鮮活果汁一KY,等價,99.75,-0.15,99.75,99.75,99.75,1,30,2992500,99.75,99.75,109.7,89.8
2025-11-24,12561,鮮活果汁一KY,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,99.75,99.45,109.35,89.55
2025-11-25,12561,鮮活果汁一KY,等價,98.5,-0.95,98.5,98.5,98.5,1,1,98500,98.5,98.5,108.35,88.65
2025-11-26,12561,鮮活果汁一KY,等價,95.65,-2.85,95.65,95.65,95.65,1,1,95650,95.65,95.65,105.2,86.1
2025-11-27,12561,鮮活果汁一KY,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,95.65,95.65,105.2,86.1
2025-11-28,12561,鮮活果汁一KY,等價,97.55,1.9,98.95,98.95,97.55,2,2,196500,98.25,97.55,107.3,87.8
2025-12-01,12561,鮮活果汁一KY,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,98.25,97.55,107.3,87.8
2025-12-02,12561,鮮活果汁一KY,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,98.25,97.55,107.3,87.8
2025-12-03,12561,鮮活果汁一KY,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,98.25,97.55,107.3,87.8
2025-12-04,12561,鮮活果汁一KY,等價,96.05,-1.5,96.0,96.25,96.0,6,40,3841650,96.04,96.05,105.65,86.45
2025-12-05,12561,鮮活果汁一KY,等價,96.95,0.9,97.0,97.5,96.8,6,21,2038350,97.06,96.95,106.6,87.3
2025-12-08,12561,鮮活果汁一KY,等價,96.65,-0.3,96.95,96.95,96.55,3,39,3777150,96.85,96.65,106.3,87.0
2025-12-09,12561,鮮活果汁一KY,等價,96.65,0.0,96.65,96.65,96.65,1,25,2416250,96.65,96.65,106.3,87.0
2025-12-10,12561,鮮活果汁一KY,等價,96.65,0.0,96.65,96.65,96.65,1,45,4349250,96.65,96.65,106.3,87.0
2025-12-11,12561,鮮活果汁一KY,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,96.65,96.65,106.3,87.0
2025-12-12,12561,鮮活果汁一KY,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,96.65,96.65,106.3,87.0
2025-12-15,12561,鮮活果汁一KY,等價,96.65,0.0,96.65,96.65,96.65,1,25,2416250,96.65,96.65,106.3,87.0
2025-12-16,12561,鮮活果汁一KY,等價,96.65,0.0,96.65,96.65,96.65,4,58,5605700,96.65,96.65,106.3,87.0
2025-12-17,12561,鮮活果汁一KY,等價,95.45,-1.2,96.65,96.65,95.45,5,34,3271900,96.23,95.45,104.95,85.95
2025-12-18,12561,鮮活果汁一KY,等價,95.7,0.25,95.65,95.7,95.55,10,69,6597250,95.61,95.7,105.25,86.15
2025-12-19,12561,鮮活果汁一KY,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,95.61,95.7,105.25,86.15
2025-12-22,12561,鮮活果汁一KY,等價,95.75,0.05,95.75,95.75,95.75,1,20,1915000,95.75,95.75,105.3,86.2
2025-12-23,12561,鮮活果汁一KY,等價,95.75,0.0,95.75,95.75,95.75,1,20,1915000,95.75,95.75,105.3,86.2
2025-12-24,12561,鮮活果汁一KY,等價,95.0,-0.75,95.75,95.75,95.0,4,16,1527500,95.46,95.0,104.5,85.5
2025-12-26,12561,鮮活果汁一KY,等價,95.05,0.05,95.05,95.05,95.05,1,10,950500,95.05,95.05,104.55,85.55
2025-12-29,12561,鮮活果汁一KY,等價,96.0,0.95,95.1,97.0,95.1,5,26,2475400,95.2,96.0,105.6,86.4
2025-12-30,12561,鮮活果汁一KY,等價,95.0,-1.0,96.0,96.95,95.0,15,45,4304950,95.66,95.0,104.5,85.5
2025-12-31,12561,鮮活果汁一KY,等價,95.0,0.0,96.0,96.0,95.0,8,20,1901250,95.06,95.0,104.5,85.5
2026-01-02,12561,鮮活果汁一KY,等價,94.55,-0.45,95.4,95.4,94.55,4,6,568950,94.82,94.55,104.0,85.1
