date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2017-11-02,35271,聚積一,等價,111.1,10.1,111.1,111.1,111.1,23,80,8888000,111.1,111.1,122.2,100.0
2017-11-03,35271,聚積一,等價,113.8,2.7,113.1,117.0,113.1,219,868,99680800,114.83,113.8,125.15,102.45
2017-11-06,35271,聚積一,等價,114.5,0.7,113.8,114.65,113.55,31,103,11762500,114.19,114.5,125.95,103.05
2017-11-07,35271,聚積一,等價,115.4,0.9,114.5,115.4,114.5,42,128,14715500,114.96,115.4,126.9,103.9
2017-11-08,35271,聚積一,等價,114.4,-1.0,115.4,115.4,114.1,44,111,12696700,114.38,114.4,125.8,103.0
2017-11-09,35271,聚積一,等價,114.0,-0.4,115.45,115.5,114.0,75,360,41314950,114.66,114.0,125.4,102.6
2017-11-10,35271,聚積一,等價,113.1,-0.9,114.1,114.5,113.1,35,103,11692200,113.51,113.1,124.4,101.8
2017-11-13,35271,聚積一,等價,113.0,-0.1,112.2,113.0,112.0,46,138,15524950,112.53,113.0,124.3,101.7
2017-11-14,35271,聚積一,等價,112.2,-0.8,112.5,113.0,112.2,9,38,4271200,112.35,112.2,123.4,101.0
2017-11-15,35271,聚積一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,112.2,112.2,123.4,101.0
2017-11-16,35271,聚積一,等價,112.0,-0.2,112.0,112.0,112.0,8,61,6832000,112.0,112.0,123.2,100.8
2017-11-17,35271,聚積一,等價,113.3,1.3,112.95,113.3,112.95,15,66,7466450,113.15,113.3,124.6,102.0
2017-11-20,35271,聚積一,等價,114.4,1.1,112.55,114.4,112.2,7,32,3619250,113.1,114.4,125.8,103.0
2017-11-21,35271,聚積一,等價,116.0,1.6,114.0,116.5,113.5,40,194,22334500,115.12,116.0,127.6,104.4
2017-11-22,35271,聚積一,等價,116.5,0.5,116.5,116.5,116.0,23,83,9662600,116.41,116.5,128.15,104.85
2017-11-23,35271,聚積一,等價,117.5,1.0,116.5,117.95,116.05,19,68,7967000,117.16,117.5,129.25,105.75
2017-11-24,35271,聚積一,等價,117.95,0.45,115.5,117.95,115.5,14,41,4799950,117.07,117.95,129.7,106.2
2017-11-27,35271,聚積一,等價,115.8,-2.15,115.25,115.8,115.1,5,13,1497650,115.2,115.8,127.35,104.25
2017-11-28,35271,聚積一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,115.2,115.8,127.35,104.25
2017-11-29,35271,聚積一,等價,114.0,-1.8,114.0,114.0,114.0,1,7,798000,114.0,114.0,125.4,102.6
2017-11-30,35271,聚積一,等價,114.1,0.1,114.15,114.15,114.1,2,7,798800,114.11,114.1,125.5,102.7
2017-12-01,35271,聚積一,等價,114.0,-0.1,115.0,115.0,114.0,9,36,4113400,114.26,114.0,125.4,102.6
2017-12-04,35271,聚積一,等價,114.0,0.0,114.0,114.0,114.0,3,12,1368000,114.0,114.0,125.4,102.6
2017-12-05,35271,聚積一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,114.0,112.5,123.75,101.25
2017-12-06,35271,聚積一,等價,111.5,-1.0,112.5,112.5,111.5,7,34,3808500,112.01,111.5,122.65,100.35
2017-12-07,35271,聚積一,等價,110.8,-0.7,111.5,111.5,110.8,12,89,9873000,110.93,110.8,121.85,99.75
2017-12-08,35271,聚積一,等價,112.0,1.2,111.5,112.0,111.5,6,23,2567000,111.6,112.0,123.2,100.8
2017-12-11,35271,聚積一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.6,112.0,123.2,100.8
2017-12-12,35271,聚積一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.6,112.0,123.2,100.8
2017-12-13,35271,聚積一,等價,112.0,0.0,112.0,112.0,112.0,5,18,2016000,112.0,112.0,123.2,100.8
2017-12-14,35271,聚積一,等價,111.5,-0.5,111.4,111.5,111.0,7,44,4903000,111.43,111.5,122.65,100.35
2017-12-15,35271,聚積一,等價,111.5,0.0,111.6,111.6,111.5,3,21,2342500,111.54,111.5,122.65,100.35
2017-12-18,35271,聚積一,等價,111.55,0.05,112.0,113.0,111.5,12,60,6719300,111.98,111.55,122.7,100.4
2017-12-19,35271,聚積一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.98,111.55,122.7,100.4
2017-12-20,35271,聚積一,等價,113.5,1.95,113.0,113.5,111.55,12,48,5429750,113.11,113.5,124.85,102.15
2017-12-21,35271,聚積一,等價,113.35,-0.15,117.0,117.0,113.0,4,18,2098350,116.57,113.35,124.65,102.05
2017-12-22,35271,聚積一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,116.57,113.35,124.65,102.05
2017-12-25,35271,聚積一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,116.57,113.35,124.65,102.05
2017-12-26,35271,聚積一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,116.57,113.55,124.9,102.2
2017-12-27,35271,聚積一,等價,115.0,1.45,115.0,115.0,115.0,2,2,230000,115.0,115.0,126.5,103.5
2017-12-28,35271,聚積一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,115.0,114.35,125.75,102.95
2017-12-29,35271,聚積一,等價,113.25,-1.1,114.0,114.0,113.25,2,6,682500,113.75,113.25,124.55,101.95
2018-01-02,35271,聚積一,等價,113.5,0.25,113.5,113.5,113.5,1,10,1135000,113.5,113.5,124.85,102.15
2018-01-03,35271,聚積一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,113.5,113.5,124.85,102.15
2018-01-04,35271,聚積一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,113.5,113.5,124.85,102.15
2018-01-05,35271,聚積一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,113.5,113.5,124.85,102.15
2018-01-08,35271,聚積一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,113.5,113.5,124.85,102.15
2018-01-09,35271,聚積一,等價,113.0,-0.5,113.5,113.6,113.0,11,49,5555850,113.38,113.0,124.3,101.7
2018-01-10,35271,聚積一,等價,113.0,0.0,113.0,113.0,113.0,3,5,565000,113.0,113.0,124.3,101.7
2018-01-11,35271,聚積一,等價,112.5,-0.5,113.0,116.9,112.5,7,33,3791900,114.9,112.5,123.75,101.25
2018-01-12,35271,聚積一,等價,114.0,1.5,112.5,114.45,112.5,18,42,4749600,113.08,114.0,125.4,102.6
2018-01-15,35271,聚積一,等價,115.95,1.95,118.0,118.0,115.95,5,30,3537950,117.93,115.95,127.5,104.4
2018-01-16,35271,聚積一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,117.93,115.0,126.5,103.5
