date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2021-11-05,47147,永捷七,等價,108.3,4.55,105.8,108.3,105.0,278,933,98784450,105.87,108.3,119.1,97.5
2021-11-08,47147,永捷七,等價,107.7,-0.6,108.05,108.05,107.1,77,339,36449900,107.52,107.7,118.45,96.95
2021-11-09,47147,永捷七,等價,108.5,0.8,107.7,108.5,107.45,51,123,13267500,107.86,108.5,119.35,97.65
2021-11-10,47147,永捷七,等價,108.65,0.15,108.85,108.85,108.0,19,59,6385950,108.23,108.65,119.5,97.8
2021-11-11,47147,永捷七,等價,108.0,-0.65,108.0,108.1,108.0,12,24,2592600,108.02,108.0,118.8,97.2
2021-11-12,47147,永捷七,等價,106.5,-1.5,107.6,107.6,106.3,58,518,55587000,107.41,106.5,117.15,95.85
2021-11-15,47147,永捷七,等價,107.4,0.9,105.6,107.5,105.6,23,86,9173150,106.66,107.4,118.1,96.7
2021-11-16,47147,永捷七,等價,107.4,0.0,107.75,108.0,107.4,14,63,6788150,107.74,107.4,118.1,96.7
2021-11-17,47147,永捷七,等價,108.15,0.75,107.8,108.15,107.8,15,62,6695350,107.98,108.15,118.95,97.35
2021-11-18,47147,永捷七,等價,108.6,0.45,108.15,109.0,108.15,21,43,4671200,108.63,108.6,119.45,97.75
2021-11-19,47147,永捷七,等價,114.5,5.9,109.4,115.5,109.4,62,184,21044000,114.36,114.5,125.95,103.05
2021-11-22,47147,永捷七,等價,114.5,0.0,113.0,117.0,113.0,23,89,10244850,115.11,114.5,125.95,103.05
2021-11-23,47147,永捷七,等價,112.55,-1.95,115.5,116.5,112.55,17,67,7703800,114.98,112.55,123.8,101.3
2021-11-24,47147,永捷七,等價,113.0,0.45,113.0,113.0,112.55,5,6,677250,112.87,113.0,124.3,101.7
2021-11-25,47147,永捷七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,112.87,113.0,124.3,101.7
2021-11-26,47147,永捷七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,112.87,113.0,124.3,101.7
2021-11-29,47147,永捷七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,112.87,112.7,123.95,101.45
2021-11-30,47147,永捷七,等價,113.0,0.3,113.0,113.0,113.0,7,11,1243000,113.0,113.0,124.3,101.7
2021-12-01,47147,永捷七,等價,110.55,-2.45,110.55,110.55,110.55,1,1,110550,110.55,110.55,121.6,99.5
2021-12-02,47147,永捷七,等價,110.0,-0.55,110.95,111.0,110.0,5,6,664150,110.69,110.0,121.0,99.0
2021-12-03,47147,永捷七,等價,110.0,0.0,110.0,110.0,110.0,1,1,110000,110.0,110.0,121.0,99.0
2021-12-06,47147,永捷七,等價,107.05,-2.95,108.1,108.1,107.05,15,70,7541500,107.73,107.05,117.75,96.35
2021-12-07,47147,永捷七,等價,109.0,1.95,109.0,109.0,109.0,1,1,109000,109.0,109.0,119.9,98.1
2021-12-08,47147,永捷七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,109.0,110.0,121.0,99.0
2021-12-09,47147,永捷七,等價,109.2,-0.8,109.15,109.2,109.0,4,9,981650,109.07,109.2,120.1,98.3
2021-12-10,47147,永捷七,等價,113.0,3.8,109.4,115.0,109.35,22,51,5803450,113.79,113.0,124.3,101.7
2021-12-13,47147,永捷七,等價,113.5,0.5,113.0,115.0,113.0,6,7,797400,113.91,113.5,124.85,102.15
2021-12-14,47147,永捷七,等價,116.8,3.3,113.6,116.8,113.6,28,73,8457300,115.85,116.8,128.45,105.15
2021-12-15,47147,永捷七,等價,117.5,0.7,117.0,118.0,117.0,15,31,3631650,117.15,117.5,129.25,105.75
2021-12-16,47147,永捷七,等價,116.5,-1.0,115.0,116.5,115.0,9,15,1740750,116.05,116.5,128.15,104.85
2021-12-17,47147,永捷七,等價,114.3,-2.2,114.1,114.9,114.05,6,7,801000,114.42,114.3,125.7,102.9
2021-12-20,47147,永捷七,等價,114.3,0.0,114.3,114.3,114.3,1,1,114300,114.3,114.3,125.7,102.9
