date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2026-01-05,27451,五福一,等價,107.0,2.05,108.0,108.0,106.5,69,179,19179950,107.15,107.0,117.7,96.3
2026-01-06,27451,五福一,等價,109.1,2.1,107.0,109.85,107.0,36,103,11187950,108.62,109.1,120.0,98.2
2026-01-07,27451,五福一,等價,109.0,-0.1,108.5,109.45,108.5,19,810,87909750,108.53,109.0,119.9,98.1
2026-01-08,27451,五福一,等價,109.05,0.05,109.0,109.4,109.0,22,42,4580550,109.06,109.05,119.95,98.15
2026-01-09,27451,五福一,等價,109.75,0.7,109.0,110.0,109.0,21,29,3166800,109.2,109.75,120.7,98.8
2026-01-12,27451,五福一,等價,110.25,0.5,111.95,112.0,110.25,122,617,68601000,111.18,110.25,121.25,99.25
2026-01-13,27451,五福一,等價,111.5,1.25,111.0,111.75,111.0,47,184,20486350,111.33,111.5,122.65,100.35
2026-01-14,27451,五福一,等價,111.3,-0.2,111.0,111.3,110.8,12,40,4435800,110.89,111.3,122.4,100.2
2026-01-15,27451,五福一,等價,111.5,0.2,111.3,111.8,110.25,16,585,65109100,111.29,111.5,122.65,100.35
2026-01-16,27451,五福一,等價,110.6,-0.9,111.0,111.05,110.6,13,56,6208300,110.86,110.6,121.65,99.55
2026-01-19,27451,五福一,等價,111.45,0.85,110.85,111.5,110.85,20,56,6232100,111.28,111.45,122.55,100.35
2026-01-20,27451,五福一,等價,111.55,0.1,111.35,111.55,111.35,5,9,1002350,111.37,111.55,122.7,100.4
2026-01-21,27451,五福一,等價,111.6,0.05,114.9,114.9,111.6,17,37,4140600,111.9,111.6,122.75,100.45
2026-01-22,27451,五福一,等價,111.6,0.0,111.6,111.6,111.6,1,5,558000,111.6,111.6,122.75,100.45
2026-01-23,27451,五福一,等價,111.5,-0.1,111.6,111.6,111.5,5,11,1226900,111.53,111.5,122.65,100.35
2026-01-26,27451,五福一,等價,111.4,-0.1,110.55,111.5,110.55,6,9,1000650,111.18,111.4,122.5,100.3
2026-01-27,27451,五福一,等價,111.5,0.1,111.45,111.5,111.45,3,13,1449400,111.49,111.5,122.65,100.35
2026-01-28,27451,五福一,等價,110.2,-1.3,110.75,110.75,110.2,18,72,7950450,110.42,110.2,121.2,99.2
2026-01-29,27451,五福一,等價,109.1,-1.1,110.15,110.2,109.1,17,26,2857300,109.89,109.1,120.0,98.2
2026-01-30,27451,五福一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,109.89,109.1,120.0,98.2
2026-02-02,27451,五福一,等價,109.0,-0.1,105.5,109.0,105.5,6,25,2657000,106.28,109.0,119.9,98.1
2026-02-03,27451,五福一,等價,108.5,-0.5,109.0,109.0,108.5,6,7,760550,108.65,108.5,119.35,97.65
2026-02-04,27451,五福一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,108.65,108.6,119.45,97.75
2026-02-05,27451,五福一,等價,113.0,4.4,110.8,113.0,110.8,22,69,7685250,111.38,113.0,124.3,101.7
2026-02-06,27451,五福一,等價,112.5,-0.5,112.5,112.5,112.45,5,9,1012350,112.48,112.5,123.75,101.25
2026-02-09,27451,五福一,等價,112.5,0.0,112.5,112.5,111.5,7,50,5617400,112.34,112.5,123.75,101.25
2026-02-10,27451,五福一,等價,111.9,-0.6,112.05,112.05,111.8,9,27,3022500,111.94,111.9,123.05,100.75
2026-02-11,27451,五福一,等價,113.7,1.8,112.65,113.8,112.65,8,24,2727650,113.65,113.7,125.05,102.35
2026-02-12,27451,五福一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,113.65,113.7,125.05,102.35
2026-02-13,27451,五福一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,113.65,113.7,125.05,102.35
2026-02-23,27451,五福一,等價,114.0,0.3,113.9,114.0,113.8,9,30,3416900,113.89,114.0,125.4,102.6
2026-02-24,27451,五福一,等價,111.0,-3.0,111.0,111.0,111.0,1,1,111000,111.0,111.0,122.1,99.9
