date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2017-06-16,61562,松上二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,100.0,110.0,121.0,99.0
2017-06-19,61562,松上二,等價,113.2,3.2,113.0,114.8,113.0,124,514,58565050,113.93,113.2,124.5,101.9
2017-06-20,61562,松上二,等價,112.9,-0.3,112.5,113.9,112.5,52,173,19549500,113.0,112.9,124.15,101.65
2017-06-21,61562,松上二,等價,113.0,0.1,112.8,113.0,111.5,23,117,13158400,112.46,113.0,124.3,101.7
2017-06-22,61562,松上二,等價,113.7,0.7,113.0,113.9,113.0,14,50,5678400,113.56,113.7,125.05,102.35
2017-06-23,61562,松上二,等價,115.0,1.3,113.9,115.1,113.9,64,356,40846750,114.7,115.0,126.5,103.5
2017-06-26,61562,松上二,等價,116.0,1.0,115.0,116.5,114.5,27,128,14745500,115.22,116.0,127.6,104.4
2017-06-27,61562,松上二,等價,117.7,1.7,116.0,119.0,116.0,23,54,6354800,117.68,117.7,129.45,105.95
2017-06-28,61562,松上二,等價,117.0,-0.7,117.1,117.1,116.5,6,32,3739000,116.19,117.0,128.7,105.3
2017-06-29,61562,松上二,等價,115.0,-2.0,117.0,117.0,115.0,14,32,3714000,116.06,115.0,126.5,103.5
2017-06-30,61562,松上二,等價,114.8,-0.2,115.0,115.0,114.0,8,17,1944950,114.4,114.8,126.25,103.35
2017-07-03,61562,松上二,等價,114.7,-0.1,114.8,114.8,114.0,3,4,458300,114.57,114.7,126.15,103.25
2017-07-04,61562,松上二,等價,114.0,-0.7,114.7,115.0,114.0,7,21,2406100,114.57,114.0,125.4,102.6
2017-07-05,61562,松上二,等價,114.0,0.0,114.0,114.0,114.0,6,173,19722000,114.0,114.0,125.4,102.6
2017-07-06,61562,松上二,等價,113.75,-0.25,113.9,113.9,113.75,2,11,1251400,113.76,113.75,125.1,102.4
2017-07-07,61562,松上二,等價,113.5,-0.25,113.7,113.7,113.5,3,4,454400,113.6,113.5,124.85,102.15
2017-07-10,61562,松上二,等價,113.5,0.0,113.5,113.5,113.5,1,1,113500,113.5,113.5,124.85,102.15
2017-07-11,61562,松上二,等價,113.0,-0.5,113.5,113.5,113.0,4,19,2147500,113.02,113.0,124.3,101.7
2017-07-12,61562,松上二,等價,114.0,1.0,113.0,114.0,113.0,11,50,5676100,113.52,114.0,125.4,102.6
2017-07-13,61562,松上二,等價,113.8,-0.2,114.0,114.0,113.8,12,80,9109400,113.86,113.8,125.15,102.45
2017-07-14,61562,松上二,等價,113.6,-0.2,113.8,113.8,113.6,4,9,1024000,113.77,113.6,124.95,102.25
2017-07-17,61562,松上二,等價,113.0,-0.6,113.0,113.2,113.0,5,19,2148400,113.07,113.0,124.3,101.7
