date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2024-10-04,20344,允強四,等價,110.55,10.05,110.55,110.55,110.55,149,6686,739137300,110.55,110.55,121.6,99.5
2024-10-07,20344,允強四,等價,110.7,0.15,110.6,111.25,110.6,156,869,96326500,110.84,110.7,121.75,99.65
2024-10-08,20344,允強四,等價,109.7,-1.0,110.8,110.8,109.65,31,196,21657900,110.49,109.7,120.65,98.75
2024-10-09,20344,允強四,等價,108.0,-1.7,108.5,108.65,108.0,14,203,21952650,108.14,108.0,118.8,97.2
2024-10-11,20344,允強四,等價,108.0,0.0,108.0,108.5,108.0,65,331,35758550,108.03,108.0,118.8,97.2
2024-10-14,20344,允強四,等價,106.0,-2.0,105.0,107.3,105.0,202,6372,670399500,105.21,106.0,116.6,95.4
2024-10-15,20344,允強四,等價,105.95,-0.05,106.0,106.1,105.5,61,1014,107457000,105.97,105.95,116.5,95.4
2024-10-16,20344,允強四,等價,106.2,0.25,106.05,106.2,106.0,23,77,8168250,106.08,106.2,116.8,95.6
2024-10-17,20344,允強四,等價,107.0,0.8,106.5,107.0,106.5,15,175,18707950,106.9,107.0,117.7,96.3
2024-10-18,20344,允強四,等價,107.1,0.1,107.0,107.4,106.75,19,70,7495150,107.07,107.1,117.8,96.4
2024-10-21,20344,允強四,等價,107.0,-0.1,107.45,107.45,107.0,8,28,2997950,107.06,107.0,117.7,96.3
2024-10-22,20344,允強四,等價,106.6,-0.4,106.6,106.6,106.6,2,5,533000,106.6,106.6,117.25,95.95
2024-10-23,20344,允強四,等價,106.55,-0.05,106.5,106.55,106.5,6,16,1704100,106.5,106.55,117.2,95.9
2024-10-24,20344,允強四,等價,106.85,0.3,106.1,107.1,106.1,26,145,15497100,106.87,106.85,117.5,96.2
2024-10-25,20344,允強四,等價,106.55,-0.3,106.5,106.6,106.5,5,21,2237450,106.54,106.55,117.2,95.9
2024-10-28,20344,允強四,等價,106.55,0.0,106.5,106.55,106.2,8,78,8306900,106.49,106.55,117.2,95.9
