date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2015-10-29,26131,中櫃一,等價,108.2,8.2,106.1,108.2,106.1,25,1350,145037500,107.43,108.2,119.0,97.4
2015-10-30,26131,中櫃一,等價,108.0,-0.2,108.0,108.0,108.0,1,5,540000,108.0,108.0,118.8,97.2
2015-11-02,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,108.0,108.0,118.8,97.2
2015-11-03,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,108.0,108.0,118.8,97.2
2015-11-04,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,108.0,108.0,118.8,97.2
2015-11-05,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,108.0,108.0,118.8,97.2
2015-11-06,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,108.0,108.0,118.8,97.2
2015-11-09,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,108.0,108.0,118.8,97.2
2015-11-10,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,108.0,107.5,118.25,96.75
2015-11-11,26131,中櫃一,等價,107.5,0.0,107.5,107.5,107.5,1,5,537500,107.5,107.5,118.25,96.75
2015-11-12,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,107.5,107.5,118.25,96.75
2015-11-13,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,107.5,107.5,118.25,96.75
2015-11-16,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,107.5,107.0,117.7,96.3
2015-11-17,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,107.5,107.0,117.7,96.3
2015-11-18,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,107.5,106.5,117.15,95.85
2015-11-19,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,107.5,106.5,117.15,95.85
2015-11-20,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,107.5,106.5,117.15,95.85
2015-11-23,26131,中櫃一,等價,105.8,-0.7,105.8,105.8,105.8,1,3,317400,105.8,105.8,116.35,95.25
2015-11-24,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,105.8,105.8,116.35,95.25
2015-11-25,26131,中櫃一,等價,104.8,-1.0,104.0,104.8,104.0,4,160,16641600,104.01,104.8,115.25,94.35
2015-11-26,26131,中櫃一,等價,104.0,-0.8,104.0,104.0,104.0,1,100,10400000,104.0,104.0,114.4,93.6
2015-11-27,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,104.0,104.0,114.4,93.6
2015-11-30,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,104.0,104.0,114.4,93.6
2015-12-01,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,104.0,104.0,114.4,93.6
2015-12-02,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,104.0,104.0,114.4,93.6
2015-12-03,26131,中櫃一,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,104.0,104.0,114.4,93.6
