date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2016-07-07,30365,文曄五,等價,106.0,6.0,106.0,106.1,105.2,507,5909,625743700,105.01,106.0,116.6,95.4
2016-07-11,30365,文曄五,等價,106.85,0.85,106.2,106.9,106.2,258,3115,332041850,106.59,106.85,117.5,96.2
2016-07-12,30365,文曄五,等價,107.2,0.35,106.85,107.5,106.85,111,1235,132392850,107.2,107.2,117.9,96.5
2016-07-13,30365,文曄五,等價,108.9,1.7,106.75,108.9,106.75,110,894,96338750,107.76,108.9,119.75,98.05
2016-07-14,30365,文曄五,等價,110.2,1.3,108.0,110.25,108.0,153,771,84345600,109.39,110.2,121.2,99.2
2016-07-15,30365,文曄五,等價,110.2,0.0,111.0,113.5,110.2,78,425,47392900,111.51,110.2,121.2,99.2
2016-07-18,30365,文曄五,等價,109.9,-0.3,110.0,110.1,109.75,27,182,20012600,109.95,109.9,120.85,98.95
2016-07-19,30365,文曄五,等價,110.0,0.1,109.9,110.0,109.6,30,143,15716100,109.9,110.0,121.0,99.0
2016-07-20,30365,文曄五,等價,109.55,-0.45,109.55,109.55,109.55,4,10,1095500,109.55,109.55,120.5,98.6
2016-07-21,30365,文曄五,等價,110.8,1.25,110.5,110.9,110.0,18,85,9380200,110.35,110.8,121.85,99.75
2016-07-22,30365,文曄五,等價,110.95,0.15,110.6,111.0,110.4,27,109,12064000,110.67,110.95,122.0,99.9
2016-07-25,30365,文曄五,等價,110.7,-0.25,110.95,110.95,110.5,12,54,5974150,110.63,110.7,121.75,99.65
2016-07-26,30365,文曄五,等價,111.5,0.8,110.4,111.5,110.4,16,47,5218100,111.02,111.5,122.65,100.35
2016-07-27,30365,文曄五,等價,111.2,-0.3,112.0,112.0,111.0,11,35,3895150,111.29,111.2,122.3,100.1
2016-07-28,30365,文曄五,等價,111.0,-0.2,110.7,111.0,110.65,11,31,3434600,110.79,111.0,122.1,99.9
2016-07-29,30365,文曄五,等價,110.9,-0.1,111.1,111.1,110.85,17,262,29054750,110.89,110.9,121.95,99.85
2016-08-01,30365,文曄五,等價,111.9,1.0,111.4,112.0,111.1,67,732,81717850,111.63,111.9,123.05,100.75
2016-08-02,30365,文曄五,等價,112.3,0.4,111.9,112.5,111.9,59,944,105729650,112.0,112.3,123.5,101.1
