date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2021-05-13,62512,定穎二,等價,104.4,-5.7,102.0,105.0,102.0,103,402,41651250,103.61,104.4,114.8,94.0
2021-05-14,62512,定穎二,等價,104.45,0.05,105.0,105.05,104.15,19,60,6293250,104.88,104.45,114.85,94.05
2021-05-17,62512,定穎二,等價,101.3,-3.15,102.0,102.1,100.1,31,123,12438900,101.12,101.3,111.4,91.2
2021-05-18,62512,定穎二,等價,104.0,2.7,103.0,104.0,103.0,42,121,12554300,103.75,104.0,114.4,93.6
2021-05-19,62512,定穎二,等價,103.5,-0.5,103.3,104.5,103.3,22,71,7357850,103.63,103.5,113.85,93.15
2021-05-20,62512,定穎二,等價,106.0,2.5,104.0,107.4,104.0,155,1599,167999100,104.96,106.0,116.6,95.4
2021-05-21,62512,定穎二,等價,107.05,1.05,106.0,108.0,106.0,24,73,7813550,107.42,107.05,117.75,96.35
2021-05-24,62512,定穎二,等價,108.5,1.45,107.5,108.5,107.5,23,130,14031100,107.93,108.5,119.35,97.65
2021-05-25,62512,定穎二,等價,108.35,-0.15,108.3,108.5,108.0,11,61,6611500,108.31,108.35,119.15,97.55
2021-05-26,62512,定穎二,等價,108.8,0.45,108.4,108.8,108.4,7,23,2495200,108.48,108.8,119.65,97.95
2021-05-27,62512,定穎二,等價,109.4,0.6,108.8,109.45,108.2,20,135,14692100,108.83,109.4,109.41,109.39
2021-05-28,62512,定穎二,等價,110.9,1.5,109.4,110.9,109.4,22,92,10115700,109.95,110.9,110.91,110.89
2021-05-31,62512,定穎二,等價,109.5,-1.4,109.9,109.9,108.5,10,15,1644550,109.63,109.5,120.45,98.55
2021-06-01,62512,定穎二,等價,110.5,1.0,110.5,110.5,110.5,3,12,1326000,110.5,110.5,121.55,99.45
2021-06-02,62512,定穎二,等價,110.55,0.05,110.6,110.6,110.3,7,23,2540650,110.46,110.55,121.6,99.5
2021-06-03,62512,定穎二,等價,112.0,1.45,110.55,112.0,110.55,15,51,5668050,111.13,112.0,123.2,100.8
2021-06-04,62512,定穎二,等價,111.0,-1.0,111.1,111.1,111.0,10,29,3219500,111.01,111.0,122.1,99.9
2021-06-07,62512,定穎二,等價,112.3,1.3,111.0,112.3,111.0,10,44,4910100,111.59,112.3,123.5,101.1
2021-06-08,62512,定穎二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.59,112.3,123.5,101.1
2021-06-09,62512,定穎二,等價,113.0,0.7,112.8,113.0,112.8,13,54,6100200,112.96,113.0,124.3,101.7
2021-06-10,62512,定穎二,等價,113.0,0.0,113.0,113.0,113.0,1,3,339000,113.0,113.0,124.3,101.7
2021-06-11,62512,定穎二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,113.0,112.7,123.95,101.45
2021-06-15,62512,定穎二,等價,113.0,0.3,113.0,113.0,113.0,13,49,5537000,113.0,113.0,124.3,101.7
2021-06-16,62512,定穎二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,113.0,111.9,123.05,100.75
2021-06-17,62512,定穎二,等價,113.5,1.6,115.05,115.05,112.9,10,33,3749100,113.6,113.5,124.85,102.15
2021-06-18,62512,定穎二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,113.6,113.0,124.3,101.7
2021-06-21,62512,定穎二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,113.6,112.9,124.15,101.65
2021-06-22,62512,定穎二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,113.6,112.7,123.95,101.45
2021-06-23,62512,定穎二,等價,114.5,1.8,113.0,114.6,112.7,41,146,16631800,113.91,114.5,125.95,103.05
2021-06-24,62512,定穎二,等價,114.5,0.0,115.0,116.4,114.5,17,71,8207200,115.59,114.5,125.95,103.05
2021-06-25,62512,定穎二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,114.5,114.5,125.95,103.05
2021-06-28,62512,定穎二,等價,115.5,1.0,114.5,116.0,114.5,25,75,8673850,115.65,115.5,127.05,103.95
2021-06-29,62512,定穎二,等價,114.0,-1.5,114.0,114.0,114.0,1,1,114000,114.0,114.0,125.4,102.6
