date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2020-10-30,64772,安集二,等價,130.5,10.3,132.15,132.15,130.05,303,1009,133043000,131.85,130.5,143.55,117.45
2020-11-02,64772,安集二,等價,129.5,-1.0,131.2,132.0,125.1,214,419,53951900,128.76,129.5,142.45,116.55
2020-11-03,64772,安集二,等價,130.3,0.8,129.95,133.0,129.05,108,221,28935900,130.93,130.3,143.3,117.3
2020-11-04,64772,安集二,等價,133.25,2.95,130.3,137.9,127.0,199,332,44158550,133.0,133.25,146.55,119.95
2020-11-05,64772,安集二,等價,146.55,13.3,134.2,146.55,134.2,172,300,42664900,142.21,146.55,161.0,131.9
2020-11-06,64772,安集二,等價,140.5,-6.05,148.5,150.0,140.5,77,206,29908450,147.67,140.5,154.0,126.45
2020-11-09,64772,安集二,等價,148.3,7.8,149.1,154.0,144.5,146,281,41295400,146.95,148.3,163.0,133.5
2020-11-10,64772,安集二,等價,146.0,-2.3,149.5,150.0,146.0,40,87,12956300,148.92,146.0,160.0,131.4
2020-11-11,64772,安集二,等價,132.1,-13.9,141.9,141.9,132.1,57,101,13758550,136.22,132.1,145.3,118.9
2020-11-12,64772,安集二,等價,133.3,1.2,128.0,133.4,124.3,89,163,20865200,128.0,133.3,146.6,120.0
2020-11-13,64772,安集二,等價,134.2,0.9,132.45,134.75,130.0,46,82,10871100,132.57,134.2,147.6,120.8
2020-11-16,64772,安集二,等價,132.65,-1.55,134.0,134.0,132.65,4,4,534650,133.66,132.65,145.9,119.4
2020-11-17,64772,安集二,等價,133.2,0.55,132.45,140.0,132.45,73,117,16050000,137.17,133.2,146.5,119.9
2020-11-18,64772,安集二,等價,134.9,1.7,136.0,136.5,134.0,16,30,4043300,134.77,134.9,148.35,121.45
2020-11-19,64772,安集二,等價,139.9,5.0,136.5,144.4,135.5,101,175,24499500,139.99,139.9,153.0,125.95
2020-11-20,64772,安集二,等價,143.15,3.25,142.65,146.9,142.65,21,44,6365300,144.66,143.15,157.0,128.85
2020-11-23,64772,安集二,等價,143.6,0.45,144.0,145.0,142.05,123,210,30116600,143.41,143.6,157.0,129.25
2020-11-24,64772,安集二,等價,146.4,2.8,142.6,146.4,142.0,40,69,9949350,144.19,146.4,161.0,131.8
2020-11-25,64772,安集二,等價,154.0,7.6,146.65,154.0,146.65,28,38,5729850,150.78,154.0,169.0,138.6
2020-11-26,64772,安集二,等價,151.0,-3.0,158.0,158.0,151.0,41,66,10221000,154.86,151.0,166.0,135.9
2020-11-27,64772,安集二,等價,154.0,3.0,154.0,155.0,152.0,15,27,4142000,153.4,154.0,169.0,138.6
2020-11-30,64772,安集二,等價,154.0,0.0,157.0,158.0,154.0,31,56,8748000,156.21,154.0,169.0,138.6
2020-12-01,64772,安集二,等價,149.5,-4.5,150.0,150.0,149.5,8,19,2847150,149.85,149.5,164.0,134.55
2020-12-02,64772,安集二,等價,146.0,-3.5,148.0,148.0,146.0,9,11,1617200,147.01,146.0,160.0,131.4
2020-12-03,64772,安集二,等價,148.0,2.0,147.95,148.0,147.95,9,22,3255950,147.99,148.0,162.0,133.2
2020-12-04,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,147.99,148.0,162.0,133.2
2020-12-07,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,147.99,148.0,162.0,133.2
2020-12-08,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,147.99,148.0,162.0,133.2
2020-12-09,64772,安集二,等價,147.15,-0.85,146.0,147.15,146.0,2,51,7447150,146.02,147.15,161.0,132.45
2020-12-10,64772,安集二,等價,146.6,-0.55,146.6,146.6,146.6,1,50,7330000,146.6,146.6,161.0,131.95
2020-12-11,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,146.6,146.6,161.0,131.95
2020-12-14,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,146.6,146.6,161.0,131.95
2020-12-15,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,146.6,146.6,161.0,131.95
2020-12-16,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,146.6,146.6,161.0,131.95
2020-12-17,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,146.6,146.0,160.0,131.4
2020-12-18,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,146.6,146.0,160.0,131.4
2020-12-21,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,146.6,146.0,160.0,131.4
2020-12-22,64772,安集二,等價,147.5,1.5,149.0,149.35,147.0,5,54,7943350,147.09,147.5,162.0,132.75
2020-12-23,64772,安集二,等價,162.0,14.5,150.0,162.0,150.0,7,25,3996000,159.84,162.0,178.0,145.8
2020-12-24,64772,安集二,等價,172.0,10.0,166.0,173.0,162.0,81,186,30582000,164.41,172.0,189.0,155.0
2020-12-25,64772,安集二,等價,167.0,-5.0,176.0,176.0,167.0,17,68,11443000,168.27,167.0,183.0,151.0
2020-12-28,64772,安集二,等價,167.0,0.0,167.0,167.0,167.0,1,30,5010000,167.0,167.0,183.0,151.0
2020-12-29,64772,安集二,等價,167.0,0.0,167.0,167.0,167.0,1,1,167000,167.0,167.0,183.0,151.0
2020-12-30,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,167.0,167.0,183.0,151.0
2020-12-31,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,167.0,167.0,183.0,151.0
2021-01-04,64772,安集二,等價,163.0,-4.0,163.0,163.0,159.0,3,6,962000,160.33,163.0,179.0,146.7
2021-01-05,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,160.33,163.0,179.0,146.7
2021-01-06,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,160.33,160.0,176.0,144.0
2021-01-07,64772,安集二,等價,168.0,8.0,166.0,168.0,163.0,59,208,34349000,165.13,168.0,184.0,152.0
2021-01-08,64772,安集二,等價,159.0,-9.0,166.0,167.0,154.0,28,67,10914000,162.89,159.0,174.0,143.1
2021-01-11,64772,安集二,等價,157.0,-2.0,157.0,157.0,157.0,1,3,471000,157.0,157.0,172.0,141.3
2021-01-12,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,157.0,152.0,167.0,136.8
2021-01-13,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,157.0,152.0,167.0,136.8
2021-01-14,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,157.0,152.0,167.0,136.8
2021-01-15,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,157.0,151.0,166.0,135.9
2021-01-18,64772,安集二,等價,147.9,-3.1,147.9,147.9,147.9,1,7,1035300,147.9,147.9,162.0,133.15
2021-01-19,64772,安集二,等價,149.75,1.85,153.0,153.0,149.75,2,8,1201250,150.15,149.75,164.0,134.8
2021-01-20,64772,安集二,等價,147.85,-1.9,147.85,147.85,147.85,1,1,147850,147.85,147.85,162.0,133.1
2021-01-21,64772,安集二,等價,147.65,-0.2,147.65,147.65,147.65,1,7,1033550,147.65,147.65,162.0,132.9
2021-01-22,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,147.65,147.65,162.0,132.9
2021-01-25,64772,安集二,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,147.65,147.65,162.0,132.9
