date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2015-01-05,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,196.0,209.0,183.0
2015-01-06,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,196.0,209.0,183.0
2015-01-07,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,196.0,209.0,183.0
2015-01-08,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,196.0,209.0,183.0
2015-01-09,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,196.0,209.0,183.0
2015-01-12,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,196.0,209.0,183.0
2015-01-13,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,196.0,209.0,183.0
2015-01-14,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,196.0,209.0,183.0
2015-01-15,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,196.0,209.0,183.0
2015-01-16,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,196.0,209.0,183.0
2015-01-19,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,196.0,209.0,183.0
2015-01-20,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,196.0,209.0,183.0
2015-01-21,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,196.0,209.0,183.0
2015-01-22,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-01-23,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-01-26,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-01-27,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-01-28,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-01-29,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-01-30,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-02-02,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-02-03,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-02-04,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-02-05,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-02-06,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-02-09,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-02-10,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-02-11,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-02-12,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-02-13,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-02-16,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-02-17,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,209.0,223.0,195.0
2015-02-24,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,223.0,238.0,208.0
2015-02-25,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,223.0,238.0,208.0
2015-02-26,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,223.0,238.0,208.0
2015-03-02,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,223.0,238.0,208.0
2015-03-03,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,223.0,238.0,208.0
2015-03-04,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,223.0,238.0,208.0
2015-03-05,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,223.0,238.0,208.0
2015-03-06,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,223.0,238.0,208.0
2015-03-09,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,223.0,238.0,208.0
2015-03-10,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,131.5,238.0,254.0,222.0
2015-03-11,23833,台光三,等價,244.0,6.0,246.0,246.0,244.0,7,24,5880000,245.0,244.0,261.0,227.0
2015-03-12,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,247.0,264.0,230.0
2015-03-13,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,256.0,273.0,239.0
2015-03-16,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,256.0,273.0,239.0
2015-03-17,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,256.0,273.0,239.0
2015-03-18,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,256.0,273.0,239.0
2015-03-19,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-03-20,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-03-23,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-03-24,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-03-25,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-03-26,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-03-27,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-03-30,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-03-31,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-01,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-02,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-07,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-08,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-09,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-10,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-13,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-14,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-15,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-16,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-17,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-20,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-21,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-22,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-23,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-24,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-27,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-28,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-29,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-04-30,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-04,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-05,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-06,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-07,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-08,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-11,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-12,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-13,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-14,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-15,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-18,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-19,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-20,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-21,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-22,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-25,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-26,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-27,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-28,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,277.0,241.0
2015-05-29,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,284.0,234.0
2015-06-01,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,284.0,234.0
2015-06-02,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,284.0,234.0
2015-06-03,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,284.0,234.0
2015-06-04,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,284.0,234.0
2015-06-05,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,259.0,284.0,234.0
2015-06-08,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,284.0,312.0,256.0
2015-06-09,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,284.0,312.0,256.0
2015-06-10,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,285.0,313.0,257.0
2015-06-11,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,285.0,313.0,257.0
2015-06-12,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,285.0,313.0,257.0
2015-06-15,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,285.0,313.0,257.0
2015-06-16,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,285.0,313.0,257.0
2015-06-17,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,285.0,313.0,257.0
2015-06-18,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,285.0,313.0,257.0
2015-06-22,23833,台光三,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,245.0,285.0,313.0,257.0
