date,cb_id,cb_name,transaction_type,close,change,open,max,min,no_of_transactions,unit,trading_value,avg_price,next_ref_price,next_max_limit,next_min_limit
2015-01-05,54757,德宏七,等價,111.75,1.3,111.75,111.75,111.75,2,20,2235000,111.75,111.75,119.55,103.95
2015-01-06,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.75,111.75,119.55,103.95
2015-01-07,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.75,111.75,119.55,103.95
2015-01-08,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.75,111.75,119.55,103.95
2015-01-09,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.75,111.75,119.55,103.95
2015-01-12,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.75,111.75,119.55,103.95
2015-01-13,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.75,111.75,119.55,103.95
2015-01-14,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.75,111.75,119.55,103.95
2015-01-15,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.75,111.75,119.55,103.95
2015-01-16,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.75,111.75,119.55,103.95
2015-01-19,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.75,111.75,119.55,103.95
2015-01-20,54757,德宏七,等價,111.95,0.2,111.8,112.2,109.5,4,6,664450,110.74,111.95,119.75,104.15
2015-01-21,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,110.74,111.95,119.75,104.15
2015-01-22,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,110.74,111.95,119.75,104.15
2015-01-23,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,110.74,111.95,119.75,104.15
2015-01-26,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,110.74,111.95,119.75,104.15
2015-01-27,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,110.74,111.95,119.75,104.15
2015-01-28,54757,德宏七,等價,111.95,0.0,111.95,111.95,111.95,1,10,1119500,111.95,111.95,119.75,104.15
2015-01-29,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.95,111.95,119.75,104.15
2015-01-30,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.95,111.95,119.75,104.15
2015-02-02,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.95,111.95,119.75,104.15
2015-02-03,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.95,111.9,119.7,104.1
2015-02-04,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,111.95,111.9,119.7,104.1
2015-02-05,54757,德宏七,等價,111.8,-0.1,111.8,111.8,111.8,1,1,111800,111.8,111.8,119.6,104.0
2015-02-06,54757,德宏七,等價,111.4,-0.4,108.3,111.4,108.25,7,26,2829150,108.81,111.4,119.15,103.65
2015-02-09,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,108.81,109.1,116.7,101.5
2015-02-10,54757,德宏七,等價,110.75,1.65,110.0,110.75,110.0,2,16,1760750,110.04,110.75,118.5,103.0
2015-02-11,54757,德宏七,等價,0.0,0.0,0.0,0.0,0.0,0,0,0,110.04,110.45,118.15,102.75
