date,stock_id,stock_name,disposition_cnt,condition,measure,period_start,period_end
2024-09-24,3167,大量,4,連續三次及當日沖銷標準,第一次處置,2024-09-25,2024-10-11
2025-09-09,3167,大量,4,最近十個營業日已有六次,第一次處置,2025-09-10,2025-09-23
2026-02-23,3167,大量,4,連續三次,第一次處置,2026-02-24,2026-03-10
2026-03-16,3167,大量,1,連續三次,第二次處置,2026-03-17,2026-03-30
2026-04-07,3167,大量,3,連續三次,第二次處置,2026-04-08,2026-04-21
2026-04-10,3167,大量,2,連續三次,第二次處置,2026-04-13,2026-04-24
2026-04-15,3167,大量,1,連續三次,第二次處置,2026-04-16,2026-04-29
2026-05-04,3167,大量,1,連續三次,第二次處置,2026-05-05,2026-05-18
2026-05-25,3167,大量,1,連續五次,第二次處置,2026-05-26,2026-06-08
2026-06-16,3167,大量,1,連續五次,第二次處置,2026-06-17,2026-07-01
2024-09-24,31671,大量一,4,因連續3個營業日達本中心作業要點第四條第一項第一款,大量科技股份有限公司國內第一次無擔保轉換公司債(代號：31671)連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，同日上市公司大量科技股份有限公司	股票(代號：3167)因連續3個營業日經臺灣證券交易所公布注意交易資訊，且最近3個營業日曾達臺灣證券交易所作業要點第四條第一項第十三款經其公布注意交易資訊，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自113年09月25日起12個營業日(113年09月25日至113年10月11日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對大量科技股份有限公司國內第一次無擔保轉換公司債（代號：31671）改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2024-09-25,2024-10-11
2024-09-27,31671,大量一,1,因連續3個營業日達本中心作業要點第四條第一項第一款,大量科技股份有限公司國內第一次無擔保轉換公司債(代號：31671)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自113年09月30日起10個營業日(113年09月30日至113年10月14日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2024-09-30,2024-10-14
2025-09-09,31672,大量二,3,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,上市公司大量科技股份有限公司股票(代號：3167)因最近10個營業日內有6個營業日經臺灣證券交易所公布注意交易資訊，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自114年09月10日起10個營業日(114年09月10日至114年09月23日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對大量科技股份有限公司國內第二次無擔保轉換公司債（代號：31672）改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2025-09-10,2025-09-23
2026-02-23,31672,大量二,3,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,上市公司大量科技股份有限公司股票(代號：3167)經臺灣證券交易所股份有限公司發布處置，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自115年2月24日起10個營業日(115年2月24日至115年3月10日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對大量科技股份有限公司國內第二次無擔保轉換公司債（代號：31672）改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2026-02-24,2026-03-10
2026-03-16,31672,大量二,7,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,上市公司大量科技股份有限公司股票(代號：3167)經臺灣證券交易所股份有限公司發布第二次處置，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自115年3月17日起10個營業日(115年3月17日至115年3月30日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對大量科技股份有限公司國內第二次無擔保轉換公司債（代號：31672）改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2026-03-17,2026-03-30
2026-04-07,31672,大量二,3,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,上市公司大量科技股份有限公司股票(代號：3167)經臺灣證券交易所股份有限公司發布第二次處置，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自115年4月8日起10個營業日(115年4月8日至115年4月21日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對大量科技股份有限公司國內第二次無擔保轉換公司債（代號：31672）改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2026-04-08,2026-04-21
2026-04-08,31672,大量二,4,因連續3個營業日達本中心作業要點第四條第一項第一款,大量科技股份有限公司國內第二次無擔保轉換公司債(代號：31672)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年4月9日起10個營業日(115年4月9日至115年4月22日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券；惟其標的股票前經臺灣證券交易所股份有限公司發布第二次處置，該轉換公司債已併同採行處置措施，其中115年4月8日至115年4月21日(如遇休市、有價證券停止買賣、全日暫停交易則順延執行)仍應改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2026-04-09,2026-04-22
2026-04-10,31672,大量二,5,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,上市公司大量科技股份有限公司股票(代號：3167)經臺灣證券交易所股份有限公司發布第二次處置，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自115年4月13日起10個營業日(115年4月13日至115年4月24日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對大量科技股份有限公司國內第二次無擔保轉換公司債（代號：31672）改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2026-04-13,2026-04-24
2026-04-13,31672,大量二,8,因連續3個營業日達本中心作業要點第四條第一項第一款,大量科技股份有限公司國內第二次無擔保轉換公司債(代號：31672)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年4月14日起10個營業日(115年4月14日至115年4月27日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2026-04-14,2026-04-27
2026-04-15,31672,大量二,6,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,上市公司大量科技股份有限公司股票(代號：3167)經臺灣證券交易所股份有限公司發布第二次處置，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自115年4月16日起10個營業日(115年4月16日至115年4月29日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對大量科技股份有限公司國內第二次無擔保轉換公司債（代號：31672）改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2026-04-16,2026-04-29
2026-04-16,31672,大量二,8,因連續3個營業日達本中心作業要點第四條第一項第一款,大量科技股份有限公司國內第二次無擔保轉換公司債(代號：31672)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年4月17日起10個營業日(115年4月17日至115年4月30日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2026-04-17,2026-04-30
2026-05-04,31672,大量二,5,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,上市公司大量科技股份有限公司股票(代號：3167)經臺灣證券交易所股份有限公司發布第二次處置，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自115年5月5日起10個營業日(115年5月5日至115年5月18日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對大量科技股份有限公司國內第二次無擔保轉換公司債（代號：31672）改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2026-05-05,2026-05-18
2026-05-25,31672,大量二,7,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,上市公司大量科技股份有限公司股票(代號：3167)經臺灣證券交易所股份有限公司發布第二次處置，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自115年5月26日起10個營業日(115年5月26日至115年6月8日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對大量科技股份有限公司國內第二次無擔保轉換公司債（代號：31672）改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2026-05-26,2026-06-08
2026-06-16,31672,大量二,5,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,上市公司大量科技股份有限公司股票(代號：3167)經臺灣證券交易所股份有限公司發布第二次處置，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自115年6月17日起10個營業日(115年6月17日至115年7月1日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對大量科技股份有限公司國內第二次無擔保轉換公司債（代號：31672）改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2026-06-17,2026-07-01
2021-02-19,3169,亞信,1,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年02月22日起10個營業日(110年02月22日至110年03月08日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2021-02-22,2021-03-08
2021-06-17,3169,亞信,3,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年06月18日起10個營業日(110年06月18日至110年07月01日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2021-06-18,2021-07-01
2007-03-21,3171,天馳,1,連續5個營業日,因最近連續5個營業日，經本中心發布公布交易資訊，爰自96年03月22日起5個營業日內(96年03月22日至96年03月28日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於前開期間對於投資人每日委託買賣該有價證券數量單筆達100交易單位或多筆累積達300交易單位以上時，應就其當日已委託之買賣，向該投資人收取至少6成以上之買進價金或賣出證券；至於當日達上開數量後之委託亦應於委辦時向其收取至少6成以上之買進價金或賣出證券。,2007-03-22,2007-03-28
2020-04-01,3171,新洲,5,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年04月06日起10個營業日(109年04月06日至109年04月17日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2020-04-06,2020-04-17
2020-04-08,3171,新洲,2,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年04月09日起10個營業日(109年04月09日至109年04月22日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2020-04-09,2020-04-22
2012-12-19,3176,基亞,1,最近10個營業日內有6個營業日,因最近10個營業日內有6個營業日經本中心公布注意交易資訊，爰自101年12月20日起5 個營業日(101年12月20日至101年12月25日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於前開期間對於投資人每日委託買賣該有價證券數量單筆達50交易單位或多筆累積達150交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券；至於當日達上開數量後之委託亦應於委辦時向其收取全部之買進價金或賣出證券。但證券商違約專戶委託賣出有價證券時，不在此限。,2012-12-20,2012-12-25
2012-12-24,3176,基亞,2,監視業務督導會報(../../about/company/press.html),(一)各證券商自101年12月25日起，對於投資人每日買賣該有價證券時，應於受託時向該投資人收取全部之買進價金或賣出證券。(二)對該有價證券以人工管制之撮合終端機執行撮合作業(約每三十分鐘撮合一次)之處置措施。(三)處置期間自101年12月25日起至102年1月9日止。,2012-12-25,2013-01-09
2013-01-09,3176,基亞,1,監視業務督導會報(../../about/company/press.html),(一)各證券商自102年1月10日起，對於投資人每日買賣該有價證券時，應於受託時向該投資人收取全部之買進價金或賣出證券。(二)對該有價證券以人工管制之撮合終端機執行撮合作業(約每三十分鐘撮合一次)之處置措施。(三)處置期間自102年1月10日起至102年1月23日止。,2013-01-10,2013-01-23
2014-08-04,3176,基亞,1,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自103年08月05日起10個營業日(103年08月05日至103年08月18日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2014-08-05,2014-08-18
2014-08-07,3176,基亞,2,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自103年08月08日起10個營業日(103年08月08日至103年08月21日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2014-08-08,2014-08-21
2014-08-12,3176,基亞,2,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自103年08月13日起10個營業日(103年08月13日至103年08月26日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2014-08-13,2014-08-26
2014-08-15,3176,基亞,4,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自103年08月18日起10個營業日(103年08月18日至103年08月29日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2014-08-18,2014-08-29
2014-08-20,3176,基亞,2,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自103年08月21日起10個營業日(103年08月21日至103年09月03日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2014-08-21,2014-09-03
2015-06-10,3176,基亞,1,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自104年06月11日起10個營業日(104年06月11日至104年06月25日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2015-06-11,2015-06-25
2018-09-12,3176,基亞,1,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自107年09月13日起10個營業日(107年09月13日至107年09月27日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2018-09-13,2018-09-27
2018-09-17,3176,基亞,1,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自107年09月18日起10個營業日(107年09月18日至107年10月02日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2018-09-18,2018-10-02
2020-06-19,3176,基亞,4,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年06月22日起10個營業日(109年06月22日至109年07月07日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-06-22,2020-07-07
2007-01-12,3188,安茂,2,連續5個營業日,因最近連續5個營業日經本中心公布注意交易資訊，爰自96年1月15日起5個營業日（96年1月15日至1月19日，如遇休市則順延執行）改以人工管制之撮合終端機執行撮合作業（約每5分鐘撮合一次），各證券商於前開期間對於投資人每日委託買賣該有價證券數量單筆達100交易單位或多筆累積達300交易單位以上時，應就其當日已委託之買賣，向該投資人收取至少6成以上之買進價金或賣出證券，信用交易部分，則收足融資自備款或融券保證金；至於當日達上開數量後之委託亦應於委辦時向其收取至少6成以上之買進價金或賣出證券，信用交易部分，則收足融資自備款或融券保證金。但信用交易了結時，不在此限。,2007-01-15,2007-01-19
2026-03-19,3189,景碩,1,連續三次及當日沖銷標準,第一次處置,2026-03-20,2026-04-08
2026-05-27,3189,景碩,1,連續三次,第一次處置,2026-05-28,2026-06-10
2026-07-02,3189,景碩,1,最近十個營業日已有六次,第二次處置,2026-07-03,2026-07-16
2006-01-09,3191,和進,2,連續5個營業日,因連續5個營業日經本中心公布注意交易資訊，爰自95年1月10日起5個營業日（95年1月10日至1月16日，如遇休市則順延執行）改以人工管制之撮合終端機執行撮合作業（約每5分鐘撮合1次），各證券商於前開期間對於投資人每日委託買賣該有價證券數量單筆達100交易單位或多筆累積達300交易單位以上時，應就其當日已委託之買賣，向該投資人收取至少6成以上之買進價金或賣出證券，信用交易部分，則收足融資自備款或融券保證金；至於當日達上開數量後之委託亦應於委辦時向其收取至少6成以上之買進價金或賣出證券，信用交易部分，則收足,2006-01-10,2006-01-16
2006-03-22,3191,和進,1,最近10個營業日內有6個營業日,因最近10個營業日內有6個營業日經本中心公布注意交易資訊，爰自95年3月23日起五個營業日（95年3月23日至3月29日，如遇休市則順延執行）改以人工管制之撮合終端機執行撮合作業（約每5分鐘撮合一次），各證券商於前開期間對於投資人每日委託買賣該有價證券數量單筆達100交易單位或多筆累積達300交易單位以上時，應就其當日已委託之買賣，向該投資人收取至少6成以上之買進價金或賣出證券，信用交易部分，則收足融資自備款或融券保證金；至於當日達上開數量後之委託亦應於委辦時向其收取至少6成以上之買進價金或賣出證券，信用,2006-03-23,2006-03-29
2006-04-10,3191,和進,2,最近30個營業日內有12個營業日,最近30個營業日內曾發布處置，又因連續10個營業日內有6個營業日經本中心公布注意交易資訊，爰自95年4月11日起五個營業日（95年4月11日至4月17日，如遇休市則順延執行）改以人工管制之撮合終端機執行撮合作業（約每10分鐘撮合一次），各證券商於前開期間對於投資人每日委託買賣該有價證券數量單筆達50交易單位或多筆累積達150交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券，信用交易部分，則收足融資自備款或融券保證金；至於當日達上開數量後之委託亦應於委辦時向其收取全部之買進價金,2006-04-11,2006-04-17
2006-05-16,3191,和進,2,最近30個營業日內有12個營業日,最近30個營業日內曾發布處置，又因連續10個營業日內有6個營業日經本中心公布注意交易資訊，爰自95年5月17日起5個營業日（95年5月17日至5月23日，如遇休市則順延執行）改以人工管制之撮合終端機執行撮合作業（約每10分鐘撮合一次），各證券商於前開期間對於投資人每日委託買賣該有價證券數量單筆達50交易單位或多筆累積達150交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券，信用交易部分，則收足融資自備款或融券保證金；至於當日達上開數量後之委託亦應於委辦時向其收取全部之買進價金,2006-05-17,2006-05-23
2019-09-16,3191,和進,1,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自108年09月17日起10個營業日(108年09月17日至108年09月30日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每10分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2019-09-17,2019-09-30
2020-11-03,3191,和進,1,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年11月04日起10個營業日(109年11月04日至109年11月17日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每10分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-11-04,2020-11-17
2020-11-06,3191,和進,4,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年11月09日起10個營業日(109年11月09日至109年11月20日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每25分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-11-09,2020-11-20
2020-11-11,3191,和進,2,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年11月12日起10個營業日(109年11月12日至109年11月25日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每25分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-11-12,2020-11-25
2020-11-16,3191,和進,1,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年11月17日起10個營業日(109年11月17日至109年11月30日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每25分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-11-17,2020-11-30
2023-07-14,3191,和進,4,因連續3個營業日達本中心作業要點第四條第一項第一款,和進電子股份有限公司股票(代號：3191)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自112年07月17日起10個營業日(112年07月17日至112年07月28日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每10分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2023-07-17,2023-07-28
