date,stock_id,stock_name,disposition_cnt,condition,measure,period_start,period_end
2020-05-29,4911,德英,2,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年06月01日起10個營業日(109年06月01日至109年06月12日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-06-01,2020-06-12
2022-06-17,4911,德英,1,因連續3個營業日達本中心作業要點第四條第一項第一款,德英生物科技股份有限公司股票(代號：4911)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自111年06月20日起10個營業日(111年06月20日至111年07月01日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2022-06-20,2022-07-01
2022-06-22,4911,德英,2,因連續3個營業日達本中心作業要點第四條第一項第一款,德英生物科技股份有限公司股票(代號：4911)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自111年06月23日起10個營業日(111年06月23日至111年07月06日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2022-06-23,2022-07-06
2012-02-13,4912,F-聯德,1,最近10個營業日內有6個營業日,因最近10個營業日內有6個營業日經本中心公布注意交易資訊，爰自101年02月14日起5 個營業日(101年02月14日至101年02月20日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於前開期間對於投資人每日委託買賣該有價證券數量單筆達50交易單位或多筆累積達150交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券；至於當日達上開數量後之委託亦應於委辦時向其收取全部之買進價金或賣出證券。但證券商違約專戶委託賣出有價證券時，不在此限。,2012-02-14,2012-02-20
2012-04-12,4912,F-聯德,1,最近10個營業日內有6個營業日,"一、自101年04月13日起5 個營業日(101年04月13日至101年04月19日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)。
二、各證券商於前開期間對於投資人每日委託買賣該有價證券數量單筆達50交易單位或多筆累積達150交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券；至於當日達上開數量後之委託亦應於委辦時向其收取全部之買進價金或賣出證券。但證券商違約專戶委託賣出有價證券時，不在此限。",2012-04-13,2012-04-19
2012-05-18,4912,F-聯德,1,最近10個營業日內有6個營業日,"一、自101年05月21日起10個營業日(101年05月21日至101年06月01日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)。
二、各證券商於前開期間對於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券；至於當日達上開數量後之委託亦應於委辦時向其收取全部之買進價金或賣出證券。但證券商違約專戶委託賣出有價證券時，不在此限。",2012-05-21,2012-06-01
2017-02-07,4912,聯德控股-KY,1,連續三次,第一次處置,2017-02-08,2017-02-20
2026-05-25,4916,事欣科,1,連續三次,第一次處置,2026-05-26,2026-06-08
2025-04-21,49163,事欣科三,2,因連續3個營業日達本中心作業要點第四條第一項第一款,事欣科技股份有限公司國內第三次無擔保轉換公司債(代號：49163)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自114年04月22日起10個營業日(114年04月22日至114年05月06日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2025-04-22,2025-05-06
2026-05-22,49165,事欣科五,11,因連續3個營業日達本中心作業要點第四條第一項第一款,事欣科技股份有限公司國內第五次無擔保轉換公司債(代號：49165)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年5月25日起10個營業日(115年5月25日至115年6月5日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2026-05-25,2026-06-05
2026-05-25,49165,事欣科五,7,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,上市公司事欣科技股份有限公司股票(代號：4916)經臺灣證券交易所股份有限公司發布處置，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自115年5月26日起10個營業日(115年5月26日至115年6月8日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對事欣科技股份有限公司國內第五次無擔保轉換公司債（代號：49165）改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2026-05-26,2026-06-08
2026-04-21,4919,新唐,1,連續三次,第一次處置,2026-04-22,2026-05-06
2026-05-27,4919,新唐,1,連續三次,第二次處置,2026-05-28,2026-06-10
2021-07-13,49191,新唐一,4,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年07月14日起10個營業日(110年07月14日至110年07月27日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2021-07-14,2021-07-27
2021-07-16,49191,新唐一,1,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年07月19日起10個營業日(110年07月19日至110年07月30日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2021-07-19,2021-07-30
2026-06-23,4923,力士,11,因連續3個營業日達本中心作業要點第四條第一項第一款,力士科技股份有限公司股票(代號：4923)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月24日起10個營業日(115年6月24日至115年7月7日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2026-06-24,2026-07-07
2026-06-23,49231,力士一,11,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,力士科技股份有限公司股票(代號：4923)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月24日起10個營業日(115年6月24日至115年7月7日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對力士科技股份有限公司國內第一次無擔保轉換公司債（代號：49231）改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2026-06-24,2026-07-07
2026-06-24,49231,力士一,3,因連續3個營業日達本中心作業要點第四條第一項第一款,力士科技股份有限公司國內第一次無擔保轉換公司債(代號：49231)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月25日起10個營業日(115年6月25日至115年7月8日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2026-06-25,2026-07-08
2015-07-22,4924,F-欣厚,2,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自104年07月23日起10個營業日(104年07月23日至104年08月05日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2015-07-23,2015-08-05
2015-07-27,4924,F-欣厚,4,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自104年07月28日起10個營業日(104年07月28日至104年08月10日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2015-07-28,2015-08-10
2015-07-30,4924,F-欣厚,3,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自104年07月31日起10個營業日(104年07月31日至104年08月13日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2015-07-31,2015-08-13
2015-08-04,4924,F-欣厚,2,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自104年08月05日起10個營業日(104年08月05日至104年08月18日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2015-08-05,2015-08-18
2015-08-07,4924,F-欣厚,2,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自104年08月10日起10個營業日(104年08月10日至104年08月21日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2015-08-10,2015-08-21
2020-08-20,4924,欣厚-KY,4,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年08月21日起10個營業日(109年08月21日至109年09月03日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-08-21,2020-09-03
2024-06-18,4924,欣厚-KY,5,因連續3個營業日達本中心作業要點第四條第一項第一款,欣厚科技股份有限公司股票(代號：4924)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自113年06月19日起10個營業日(113年06月19日至113年07月02日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。暫停融資券交易，但信用交易了結或違約專戶委託買賣該有價證券時，不在此限。,2024-06-19,2024-07-02
2024-07-16,4927,泰鼎-KY,2,連續三次,第一次處置,2024-07-17,2024-07-30
2026-03-02,4927,泰鼎-KY,2,連續三次,第一次處置,2026-03-03,2026-03-16
2024-11-15,4931,新盛力,1,連續3個營業日及沖銷標準,新盛力科技股份有限公司股票(代號：4931)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，且最近3個營業日曾達本中心作業要點第四條第一項第十三款經本中心公布注意交易資訊，爰自113年11月18日起12個營業日(113年11月18日至113年12月03日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2024-11-18,2024-12-03
2025-08-29,4931,新盛力,6,最近10個營業日內有6個營業日,新盛力科技股份有限公司股票(代號：4931)因最近10個營業日內有6個營業日經本中心公布注意交易資訊，爰自114年09月01日起10個營業日(114年09月01日至114年09月12日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2025-09-01,2025-09-12
2025-12-04,4931,新盛力,8,連續5個營業日及沖銷標準,新盛力科技股份有限公司股票(代號：4931)因連續5個營業日經本中心公布注意交易資訊，且最近5個營業日曾達本中心作業要點第四條第一項第十三款經本中心公布注意交易資訊，爰自114年12月05日起12個營業日(114年12月05日至114年12月22日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2025-12-05,2025-12-22
2025-12-23,4931,新盛力,1,最近10個營業日內有6個營業日,新盛力科技股份有限公司股票(代號：4931)最近30個營業日內曾發布處置，又因最近10個營業日內有6個營業日經本中心公布注意交易資訊，爰自114年12月24日起10個營業日(114年12月24日至115年01月08日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2025-12-24,2026-01-08
2013-10-31,4934,太極,2,最近十個營業日已有六次,第一次處置,2013-11-01,2013-11-07
2020-09-04,4934,太極,2,連續三次,第一次處置,2020-09-07,2020-09-18
2017-03-06,4939,亞電,1,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自106年03月07日起10個營業日(106年03月07日至106年03月20日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2017-03-07,2017-03-20
2026-04-21,4939,亞電,11,因連續3個營業日達本中心作業要點第四條第一項第一款,亞洲電材股份有限公司股票(代號：4939)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年4月22日起10個營業日(115年4月22日至115年5月6日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2026-04-22,2026-05-06
2017-10-30,4943,康控-KY,9,連續三次,第一次處置,2017-10-31,2017-11-13
2018-10-12,4943,康控-KY,9,連續三次,第一次處置,2018-10-15,2018-10-26
2021-11-22,4943,康控-KY,9,連續三次,第一次處置,2021-11-23,2021-12-06
2022-11-23,4943,康控-KY,9,連續三次,人工管制撮合,2022-11-24,2022-12-07
2022-12-26,4943,康控-KY,9,連續三次,人工管制撮合,2022-12-27,2023-01-10
2022-12-29,4943,康控-KY,9,連續三次,人工管制撮合,2022-12-30,2023-01-13
2023-01-04,4943,康控-KY,9,連續三次,人工管制撮合,2023-01-05,2023-01-30
2024-03-08,4943,康控-KY,9,連續三次,人工管制撮合,2024-03-11,2024-03-22
2025-03-24,4943,康控-KY,9,連續三次,人工管制撮合,2025-03-25,2025-04-09
2020-02-19,4944,兆遠,1,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年02月20日起10個營業日(109年02月20日至109年03月05日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-02-20,2020-03-05
2020-03-18,4944,兆遠,5,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年03月19日起10個營業日(109年03月19日至109年04月01日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-03-19,2020-04-01
2020-03-23,4944,兆遠,13,因連續3個營業日達本中心作業要點第四條第一項第一款,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年03月24日起10個營業日(109年03月24日至109年04月08日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-03-24,2020-04-08
2020-07-13,4944,兆遠,3,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年07月14日起10個營業日(109年07月14日至109年07月27日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每10分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-07-14,2020-07-27
2021-03-02,4944,兆遠,2,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年03月03日起10個營業日(110年03月03日至110年03月16日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每10分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2021-03-03,2021-03-16
2021-10-06,4944,兆遠,2,因連續3個營業日達本中心作業要點第四條第一項第一款,兆遠科技股份有限公司股票(代號：4944)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年10月07日起10個營業日(110年10月07日至110年10月21日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每10分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2021-10-07,2021-10-21
2021-12-10,4944,兆遠,3,因連續3個營業日達本中心作業要點第四條第一項第一款,兆遠科技股份有限公司股票(代號：4944)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年12月13日起10個營業日(110年12月13日至110年12月24日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每10分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2021-12-13,2021-12-24
2022-05-10,4944,兆遠,1,因連續3個營業日達本中心作業要點第四條第一項第一款,兆遠科技股份有限公司股票(代號：4944)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自111年05月11日起10個營業日(111年05月11日至111年05月24日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每45分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2022-05-11,2022-05-24
2022-05-13,4944,兆遠,2,因連續3個營業日達本中心作業要點第四條第一項第一款,兆遠科技股份有限公司股票(代號：4944)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自111年05月16日起10個營業日(111年05月16日至111年05月27日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每60分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2022-05-16,2022-05-27
2022-05-24,4944,兆遠,2,因連續3個營業日達本中心作業要點第四條第一項第一款,兆遠科技股份有限公司股票(代號：4944)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自111年05月25日起10個營業日(111年05月25日至111年06月08日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每60分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2022-05-25,2022-06-08
2023-08-24,4944,兆遠,1,因連續3個營業日達本中心作業要點第四條第一項第一款,兆遠科技股份有限公司股票(代號：4944)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自112年08月25日起10個營業日(112年08月25日至112年09月07日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2023-08-25,2023-09-07
2021-07-23,4945,陞達科技,2,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年07月26日起10個營業日(110年07月26日至110年08月06日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2021-07-26,2021-08-06
2024-02-22,4945,陞達科技,6,因連續3個營業日達本中心作業要點第四條第一項第一款,陞達科技股份有限公司股票(代號：4945)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自113年02月23日起10個營業日(113年02月23日至113年03月08日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2024-02-23,2024-03-08
2014-01-15,4946,辣椒,4,連續5個營業日,因連續5個營業日經本中心公布注意交易資訊，爰自103年01月16日起5 個營業日(103年01月16日至103年01月22日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達50交易單位或多筆累積達150交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但委託賣出違約專戶之有價證券時，不在此限。,2014-01-16,2014-01-22
2015-10-21,4946,辣椒,6,因連續3個營業日達本中心作業要點第四條第一項第一款,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自104年10月22日起10個營業日(104年10月22日至104年11月04日，如遇休市則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2015-10-22,2015-11-04
