date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2026-03-13,110602900,3019484,35155673,27842799,27842799,82760101,0.251737,finmind,2026-07-16T17:58:47.345529+08:00
2026-03-20,110602900,3478026,40512927,30968593,30968593,79634307,0.279998,finmind,2026-07-16T17:58:47.345529+08:00
2026-03-27,110602900,4036864,37264461,28043219,28043219,82559681,0.253549,finmind,2026-07-16T17:58:47.345529+08:00
2026-04-02,110602900,3919213,35116347,25068146,25068146,85534754,0.22665,finmind,2026-07-16T17:58:47.345529+08:00
2026-04-10,110602900,4629013,35507240,26831125,26831125,83771775,0.24259,finmind,2026-07-16T17:58:47.345529+08:00
2026-04-17,110602900,12574785,41516634,31063431,31063431,79539469,0.280855,finmind,2026-07-16T17:58:47.345529+08:00
2026-04-24,110602900,14634731,44730637,38317967,38317967,72284933,0.346446,finmind,2026-07-16T17:58:47.345529+08:00
2026-04-30,110602900,12374241,42914656,36460154,36460154,74142746,0.329649,finmind,2026-07-16T17:58:47.345529+08:00
2026-05-08,110602900,11548291,43785398,36927713,36927713,73675187,0.333877,finmind,2026-07-16T17:58:47.345529+08:00
2026-05-15,110602900,14598211,44883642,37979540,37979540,72623360,0.343386,finmind,2026-07-16T17:58:47.345529+08:00
2026-05-22,110602900,22467662,59700377,53323492,53323492,57279408,0.482117,finmind,2026-07-16T17:58:47.345529+08:00
2026-05-29,110602900,23135231,55868957,49316577,49316577,61286323,0.445889,finmind,2026-07-16T17:58:47.345529+08:00
2026-06-05,110602900,23266361,55810187,49567931,49567931,61034969,0.448161,finmind,2026-07-16T17:58:47.345529+08:00
2026-06-12,110602900,19623042,54183450,49087167,49087167,61515733,0.443814,finmind,2026-07-16T17:58:47.345529+08:00
2026-06-18,110602900,18137172,48326004,43765958,43765958,66836942,0.395704,finmind,2026-07-16T17:58:47.345529+08:00
2026-06-26,110602900,14827363,44350484,38382438,38382438,72220462,0.347029,finmind,2026-07-16T17:58:47.345529+08:00
2026-07-03,110602900,8708720,39947302,35015880,35015880,75587020,0.316591,finmind,2026-07-16T17:58:47.345529+08:00
2026-07-09,110602900,8359494,38183546,33030312,33030312,77572588,0.298639,finmind,2026-07-16T17:58:47.345529+08:00
