date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2015-06-12,27097035,1703036,10627813,3300845,3300845,23796190,0.121816,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-18,27097035,1702036,10554929,3300845,3300845,23796190,0.121816,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-26,27097035,1701036,9918689,3300845,3300845,23796190,0.121816,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-03,27097035,1706036,9918689,3300845,3300845,23796190,0.121816,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-09,27097035,1705036,9924689,3300845,3300845,23796190,0.121816,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-17,27097035,1701036,9926689,3300845,3300845,23796190,0.121816,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-24,27097035,1701036,9944689,3300845,3300845,23796190,0.121816,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-31,27097035,1705036,9957689,3300845,3300845,23796190,0.121816,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-07,27097035,1701036,9959689,3300845,3300845,23796190,0.121816,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-14,27097035,1701036,9965689,3300845,3300845,23796190,0.121816,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-21,27097035,1701036,9965689,3300845,3300845,23796190,0.121816,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-28,27097035,1702036,9978689,3300845,3300845,23796190,0.121816,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-04,27097035,1702036,9986689,3300845,3300845,23796190,0.121816,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-11,27097035,1702036,10027469,3367625,3367625,23729410,0.12428,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-18,27097035,1705036,10027469,3367625,3367625,23729410,0.12428,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-25,27097035,1701036,10058181,3367625,3367625,23729410,0.12428,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-02,27097035,1722036,10020509,3429953,3429953,23667082,0.12658,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-08,27097035,1734036,9963752,3429953,3429953,23667082,0.12658,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-16,27097035,1737036,9982752,3429953,3429953,23667082,0.12658,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-23,27097035,1741036,9886430,3429953,3429953,23667082,0.12658,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-30,27097035,1732036,9738430,3429953,3429953,23667082,0.12658,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-06,27097035,1735036,9644430,3429953,3429953,23667082,0.12658,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-13,27097035,1720036,9152630,3429953,3429953,23667082,0.12658,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-20,27097035,1730036,9152630,3429953,3429953,23667082,0.12658,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-27,27097035,1737036,8572887,3429953,3429953,23667082,0.12658,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-04,27097035,1760036,8585565,3429953,3429953,23667082,0.12658,finmind,2026-07-22T04:17:31.412074+08:00
