date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2015-01-30,70000000,15479207,56421988,53243930,53243930,16756070,0.760628,finmind,2026-07-22T04:17:31.412074+08:00
2015-02-26,70000000,15930207,56928553,53828007,53828007,16171993,0.768972,finmind,2026-07-22T04:17:31.412074+08:00
2015-03-31,70000000,16599207,57142807,54020261,54020261,15979739,0.771718,finmind,2026-07-22T04:17:31.412074+08:00
2015-04-30,70000000,17059207,56860943,54144701,54144701,15855299,0.773496,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-08,70000000,17288207,56279311,54111069,54111069,15888931,0.773015,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-15,70000000,17264207,56597311,53990069,53990069,16009931,0.771287,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-22,70000000,17237207,56560316,53953074,53953074,16046926,0.770758,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-29,70000000,17132207,56667813,52724959,52724959,17275041,0.753214,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-05,70000000,17054207,55993197,52724953,52724953,17275047,0.753214,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-12,70000000,17322207,56526792,53899880,53899880,16100120,0.769998,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-18,70000000,17268207,56526757,53929845,53929845,16070155,0.770426,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-26,70000000,17185207,55808076,52724832,52724832,17275168,0.753212,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-03,70000000,17118207,55842065,52724821,52724821,17275179,0.753212,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-09,70000000,17097207,55840800,52724556,52724556,17275444,0.753208,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-17,70000000,17118207,55851800,52742556,52742556,17257444,0.753465,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-24,70000000,17138207,55870800,52762556,52762556,17237444,0.753751,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-31,70000000,17123207,55739661,52762417,52762417,17237583,0.753749,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-07,70000000,17174207,55756661,52782417,52782417,17217583,0.754035,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-14,70000000,17209207,55301661,52782417,52782417,17217583,0.754035,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-21,70000000,17197207,55299649,52782405,52782405,17217595,0.754034,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-28,70000000,17107565,55860649,52782405,52782405,17217595,0.754034,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-04,70000000,17110960,55934649,52782405,52782405,17217595,0.754034,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-11,70000000,17116960,55933643,52782399,52782399,17217601,0.754034,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-18,70000000,17166960,55678643,52782399,52782399,17217601,0.754034,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-25,70000000,17147960,55104643,52782399,52782399,17217601,0.754034,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-02,70000000,17185960,55505196,52781952,52781952,17218048,0.754028,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-08,70000000,17177960,55344898,52781654,52781654,17218346,0.754024,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-16,70000000,17177960,55337898,52781654,52781654,17218346,0.754024,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-23,70000000,17176960,55337898,52781654,52781654,17218346,0.754024,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-30,70000000,17168960,55746898,52781654,52781654,17218346,0.754024,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-06,70000000,17182960,55852750,52781506,52781506,17218494,0.754022,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-13,70000000,17180960,56215733,52781489,52781489,17218511,0.754021,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-20,70000000,17152960,54232258,51376337,51376337,18623663,0.733948,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-27,70000000,17192960,54320258,51376337,51376337,18623663,0.733948,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-04,70000000,17229960,54287258,51376337,51376337,18623663,0.733948,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-11,70000000,17226960,54277850,51375929,51375929,18624071,0.733942,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-18,70000000,17225704,54270850,51375929,51375929,18624071,0.733942,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-25,70000000,17220704,54269749,51375828,51375828,18624172,0.73394,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-31,70000000,17209704,54278670,51375749,51375749,18624251,0.733939,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-08,70000000,17014704,54411388,51301467,51301467,18698533,0.732878,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-15,70000000,17008704,53974301,50864380,50864380,19135620,0.726634,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-22,70000000,17008704,53581301,49562458,49562458,20437542,0.708035,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-30,70000000,16879704,53780301,50648458,50648458,19351542,0.723549,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-03,70000000,16776704,53875301,49562458,49562458,20437542,0.708035,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-19,70000000,16745704,53881301,49562458,49562458,20437542,0.708035,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-26,70000000,16747704,53900301,49562458,49562458,20437542,0.708035,finmind,2026-07-22T04:17:31.412074+08:00
2016-03-04,70000000,16799704,53822301,49562458,49562458,20437542,0.708035,finmind,2026-07-22T04:17:31.412074+08:00
2016-03-11,70000000,16780704,53075301,49562458,49562458,20437542,0.708035,finmind,2026-07-22T04:17:31.412074+08:00
2016-03-18,70000000,16780704,53138092,49562249,49562249,20437751,0.708032,finmind,2026-07-22T04:17:31.412074+08:00
2016-03-25,70000000,16751704,53151074,49562231,49562231,20437769,0.708032,finmind,2026-07-22T04:17:31.412074+08:00
2016-04-01,70000000,16738704,53096074,50599231,50599231,19400769,0.722846,finmind,2026-07-22T04:17:31.412074+08:00
2016-04-08,70000000,16775704,53055760,49562231,49562231,20437769,0.708032,finmind,2026-07-22T04:17:31.412074+08:00
2016-04-15,70000000,16735704,52623074,49562231,49562231,20437769,0.708032,finmind,2026-07-22T04:17:31.412074+08:00
2016-04-22,70000000,16733704,52029074,49562231,49562231,20437769,0.708032,finmind,2026-07-22T04:17:31.412074+08:00
2016-04-29,70000000,16762704,52491074,49562231,49562231,20437769,0.708032,finmind,2026-07-22T04:17:31.412074+08:00
2016-05-06,70000000,16807704,52941074,49562231,49562231,20437769,0.708032,finmind,2026-07-22T04:17:31.412074+08:00
2016-05-13,70000000,17273704,53038074,49562231,49562231,20437769,0.708032,finmind,2026-07-22T04:17:31.412074+08:00
2016-05-20,70000000,17417704,52594074,49562231,49562231,20437769,0.708032,finmind,2026-07-22T04:17:31.412074+08:00
2016-05-27,70000000,16813728,51907074,49562231,49562231,20437769,0.708032,finmind,2026-07-22T04:17:31.412074+08:00
