date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2022-09-30,66663948,,37552972,27520991,27520991,39142957,0.412832,finmind,2026-07-22T04:17:31.412074+08:00
2022-10-07,66663948,,37552972,27520991,27520991,39142957,0.412832,finmind,2026-07-22T04:17:31.412074+08:00
2022-10-14,66663948,,37551303,27519322,27519322,39144626,0.412807,finmind,2026-07-22T04:17:31.412074+08:00
2022-10-21,66663948,,37571303,27519322,27519322,39144626,0.412807,finmind,2026-07-22T04:17:31.412074+08:00
2022-10-28,66663948,,37571303,27519322,27519322,39144626,0.412807,finmind,2026-07-22T04:17:31.412074+08:00
2022-11-04,66663948,,37571303,27519322,27519322,39144626,0.412807,finmind,2026-07-22T04:17:31.412074+08:00
2022-11-11,66663948,,37571303,27519322,27519322,39144626,0.412807,finmind,2026-07-22T04:17:31.412074+08:00
2022-11-18,66663948,,37567958,27515977,27515977,39147971,0.412756,finmind,2026-07-22T04:17:31.412074+08:00
2022-11-25,66663948,,37968312,27515977,27515977,39147971,0.412756,finmind,2026-07-22T04:17:31.412074+08:00
2022-12-02,66663948,,37968512,27515977,27515977,39147971,0.412756,finmind,2026-07-22T04:17:31.412074+08:00
2022-12-09,66663948,,37968512,27515977,27515977,39147971,0.412756,finmind,2026-07-22T04:17:31.412074+08:00
2022-12-16,66663948,,37954951,27501916,27501916,39162032,0.412546,finmind,2026-07-22T04:17:31.412074+08:00
2022-12-23,66663948,,37981551,27501916,27501916,39162032,0.412546,finmind,2026-07-22T04:17:31.412074+08:00
2022-12-30,66663948,,38017206,27498571,27498571,39165377,0.412495,finmind,2026-07-22T04:17:31.412074+08:00
2023-01-07,66663948,,38015662,27497027,27497027,39166921,0.412472,finmind,2026-07-22T04:17:31.412074+08:00
2023-01-13,66663948,,38012159,27488524,27488524,39175424,0.412345,finmind,2026-07-22T04:17:31.412074+08:00
2023-01-19,66663948,,38012159,27488524,27488524,39175424,0.412345,finmind,2026-07-22T04:17:31.412074+08:00
2023-02-04,66663948,,38012159,27488524,27488524,39175424,0.412345,finmind,2026-07-22T04:17:31.412074+08:00
2023-02-10,66663948,,38012159,27488524,27488524,39175424,0.412345,finmind,2026-07-22T04:17:31.412074+08:00
2023-02-18,66663948,,37995411,27471776,27471776,39192172,0.412093,finmind,2026-07-22T04:17:31.412074+08:00
2023-02-24,66663948,,37945831,27471776,27471776,39192172,0.412093,finmind,2026-07-22T04:17:31.412074+08:00
2023-03-03,66663948,,37528757,27471776,27471776,39192172,0.412093,finmind,2026-07-22T04:17:31.412074+08:00
2023-03-10,66663948,,37528757,27471776,27471776,39192172,0.412093,finmind,2026-07-22T04:17:31.412074+08:00
2023-03-17,66663948,,37548757,27471776,27471776,39192172,0.412093,finmind,2026-07-22T04:17:31.412074+08:00
2023-03-25,66663948,,37568757,27471776,27471776,39192172,0.412093,finmind,2026-07-22T04:17:31.412074+08:00
2023-03-31,66663948,,37568757,27471776,27471776,39192172,0.412093,finmind,2026-07-22T04:17:31.412074+08:00
2023-04-07,66663948,,37568757,27471776,27471776,39192172,0.412093,finmind,2026-07-22T04:17:31.412074+08:00
2023-04-14,66663948,,37568757,27471776,27471776,39192172,0.412093,finmind,2026-07-22T04:17:31.412074+08:00
2023-04-21,66663948,,37565049,27468068,27468068,39195880,0.412038,finmind,2026-07-22T04:17:31.412074+08:00
2023-04-28,66663948,,37567745,27466764,27466764,39197184,0.412018,finmind,2026-07-22T04:17:31.412074+08:00
2023-05-05,66663948,,37570736,27466755,27466755,39197193,0.412018,finmind,2026-07-22T04:17:31.412074+08:00
2023-05-12,66663948,,37570423,27466442,27466442,39197506,0.412013,finmind,2026-07-22T04:17:31.412074+08:00
2023-05-19,66663948,,37570423,27466442,27466442,39197506,0.412013,finmind,2026-07-22T04:17:31.412074+08:00
2023-05-26,66663948,,37570423,27466442,27466442,39197506,0.412013,finmind,2026-07-22T04:17:31.412074+08:00
2023-06-02,66663948,,37570423,27466442,27466442,39197506,0.412013,finmind,2026-07-22T04:17:31.412074+08:00
2023-06-09,66663948,,37567951,27463970,27463970,39199978,0.411976,finmind,2026-07-22T04:17:31.412074+08:00
2023-06-17,66663948,,37554126,27450145,27450145,39213803,0.411769,finmind,2026-07-22T04:17:31.412074+08:00
2023-06-21,66663948,,37549126,27450145,27450145,39213803,0.411769,finmind,2026-07-22T04:17:31.412074+08:00
2023-06-30,66663948,,37545473,27446492,27446492,39217456,0.411714,finmind,2026-07-22T04:17:31.412074+08:00
2023-07-07,66663948,,37948147,27442492,27442492,39221456,0.411654,finmind,2026-07-22T04:17:31.412074+08:00
2023-07-14,66663948,,37956147,27442492,27442492,39221456,0.411654,finmind,2026-07-22T04:17:31.412074+08:00
2023-07-21,66663948,,37961147,27442492,27442492,39221456,0.411654,finmind,2026-07-22T04:17:31.412074+08:00
2023-07-28,66663948,,37961147,27442492,27442492,39221456,0.411654,finmind,2026-07-22T04:17:31.412074+08:00
2023-08-04,66663948,,37967147,27442492,27442492,39221456,0.411654,finmind,2026-07-22T04:17:31.412074+08:00
2023-08-11,66663948,,37976147,27442492,27442492,39221456,0.411654,finmind,2026-07-22T04:17:31.412074+08:00
2023-08-18,66663948,,38010147,27442492,27442492,39221456,0.411654,finmind,2026-07-22T04:17:31.412074+08:00
2023-08-25,66663948,,38018147,27442492,27442492,39221456,0.411654,finmind,2026-07-22T04:17:31.412074+08:00
2023-09-01,66663948,,38029323,27441668,27441668,39222280,0.411642,finmind,2026-07-22T04:17:31.412074+08:00
2023-09-08,66663948,,38487123,27441668,27441668,39222280,0.411642,finmind,2026-07-22T04:17:31.412074+08:00
2023-09-15,66663948,,39167252,27441668,27441668,39222280,0.411642,finmind,2026-07-22T04:17:31.412074+08:00
2023-09-23,66663948,,39174542,27441668,27441668,39222280,0.411642,finmind,2026-07-22T04:17:31.412074+08:00
2023-09-28,66663948,,39191542,27441668,27441668,39222280,0.411642,finmind,2026-07-22T04:17:31.412074+08:00
2023-10-06,66663948,,39212542,27441668,27441668,39222280,0.411642,finmind,2026-07-22T04:17:31.412074+08:00
2023-10-13,66663948,,39213582,27441668,27441668,39222280,0.411642,finmind,2026-07-22T04:17:31.412074+08:00
2023-10-20,66663948,,39211934,27440020,27440020,39223928,0.411617,finmind,2026-07-22T04:17:31.412074+08:00
2023-10-27,66663948,,39214834,27440020,27440020,39223928,0.411617,finmind,2026-07-22T04:17:31.412074+08:00
2023-11-03,66663948,,39225834,27440020,27440020,39223928,0.411617,finmind,2026-07-22T04:17:31.412074+08:00
2023-11-10,66663948,,39231834,27440020,27440020,39223928,0.411617,finmind,2026-07-22T04:17:31.412074+08:00
2023-11-17,66663948,,39231834,27440020,27440020,39223928,0.411617,finmind,2026-07-22T04:17:31.412074+08:00
2023-11-24,66663948,,39228934,27440020,27440020,39223928,0.411617,finmind,2026-07-22T04:17:31.412074+08:00
2023-12-01,66663948,,39232234,27555020,27555020,39108928,0.413342,finmind,2026-07-22T04:17:31.412074+08:00
2023-12-08,66663948,,39236434,27555020,27555020,39108928,0.413342,finmind,2026-07-22T04:17:31.412074+08:00
2023-12-15,66663948,,39247434,27555020,27555020,39108928,0.413342,finmind,2026-07-22T04:17:31.412074+08:00
2023-12-22,66663948,,39273434,27555020,27555020,39108928,0.413342,finmind,2026-07-22T04:17:31.412074+08:00
2023-12-29,66663948,,39287434,27555020,27555020,39108928,0.413342,finmind,2026-07-22T04:17:31.412074+08:00
2024-01-05,66663948,,39287434,27555020,27555020,39108928,0.413342,finmind,2026-07-22T04:17:31.412074+08:00
2024-01-12,66663948,,39287434,27555020,27555020,39108928,0.413342,finmind,2026-07-22T04:17:31.412074+08:00
2024-01-19,66663948,,39287434,27555020,27555020,39108928,0.413342,finmind,2026-07-22T04:17:31.412074+08:00
2024-01-26,66663948,,39306334,27555020,27555020,39108928,0.413342,finmind,2026-07-22T04:17:31.412074+08:00
2024-02-02,66663948,,39324334,27555020,27555020,39108928,0.413342,finmind,2026-07-22T04:17:31.412074+08:00
2024-02-07,66663948,,39335334,27555020,27555020,39108928,0.413342,finmind,2026-07-22T04:17:31.412074+08:00
2024-02-17,66663948,,39340334,27555020,27555020,39108928,0.413342,finmind,2026-07-22T04:17:31.412074+08:00
2024-02-23,66663948,,39340334,27555020,27555020,39108928,0.413342,finmind,2026-07-22T04:17:31.412074+08:00
2024-03-01,66663948,,39348334,27555020,27555020,39108928,0.413342,finmind,2026-07-22T04:17:31.412074+08:00
