date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2015-01-30,131470186,20074112,52128726,33961932,33961932,97508254,0.258324,finmind,2026-07-22T04:17:31.412074+08:00
2015-02-26,131470186,21067112,52798726,37268899,37268899,94201287,0.283478,finmind,2026-07-22T04:17:31.412074+08:00
2015-03-31,131440194,15859330,55756146,40090615,40090615,91349579,0.30501,finmind,2026-07-22T04:17:31.412074+08:00
2015-04-30,131440194,12528240,54588586,37751516,37751516,93688678,0.287214,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-08,131440194,12353240,53270203,34890475,34890475,96549719,0.265448,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-15,131440194,12614912,52888428,34348225,34348225,97091969,0.261322,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-22,131440194,12515542,53065554,33711770,33711770,97728424,0.25648,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-29,131440194,11029157,53494847,36573116,36573116,94867078,0.278249,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-05,131440194,11027157,52754544,36807930,36807930,94632264,0.280036,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-12,131440194,11181157,52918544,35961474,35961474,95478720,0.273596,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-18,131440194,11226157,52707346,35727276,35727276,95712918,0.271814,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-26,131440194,11785157,55810355,35857741,35857741,95582453,0.272807,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-03,131440194,12325160,56951428,37471285,37471285,93968909,0.285082,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-09,131440194,12525957,55754892,36717285,36717285,94722909,0.279346,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-17,131440194,12216069,54437355,34012285,34012285,97427909,0.258766,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-24,131440194,12313454,52939337,33831741,33831741,97608453,0.257393,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-31,131440194,13079454,52177995,32748741,32748741,98691453,0.249153,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-07,131440194,14162454,51612127,30262979,30262979,101177215,0.230241,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-14,131299381,13846454,52518304,34361934,34361934,96937447,0.261707,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-21,131299381,14347654,52268960,30245379,30245379,101054002,0.230354,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-28,131299381,15182654,51884780,30241561,30241561,101057820,0.230325,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-04,131299381,15207654,51677316,30300579,30300579,100998802,0.230775,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-11,131299381,15993654,52428290,30654579,30654579,100644802,0.233471,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-18,131299381,15928654,53018651,31820553,31820553,99478828,0.242351,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-25,131299381,16103654,51904651,32320553,32320553,98978828,0.246159,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-02,131299381,16073653,52908308,32714553,32714553,98584828,0.24916,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-08,131299381,15797653,53052107,32690352,32690352,98609029,0.248976,finmind,2026-07-22T04:17:31.412074+08:00
