date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2015-01-30,379883680,12597336,184708084,148953222,148953222,230930458,0.392102,finmind,2026-07-22T04:17:31.412074+08:00
2015-02-26,379883680,11073336,184390314,150973027,150973027,228910653,0.397419,finmind,2026-07-22T04:17:31.412074+08:00
2015-03-31,379883680,10649336,184800035,151196070,151196070,228687610,0.398006,finmind,2026-07-22T04:17:31.412074+08:00
2015-04-30,379883680,11680337,185886146,154355181,154355181,225528499,0.406322,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-08,379883680,11953337,186609520,154578154,154578154,225305526,0.406909,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-15,379883680,11602337,186360774,153633809,153633809,226249871,0.404423,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-22,379883680,11613338,185659158,153233792,153233792,226649888,0.40337,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-29,379883680,11646338,185030849,153072483,153072483,226811197,0.402946,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-05,379883680,11343338,185673964,154154999,154154999,225728681,0.405795,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-12,379883680,10562338,184594531,154023566,154023566,225860114,0.405449,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-18,379883680,10278338,184592531,152761566,152761566,227122114,0.402127,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-26,379883680,10261338,184684704,153895739,153895739,225987941,0.405113,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-03,379883680,10333338,185559722,152584356,152584356,227299324,0.401661,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-09,379883680,10343338,185013275,152302310,152302310,227581370,0.400918,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-17,379883680,10318338,185357537,152298171,152298171,227585509,0.400907,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-24,379883680,10384338,185984818,152440452,152440452,227443228,0.401282,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-31,379883680,10531338,186240284,153553918,153553918,226329762,0.404213,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-07,379883680,10621338,186325216,153554850,153554850,226328830,0.404215,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-14,379883680,10630338,186736269,154749903,154749903,225133777,0.407361,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-21,379883680,10716338,186334535,154682169,154682169,225201511,0.407183,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-28,379883680,10713338,184695086,152959121,152959121,226924559,0.402647,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-04,379883680,10690338,185551807,152397842,152397842,227485838,0.40117,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-11,379883680,10810338,185243889,152826924,152826924,227056756,0.402299,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-18,379883680,10742338,185839054,152751089,152751089,227132591,0.4021,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-25,379883680,10390338,185693829,152782864,152782864,227100816,0.402183,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-02,379883680,10457338,185361658,152395693,152395693,227487987,0.401164,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-08,379883680,10478338,184897098,152176133,152176133,227707547,0.400586,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-16,379883680,10391338,184537483,151413518,151413518,228470162,0.398579,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-23,379883680,10468338,183580229,151464264,151464264,228419416,0.398712,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-30,379883680,10265338,181862457,149990007,149990007,229893673,0.394831,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-06,379883680,10163338,181340448,148706998,148706998,231176682,0.391454,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-13,379883680,9622338,180775448,148463597,148463597,231420083,0.390813,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-20,379883680,9515338,179993429,146876578,146876578,233007102,0.386636,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-27,379883680,9333338,179742770,146422676,146422676,233461004,0.385441,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-04,379883680,9455338,177289298,144726204,144726204,235157476,0.380975,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-11,379883680,8942338,175956143,142791049,142791049,237092631,0.375881,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-18,379883680,8741338,174101143,141033049,141033049,238850631,0.371253,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-25,379883680,9009338,174445765,141634671,141634671,238249009,0.372837,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-31,379883680,9042338,175628791,141729697,141729697,238153983,0.373087,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-08,379883680,9177338,176807639,141434545,141434545,238449135,0.37231,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-15,379883680,8989338,176288638,141345544,141345544,238538136,0.372076,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-22,379883680,9042338,176181165,141576472,141576472,238307208,0.372684,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-30,379883680,9332338,176598635,143179942,143179942,236703738,0.376905,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-03,379883680,9356338,175991635,143188942,143188942,236694738,0.376928,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-19,379883680,9738338,176411322,143359629,143359629,236524051,0.377378,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-26,379883680,10053338,175605296,141535851,141535851,238347829,0.372577,finmind,2026-07-22T04:17:31.412074+08:00
2016-03-04,379883680,10314338,176007536,141796392,141796392,238087288,0.373263,finmind,2026-07-22T04:17:31.412074+08:00
2016-03-11,379883680,10167338,174889351,142391207,142391207,237492473,0.374828,finmind,2026-07-22T04:17:31.412074+08:00
2016-03-18,379883680,9852338,176196437,143082293,143082293,236801387,0.376648,finmind,2026-07-22T04:17:31.412074+08:00
2016-03-25,379883680,9492338,174962049,144188905,144188905,235694775,0.379561,finmind,2026-07-22T04:17:31.412074+08:00
2016-04-01,379883680,9172338,176327644,143549500,143549500,236334180,0.377878,finmind,2026-07-22T04:17:31.412074+08:00
2016-04-08,379883680,9095338,176793942,144764798,144764798,235118882,0.381077,finmind,2026-07-22T04:17:31.412074+08:00
2016-04-15,379883680,8915338,176833730,144890586,144890586,234993094,0.381408,finmind,2026-07-22T04:17:31.412074+08:00
2016-04-22,379883680,8781338,177413730,144411586,144411586,235472094,0.380147,finmind,2026-07-22T04:17:31.412074+08:00
2016-04-29,379883680,8732338,177056797,145759653,145759653,234124027,0.383695,finmind,2026-07-22T04:17:31.412074+08:00
2016-05-06,379883680,8661338,177793749,146940605,146940605,232943075,0.386804,finmind,2026-07-22T04:17:31.412074+08:00
2016-05-13,379883680,8648338,177716339,147087195,147087195,232796485,0.38719,finmind,2026-07-22T04:17:31.412074+08:00
2016-05-20,379883680,8455338,177219024,146866880,146866880,233016800,0.38661,finmind,2026-07-22T04:17:31.412074+08:00
2016-05-27,379883680,8789338,176872272,146139128,146139128,233744552,0.384694,finmind,2026-07-22T04:17:31.412074+08:00
2016-06-04,379883680,8945338,177045019,143378474,143378474,236505206,0.377427,finmind,2026-07-22T04:17:31.412074+08:00
2016-06-08,379883680,8975338,177457019,143401474,143401474,236482206,0.377488,finmind,2026-07-22T04:17:31.412074+08:00
2016-06-17,379883680,8939338,177352997,143403452,143403452,236480228,0.377493,finmind,2026-07-22T04:17:31.412074+08:00
2016-06-24,379883680,9050338,177275762,144335217,144335217,235548463,0.379946,finmind,2026-07-22T04:17:31.412074+08:00
2016-07-01,379883680,9040338,177534337,144006792,144006792,235876888,0.379081,finmind,2026-07-22T04:17:31.412074+08:00
2016-07-07,379883680,9089338,176746337,143719792,143719792,236163888,0.378326,finmind,2026-07-22T04:17:31.412074+08:00
2016-07-15,379883680,9180338,177144728,144119183,144119183,235764497,0.379377,finmind,2026-07-22T04:17:31.412074+08:00
2016-07-22,379883680,9294338,178163241,143678471,143678471,236205209,0.378217,finmind,2026-07-22T04:17:31.412074+08:00
2016-07-29,379883680,9313338,178771505,145221996,145221996,234661684,0.38228,finmind,2026-07-22T04:17:31.412074+08:00
2016-08-05,379883680,9221338,179181134,144702626,144702626,235181054,0.380913,finmind,2026-07-22T04:17:31.412074+08:00
2016-08-12,379883680,9203338,181921360,145740852,145740852,234142828,0.383646,finmind,2026-07-22T04:17:31.412074+08:00
2016-08-19,379883680,9419338,182445273,147610852,147610852,232272828,0.388569,finmind,2026-07-22T04:17:31.412074+08:00
2016-08-26,379883680,9458338,182471043,146297256,146297256,233586424,0.385111,finmind,2026-07-22T04:17:31.412074+08:00
2016-09-02,379883680,9450338,183146458,146485671,146485671,233398009,0.385607,finmind,2026-07-22T04:17:31.412074+08:00
2016-09-10,379883680,9438338,183509334,146884810,146884810,232998870,0.386657,finmind,2026-07-22T04:17:31.412074+08:00
2016-09-14,379883680,9399338,184167334,147882810,147882810,232000870,0.389284,finmind,2026-07-22T04:17:31.412074+08:00
2016-09-23,379883680,9413338,184208253,147443633,147443633,232440047,0.388128,finmind,2026-07-22T04:17:31.412074+08:00
2016-09-30,379883680,9384338,184040141,146429521,146429521,233454159,0.385459,finmind,2026-07-22T04:17:31.412074+08:00
2016-10-07,379883680,9397338,185211249,148086630,148086630,231797050,0.389821,finmind,2026-07-22T04:17:31.412074+08:00
2016-10-14,379883680,9661338,185799249,149965954,149965954,229917726,0.394768,finmind,2026-07-22T04:17:31.412074+08:00
2016-10-21,379883680,10450338,186064064,149179769,149179769,230703911,0.392699,finmind,2026-07-22T04:17:31.412074+08:00
2016-10-28,379883680,10670338,186081064,150507286,150507286,229376394,0.396193,finmind,2026-07-22T04:17:31.412074+08:00
2016-11-04,379883680,10672338,186428017,151804239,151804239,228079441,0.399607,finmind,2026-07-22T04:17:31.412074+08:00
2016-11-11,379883680,10496338,186752015,151913239,151913239,227970441,0.399894,finmind,2026-07-22T04:17:31.412074+08:00
2016-11-18,379883680,10391338,185688531,149810152,149810152,230073528,0.394358,finmind,2026-07-22T04:17:31.412074+08:00
2016-11-25,379883680,10535338,185324922,149707837,149707837,230175843,0.394089,finmind,2026-07-22T04:17:31.412074+08:00
2016-12-02,379883680,10715338,185639146,149841061,149841061,230042619,0.394439,finmind,2026-07-22T04:17:31.412074+08:00
2016-12-09,379883680,10679338,186231845,149938695,149938695,229944985,0.394696,finmind,2026-07-22T04:17:31.412074+08:00
2016-12-16,379883680,10618338,186617386,149865222,149865222,230018458,0.394503,finmind,2026-07-22T04:17:31.412074+08:00
2016-12-30,379883680,10248338,186395651,151481504,151481504,228402176,0.398758,finmind,2026-07-22T04:17:31.412074+08:00
2017-01-06,379883680,10220338,186535164,151169019,151169019,228714661,0.397935,finmind,2026-07-22T04:17:31.412074+08:00
2017-01-13,379883680,10247338,186896371,152336226,152336226,227547454,0.401008,finmind,2026-07-22T04:17:31.412074+08:00
2017-01-20,379883680,10456338,185896237,152183092,152183092,227700588,0.400604,finmind,2026-07-22T04:17:31.412074+08:00
2017-01-26,379883680,10574338,186369237,151245092,151245092,228638588,0.398135,finmind,2026-07-22T04:17:31.412074+08:00
2017-02-03,379883680,10576338,184905237,149702092,149702092,230181588,0.394074,finmind,2026-07-22T04:17:31.412074+08:00
2017-02-10,379883680,10093338,184604960,148725815,148725815,231157865,0.391504,finmind,2026-07-22T04:17:31.412074+08:00
2017-02-18,379883680,10140338,183368719,148549574,148549574,231334106,0.39104,finmind,2026-07-22T04:17:31.412074+08:00
2017-02-24,379883680,9702339,180734263,149575518,149575518,230308162,0.39374,finmind,2026-07-22T04:17:31.412074+08:00
2017-03-03,379883680,9718339,179945261,148719516,148719516,231164164,0.391487,finmind,2026-07-22T04:17:31.412074+08:00
2017-03-10,379883680,9860340,180860127,150462383,150462383,229421297,0.396075,finmind,2026-07-22T04:17:31.412074+08:00
2017-03-17,379883680,9817340,180331593,149004383,149004383,230879297,0.392237,finmind,2026-07-22T04:17:31.412074+08:00
2017-03-24,379883680,9699341,179426695,150090485,150090485,229793195,0.395096,finmind,2026-07-22T04:17:31.412074+08:00
2017-03-31,379883680,9693342,178572695,149174485,149174485,230709195,0.392685,finmind,2026-07-22T04:17:31.412074+08:00
2017-04-07,379883680,9689342,179194695,149290485,149290485,230593195,0.39299,finmind,2026-07-22T04:17:31.412074+08:00
2017-04-14,379883680,9644342,179119246,148266036,148266036,231617644,0.390293,finmind,2026-07-22T04:17:31.412074+08:00
2017-04-21,379883680,9704342,178925087,148411877,148411877,231471803,0.390677,finmind,2026-07-22T04:17:31.412074+08:00
2017-04-28,379883680,10023342,179106388,148814178,148814178,231069502,0.391736,finmind,2026-07-22T04:17:31.412074+08:00
2017-05-05,379883680,10080342,178816734,148865524,148865524,231018156,0.391871,finmind,2026-07-22T04:17:31.412074+08:00
2017-05-12,379883680,10077342,179975397,149290263,149290263,230593417,0.392989,finmind,2026-07-22T04:17:31.412074+08:00
2017-05-19,379883680,10124342,180383581,148918447,148918447,230965233,0.392011,finmind,2026-07-22T04:17:31.412074+08:00
2017-05-26,379883680,10442046,180190387,147694253,147694253,232189427,0.388788,finmind,2026-07-22T04:17:31.412074+08:00
2017-06-03,379883680,10436046,180404376,147693841,147693841,232189839,0.388787,finmind,2026-07-22T04:17:31.412074+08:00
2017-06-09,379883680,10574046,180477219,147810684,147810684,232072996,0.389095,finmind,2026-07-22T04:17:31.412074+08:00
2017-06-16,379883680,10566046,180129317,147830782,147830782,232052898,0.389147,finmind,2026-07-22T04:17:31.412074+08:00
2017-06-23,379883680,10552046,179838972,147794437,147794437,232089243,0.389052,finmind,2026-07-22T04:17:31.412074+08:00
2017-06-30,379883680,10742046,179987979,147789444,147789444,232094236,0.389039,finmind,2026-07-22T04:17:31.412074+08:00
2017-07-07,379883680,10885046,180016367,148126233,148126233,231757447,0.389925,finmind,2026-07-22T04:17:31.412074+08:00
2017-07-14,379883680,10907046,179959915,148112781,148112781,231770899,0.38989,finmind,2026-07-22T04:17:31.412074+08:00
2017-07-21,379883680,10698046,181666630,147953496,147953496,231930184,0.389471,finmind,2026-07-22T04:17:31.412074+08:00
2017-07-28,379883680,10643046,180259751,148995617,148995617,230888063,0.392214,finmind,2026-07-22T04:17:31.412074+08:00
2017-08-04,379883680,10684046,180139445,148803311,148803311,231080369,0.391708,finmind,2026-07-22T04:17:31.412074+08:00
2017-08-11,379883680,10754046,180683678,147442544,147442544,232441136,0.388126,finmind,2026-07-22T04:17:31.412074+08:00
2017-08-18,379883680,10797046,180848678,148415544,148415544,231468136,0.390687,finmind,2026-07-22T04:17:31.412074+08:00
2017-08-25,379883680,10812046,181253094,148309960,148309960,231573720,0.390409,finmind,2026-07-22T04:17:31.412074+08:00
2017-09-01,379883680,10856046,181418523,148296389,148296389,231587291,0.390373,finmind,2026-07-22T04:17:31.412074+08:00
2017-09-08,379883680,10820046,181178523,148192389,148192389,231691291,0.390099,finmind,2026-07-22T04:17:31.412074+08:00
2017-09-15,379883680,10815046,181617523,149070868,149070868,230812812,0.392412,finmind,2026-07-22T04:17:31.412074+08:00
2017-09-22,379883680,10737046,182121700,150094045,150094045,229789635,0.395105,finmind,2026-07-22T04:17:31.412074+08:00
2017-09-30,379883680,10765046,181989475,150271397,150271397,229612283,0.395572,finmind,2026-07-22T04:17:31.412074+08:00
2017-10-06,379883680,10754046,182125120,151311481,151311481,228572199,0.39831,finmind,2026-07-22T04:17:31.412074+08:00
2017-10-13,379883680,10754046,182286576,151539937,151539937,228343743,0.398911,finmind,2026-07-22T04:17:31.412074+08:00
2017-10-20,379883680,10309046,182657826,152617187,152617187,227266493,0.401747,finmind,2026-07-22T04:17:31.412074+08:00
2017-10-27,379883680,10211046,182669549,152646910,152646910,227236770,0.401825,finmind,2026-07-22T04:17:31.412074+08:00
2017-11-03,379883680,10217046,181926180,151396653,151396653,228487027,0.398534,finmind,2026-07-22T04:17:31.412074+08:00
2017-11-10,379883680,10251546,182007504,151426977,151426977,228456703,0.398614,finmind,2026-07-22T04:17:31.412074+08:00
2017-11-17,379883680,10265546,182151504,151474977,151474977,228408703,0.39874,finmind,2026-07-22T04:17:31.412074+08:00
2017-11-24,379883680,10305546,182565780,151753253,151753253,228130427,0.399473,finmind,2026-07-22T04:17:31.412074+08:00
2017-12-01,379883680,10322546,183018567,153232040,153232040,226651640,0.403366,finmind,2026-07-22T04:17:31.412074+08:00
2017-12-08,379883680,10298546,183677210,153471683,153471683,226411997,0.403997,finmind,2026-07-22T04:17:31.412074+08:00
2017-12-15,379883680,10369546,183512210,153214683,153214683,226668997,0.40332,finmind,2026-07-22T04:17:31.412074+08:00
2017-12-22,379883680,10382546,183295951,152976424,152976424,226907256,0.402693,finmind,2026-07-22T04:17:31.412074+08:00
2018-01-05,379883680,10427546,183778844,153361317,153361317,226522363,0.403706,finmind,2026-07-22T04:17:31.412074+08:00
2018-01-12,379883680,10460546,183379490,153409963,153409963,226473717,0.403834,finmind,2026-07-22T04:17:31.412074+08:00
2018-01-19,379883680,10571546,182648007,153834963,153834963,226048717,0.404953,finmind,2026-07-22T04:17:31.412074+08:00
2018-01-26,379883680,10609546,182231127,153781083,153781083,226102597,0.404811,finmind,2026-07-22T04:17:31.412074+08:00
2018-02-02,379883680,10627546,180898127,154021083,154021083,225862597,0.405443,finmind,2026-07-22T04:17:31.412074+08:00
2018-02-09,379883680,10607546,180801343,154346299,154346299,225537381,0.406299,finmind,2026-07-22T04:17:31.412074+08:00
2018-02-14,379883680,10598546,180671289,154389245,154389245,225494435,0.406412,finmind,2026-07-22T04:17:31.412074+08:00
