date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2015-01-30,276545000,3009990,145612653,131954764,131954764,144590236,0.477155,finmind,2026-07-22T04:17:31.412074+08:00
2015-02-26,276545000,3930990,145671047,130496764,130496764,146048236,0.471883,finmind,2026-07-22T04:17:31.412074+08:00
2015-03-31,276545000,3624451,148413047,134263764,134263764,142281236,0.485504,finmind,2026-07-22T04:17:31.412074+08:00
2015-04-30,276545000,3411453,151704862,137528764,137528764,139016236,0.497311,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-08,276545000,3529453,132385168,121517764,121517764,155027236,0.439414,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-15,316545000,2518847,160554533,146267695,146267695,170277305,0.462076,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-22,316545000,2545848,166442914,153033695,153033695,163511305,0.48345,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-29,316545000,1883848,167568914,153923695,153923695,162621305,0.486262,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-05,316545000,1671848,166890914,152106764,152106764,164438236,0.480522,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-12,316545000,2552848,163517099,148654764,148654764,167890236,0.469617,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-18,316545000,2093848,164372099,147819764,147819764,168725236,0.466979,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-26,316545000,1101848,163856983,149230764,149230764,167314236,0.471436,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-03,316545000,1958848,160618862,147299764,147299764,169245236,0.465336,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-09,316545000,1662848,159732862,148257764,148257764,168287236,0.468362,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-17,316545000,3105848,158958862,146903764,146903764,169641236,0.464085,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-24,316545000,2520848,157371047,146323764,146323764,170221236,0.462253,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-31,316545000,2476848,155460862,141410764,141410764,175134236,0.446732,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-07,316545000,2590848,151436914,136091764,136091764,180453236,0.429929,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-14,316545000,2936848,151856914,136084764,136084764,180460236,0.429907,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-21,316545000,4113848,152604099,136610949,136610949,179934051,0.431569,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-28,316545000,4201848,151163099,134663949,134663949,181881051,0.425418,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-04,316545000,3881848,150947099,133956949,133956949,182588051,0.423185,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-11,316545000,3797848,149930099,131769949,131769949,184775051,0.416276,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-18,316545000,4125848,149718099,129852764,129852764,186692236,0.410219,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-25,316545000,4114848,146554047,130263764,130263764,186281236,0.411517,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-02,316545000,4009848,148812047,133336764,133336764,183208236,0.421225,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-08,316545000,4969848,147531047,132438949,132438949,184106051,0.418389,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-16,316545000,5643848,147443047,132160949,132160949,184384051,0.417511,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-23,316545000,6280848,148793047,132854949,132854949,183690051,0.419703,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-30,316545000,6416848,149536047,133766949,133766949,182778051,0.422584,finmind,2026-07-22T04:17:31.412074+08:00
