date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2015-01-30,50000000,1380402,31803440,25251054,25251054,24748946,0.505021,finmind,2026-07-22T04:17:31.412074+08:00
2015-02-26,50000000,1380402,31803440,25251054,25251054,24748946,0.505021,finmind,2026-07-22T04:17:31.412074+08:00
2015-03-31,50000000,1380402,31898440,25261054,25261054,24738946,0.505221,finmind,2026-07-22T04:17:31.412074+08:00
2015-04-30,50000000,1380402,31900440,25261054,25261054,24738946,0.505221,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-08,50000000,1380402,31939440,25261054,25261054,24738946,0.505221,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-15,50000000,1380402,31959440,25261054,25261054,24738946,0.505221,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-22,50000000,1381403,31980440,26276154,26276154,23723846,0.525523,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-29,50000000,1381403,31980440,26276154,26276154,23723846,0.525523,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-05,50000000,1381403,31980440,26276154,26276154,23723846,0.525523,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-12,50000000,1381403,31996440,26292154,26292154,23707846,0.525843,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-18,50000000,1381403,32001440,26292154,26292154,23707846,0.525843,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-26,50000000,1381403,31594440,26292154,26292154,23707846,0.525843,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-03,50000000,1381403,31594440,26292154,26292154,23707846,0.525843,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-09,50000000,1381403,31604440,26302154,26302154,23697846,0.526043,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-17,50000000,1381403,31604440,26302154,26302154,23697846,0.526043,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-24,50000000,1381403,31604440,26302154,26302154,23697846,0.526043,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-31,50000000,1381403,31604440,26302154,26302154,23697846,0.526043,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-07,50000000,1381403,31604440,26302154,26302154,23697846,0.526043,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-14,50000000,1381403,31604440,26302154,26302154,23697846,0.526043,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-21,50000000,1381403,31604440,26302154,26302154,23697846,0.526043,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-28,50000000,1381403,31708440,26406154,26406154,23593846,0.528123,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-04,50000000,1381403,31728440,26426154,26426154,23573846,0.528523,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-11,50000000,1381403,31755440,26453154,26453154,23546846,0.529063,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-18,50000000,1381403,31760440,26458154,26458154,23541846,0.529163,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-25,50000000,1381403,31760440,26458154,26458154,23541846,0.529163,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-02,50000000,1381403,31760440,26458154,26458154,23541846,0.529163,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-08,50000000,1385403,32185440,26458154,26458154,23541846,0.529163,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-16,50000000,1385403,32185440,26458154,26458154,23541846,0.529163,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-23,50000000,1386403,32185440,26458154,26458154,23541846,0.529163,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-30,50000000,1381403,32185440,26458154,26458154,23541846,0.529163,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-06,50000000,1381403,32185440,26458154,26458154,23541846,0.529163,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-13,50000000,1381403,32185440,26458154,26458154,23541846,0.529163,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-20,50000000,1383403,32185440,26458154,26458154,23541846,0.529163,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-27,50000000,1384403,31760440,26458154,26458154,23541846,0.529163,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-04,50000000,1388403,31760440,26458154,26458154,23541846,0.529163,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-11,50000000,1388403,31790440,26488154,26488154,23511846,0.529763,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-18,50000000,1404403,31815440,26513154,26513154,23486846,0.530263,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-25,50000000,1404403,31866440,26564154,26564154,23435846,0.531283,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-31,50000000,1404403,31899440,26597154,26597154,23402846,0.531943,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-08,50000000,1404403,32343440,26621154,26621154,23378846,0.532423,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-15,50000000,1404403,32428440,26701154,26701154,23298846,0.534023,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-22,50000000,1404403,32469440,26742154,26742154,23257846,0.534843,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-30,50000000,1404403,32500440,26773154,26773154,23226846,0.535463,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-03,50000000,1404403,32507440,26780154,26780154,23219846,0.535603,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-19,50000000,1406403,32507440,26780154,26780154,23219846,0.535603,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-26,50000000,1404403,32507440,26780154,26780154,23219846,0.535603,finmind,2026-07-22T04:17:31.412074+08:00
