date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2015-12-25,15978196,7000,8341581,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-31,15978196,7000,7854512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-08,15978196,9000,7854512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-15,15978196,9000,7854512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-22,15978196,5000,7863512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-30,15978196,6000,7909512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-03,15978196,6000,7978512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-19,15978196,0,7978512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-26,15978196,0,7978512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-03-04,15978196,0,7978512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-03-11,15978196,0,7978512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-03-18,15978196,0,7978512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-03-25,15978196,0,7978512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-04-01,15978196,0,7979512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-04-08,15978196,0,7979512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-04-15,15978196,1000,7979512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-04-22,15978196,0,7956512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-04-29,15978196,0,7927512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-05-06,15978196,0,7914512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-05-13,15978196,0,7952512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-05-20,15978196,0,7951512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
2016-05-27,15978196,0,7965512,4921370,4921370,11056826,0.308005,finmind,2026-07-22T04:17:31.412074+08:00
