date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2015-01-30,325332396,11111461,159030585,116876132,116876132,208456264,0.359251,finmind,2026-07-22T04:17:31.412074+08:00
2015-02-26,325332396,10002461,160318845,121522354,121522354,203810042,0.373533,finmind,2026-07-22T04:17:31.412074+08:00
2015-03-31,325332396,8114784,154231936,113232856,113232856,212099540,0.348053,finmind,2026-07-22T04:17:31.412074+08:00
2015-04-30,325332396,8862884,150694559,114637962,114637962,210694434,0.352372,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-08,325332396,8588884,150196549,114610952,114610952,210721444,0.352289,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-15,325332396,7822884,150577549,113940952,113940952,211391444,0.350229,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-22,325332396,8623884,147947109,118396512,118396512,206935884,0.363925,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-29,325332396,8705784,146568109,116618512,116618512,208713884,0.35846,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-05,325332396,8647784,144520109,113643512,113643512,211688884,0.349315,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-12,325332396,8866784,147916109,113369512,113369512,211962884,0.348473,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-18,325332396,8255784,146749013,109774416,109774416,215557980,0.337422,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-26,325332396,8253784,146700013,109927416,109927416,215404980,0.337893,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-03,325332396,7976784,143347013,110073416,110073416,215258980,0.338341,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-09,325332396,7900784,144890183,110505586,110505586,214826810,0.33967,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-17,325332396,7956784,145952183,111728586,111728586,213603810,0.343429,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-24,325332396,7399784,139690183,106780133,106780133,218552263,0.328219,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-31,325332396,5798784,138680353,104587303,104587303,220745093,0.321478,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-07,325332396,6408784,138643353,104588303,104588303,220744093,0.321481,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-14,325332396,6590784,139095221,105937303,105937303,219395093,0.325628,finmind,2026-07-22T04:17:31.412074+08:00
