date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2015-01-30,339706991,265028318,300321428,275263537,275263537,64443454,0.810297,finmind,2026-07-22T04:17:31.412074+08:00
2015-02-26,339706991,263665318,299505295,276041401,276041401,63665590,0.812587,finmind,2026-07-22T04:17:31.412074+08:00
2015-03-31,339706991,261112190,297183901,276580213,276580213,63126778,0.814173,finmind,2026-07-22T04:17:31.412074+08:00
2015-04-30,339706991,267543258,298346795,272141715,272141715,67565276,0.801107,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-08,339706991,268824119,299979656,276867715,276867715,62839276,0.815019,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-15,339706991,277618119,299734156,274236215,274236215,65470776,0.807273,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-22,339706991,280866478,299061084,274543172,274543172,65163819,0.808176,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-29,339706991,287747786,299927084,273308172,273308172,66398819,0.804541,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-05,339706991,287624168,296026311,269000959,269000959,70706032,0.791862,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-12,339706991,289161589,295549591,271691893,271691893,68015098,0.799783,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-18,339706991,288636303,296137591,271477893,271477893,68229098,0.799153,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-26,339706991,285873793,294186470,268019865,268019865,71687126,0.788974,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-03,339706991,284047020,293405849,266357359,266357359,73349632,0.78408,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-09,339706991,284619948,290348975,265858359,265858359,73848632,0.782611,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-17,339706991,285416463,292175276,266224359,266224359,73482632,0.783688,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-24,339706991,285249342,293466676,265013359,265013359,74693632,0.780123,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-31,339706991,286822516,294131463,268012359,268012359,71694632,0.788952,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-07,339706991,285968266,293187168,269457233,269457233,70249758,0.793205,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-14,339706991,281861889,294483668,270319359,270319359,69387632,0.795743,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-21,339706991,281749919,295175794,272300359,272300359,67406632,0.801574,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-28,339706991,282175342,295638060,274889202,274889202,64817789,0.809195,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-04,339706991,281887238,295420060,275568202,275568202,64138789,0.811194,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-11,339706991,282120428,294399514,272631328,272631328,67075663,0.802548,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-18,339706991,282719428,294988186,272362491,272362491,67344500,0.801757,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-25,339706991,284725834,296255017,272883491,272883491,66823500,0.803291,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-02,339706991,283971128,294810017,269823491,269823491,69883500,0.794283,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-08,339706991,284026698,293473017,269878491,269878491,69828500,0.794445,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-16,339706991,284234698,292532345,268977491,268977491,70729500,0.791793,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-23,339706991,284820370,292848160,269432491,269432491,70274500,0.793132,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-30,339706991,284550816,292559321,270564491,270564491,69142500,0.796464,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-06,339706991,287996706,294096601,268450991,268450991,71256000,0.790243,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-13,339706991,288472706,292308688,268538600,268538600,71168391,0.790501,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-20,339706991,288596706,292075458,268506822,268506822,71200169,0.790407,finmind,2026-07-22T04:17:31.412074+08:00
