date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2015-01-30,324793665,35781710,171441906,140179164,140179164,184614501,0.431595,finmind,2026-07-22T04:17:31.412074+08:00
2015-02-26,324793665,32424422,169557692,138911357,138911357,185882308,0.427691,finmind,2026-07-22T04:17:31.412074+08:00
2015-03-31,324793665,23244115,157786678,132807499,132807499,191986166,0.408898,finmind,2026-07-22T04:17:31.412074+08:00
2015-04-30,324793665,23833947,144883496,119516610,119516610,205277055,0.367977,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-08,324793665,26864947,144905866,117317610,117317610,207476055,0.361207,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-15,324793665,25675067,139216089,115738610,115738610,209055055,0.356345,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-22,324793665,25663979,138372769,114861883,114861883,209931782,0.353646,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-29,324793665,23301979,137477176,114535610,114535610,210258055,0.352641,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-05,324793665,23510979,135179575,110438009,110438009,214355656,0.340025,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-12,324793665,23117979,134471168,107647009,107647009,217146656,0.331432,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-18,324793665,23529979,134287575,107388009,107388009,217405656,0.330635,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-26,324793665,23973979,136075427,110788009,110788009,214005656,0.341103,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-03,324793665,23008979,137523427,113169009,113169009,211624656,0.348434,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-09,324793665,25473979,138693895,114702009,114702009,210091656,0.353153,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-17,324793665,26104979,137441895,112898009,112898009,211895656,0.347599,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-24,324793665,28665979,141914385,117868009,117868009,206925656,0.362901,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-31,324793665,27979979,139284427,117510009,117510009,207283656,0.361799,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-07,324793665,31711979,138140427,117842009,117842009,206951656,0.362821,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-14,324793665,32243979,139585020,118831602,118831602,205962063,0.365868,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-21,324793665,33598979,142896020,119530203,119530203,205263462,0.368019,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-28,324793665,36348979,144361427,121120009,121120009,203673656,0.372914,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-04,324793665,34371979,144682917,120382009,120382009,204411656,0.370641,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-11,324793665,34462979,145405917,121720009,121720009,203073656,0.374761,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-18,324793665,35063979,144802020,121007009,121007009,203786656,0.372566,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-25,324793665,35513979,141983875,118775009,118775009,206018656,0.365694,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-02,324793665,32073979,141521875,119129009,119129009,205664656,0.366784,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-08,324793665,33750979,145614875,118966009,118966009,205827656,0.366282,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-16,324793665,34652979,151025875,125106009,125106009,199687656,0.385186,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-23,324793665,36023979,150341740,122050874,122050874,202742791,0.37578,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-30,324793665,35785979,152582885,126594874,126594874,198198791,0.38977,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-06,324793665,36153979,153500258,129065247,129065247,195728418,0.397376,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-13,324793665,38479979,148348520,125660874,125660874,199132791,0.386894,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-20,324793665,40895979,147981113,125945467,125945467,198848198,0.387771,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-27,324793665,43044979,149305603,126866957,126866957,197926708,0.390608,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-04,324793665,45473979,151567603,128702840,128702840,196090825,0.39626,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-11,323159665,45432979,153624259,131715496,131715496,191444169,0.407586,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-18,323159665,47536979,153363763,131845117,131845117,191314548,0.407988,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-25,323159665,48638979,154069763,131073117,131073117,192086548,0.405599,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-31,323159665,50034979,152359763,128002117,128002117,195157548,0.396096,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-08,323159665,50471979,149704691,125768117,125768117,197391548,0.389183,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-15,323159665,50563979,150340049,125557776,125557776,197601889,0.388532,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-22,323159665,49581979,150856710,125295466,125295466,197864199,0.38772,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-30,323159665,50008479,150192239,126487466,126487466,196672199,0.391409,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-03,323159665,50330479,150253239,127390466,127390466,195769199,0.394203,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-19,323159665,50318479,150366114,127873466,127873466,195286199,0.395697,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-26,323159665,51191479,151038114,128541873,128541873,194617792,0.397766,finmind,2026-07-22T04:17:31.412074+08:00
2016-03-04,323159665,49983479,151104114,127823873,127823873,195335792,0.395544,finmind,2026-07-22T04:17:31.412074+08:00
2016-03-11,323159665,50773479,149805114,127193466,127193466,195966199,0.393593,finmind,2026-07-22T04:17:31.412074+08:00
2016-03-18,323159665,50437479,148201114,124762873,124762873,198396792,0.386072,finmind,2026-07-22T04:17:31.412074+08:00
