date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2015-01-30,835433241,137907510,707182707,671740750,671740750,163692491,0.804063,finmind,2026-07-22T04:17:31.412074+08:00
2015-02-26,835433241,140936069,707544764,671243645,671243645,164189596,0.803468,finmind,2026-07-22T04:17:31.412074+08:00
2015-03-31,835433241,130622628,699355719,664584261,664584261,170848980,0.795497,finmind,2026-07-22T04:17:31.412074+08:00
2015-04-30,835433241,133373390,694765504,660345545,660345545,175087696,0.790423,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-08,835433241,137080410,696486380,657713533,657713533,177719708,0.787272,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-15,835433241,143856174,701201189,661411645,661411645,174021596,0.791699,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-22,835433241,147973393,700739085,665968712,665968712,169464529,0.797154,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-29,835433241,135246069,698865930,664210581,664210581,171222660,0.795049,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-05,835433241,118762709,693159578,658587749,658587749,176845492,0.788319,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-12,835433241,112786744,687871434,655512233,655512233,179921008,0.784637,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-18,835433241,108679194,685295337,653541848,653541848,181891393,0.782279,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-26,835433241,105408371,683902732,649406848,649406848,186026393,0.777329,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-03,835433241,100547680,680522828,648193748,648193748,187239493,0.775877,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-09,835433241,98733880,678330571,646383843,646383843,189049398,0.773711,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-17,835433241,94341898,677388272,645495105,645495105,189938136,0.772647,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-24,835433241,95521898,676929550,645517745,645517745,189915496,0.772674,finmind,2026-07-22T04:17:31.412074+08:00
