date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2015-01-30,3258500810,1037526995,3117767511,3035550831,3035550831,222949979,0.931579,finmind,2026-07-22T04:17:31.412074+08:00
2015-02-26,3258500810,1054081070,3119363088,3032310044,3032310044,226190766,0.930584,finmind,2026-07-22T04:17:31.412074+08:00
2015-03-31,3258500810,1047258142,3110708760,3024642697,3024642697,233858113,0.928231,finmind,2026-07-22T04:17:31.412074+08:00
2015-04-30,3258500810,1019590404,3108268856,3019285240,3019285240,239215570,0.926587,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-08,3258500810,1016658127,3109172448,3019610885,3019610885,238889925,0.926687,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-15,3258500810,1012350094,3107450050,3022251664,3022251664,236249146,0.927498,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-22,3258500810,1003184871,3106223559,3020994711,3020994711,237506099,0.927112,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-29,3258500810,996180174,3105349765,3024165863,3024165863,234334947,0.928085,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-05,3258500810,989293277,3107201668,3023893819,3023893819,234606991,0.928002,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-12,3258500810,987521115,3108886236,3023345791,3023345791,235155019,0.927833,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-18,3258500810,977508029,3106987520,3021116824,3021116824,237383986,0.927149,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-26,3258500810,969191104,3110311579,3025784245,3025784245,232716565,0.928582,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-03,3258500810,969360087,3113239960,3028699232,3028699232,229801578,0.929476,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-09,3258500810,972361728,3115686101,3032605088,3032605088,225895722,0.930675,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-17,3258500810,964601593,3113655091,3034454149,3034454149,224046661,0.931242,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-24,3258500810,969985381,3115334633,3032525024,3032525024,225975786,0.93065,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-31,3258500810,973218663,3115123699,3032432134,3032432134,226068676,0.930622,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-07,3258500810,986206828,3118052384,3030974889,3030974889,227525921,0.930175,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-14,3258500810,993173412,3116888298,3029542892,3029542892,228957918,0.929735,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-21,3258500810,993952085,3116535167,3023541054,3023541054,234959756,0.927893,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-28,3258500810,987007426,3110699202,3020291188,3020291188,238209622,0.926896,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-04,3258500810,987144169,3110346019,3017004928,3017004928,241495882,0.925887,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-11,3258500810,991847026,3108402295,3013667646,3013667646,244833164,0.924863,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-18,3258500810,1001171746,3106788896,3011610609,3011610609,246890201,0.924232,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-25,3258500810,1010989248,3105148412,3004743988,3004743988,253756822,0.922125,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-02,3258500810,1011752165,3104962257,3007813183,3007813183,250687627,0.923067,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-08,3258500810,1011620478,3103579756,3009621590,3009621590,248879220,0.923622,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-16,3258500810,1020640307,3107270257,3014162204,3014162204,244338606,0.925015,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-23,3258500810,1028406605,3109070466,3016472063,3016472063,242028747,0.925724,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-30,3258500810,1031499017,3107886050,3015353053,3015353053,243147757,0.92538,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-06,3258500810,1031834564,3106157031,3013895420,3013895420,244605390,0.924933,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-13,3258500810,1026660969,3101569796,3010533343,3010533343,247967467,0.923901,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-20,3258500810,1023572630,3099903568,3007071568,3007071568,251429242,0.922839,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-27,3258500810,1028422410,3102030594,3009290953,3009290953,249209857,0.92352,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-04,3258500810,1028264345,3100415887,3008382334,3008382334,250118476,0.923241,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-11,3258500810,1026670017,3097322708,3007503789,3007503789,250997021,0.922972,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-18,3258500810,1026281363,3094949512,3006322913,3006322913,252177897,0.922609,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-25,3258500810,1025902753,3093343827,3004706323,3004706323,253794487,0.922113,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-31,3258500810,1025075109,3090911884,3003860591,3003860591,254640219,0.921854,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-08,3258500810,1029269096,3086328371,2997871782,2997871782,260629028,0.920016,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-15,3258500810,1026104080,3086895607,3000771092,3000771092,257729718,0.920905,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-22,3258500810,1027314249,3089841456,2998495804,2998495804,260005006,0.920207,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-30,3258500810,1034634631,3092565962,2998965936,2998965936,259534874,0.920351,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-03,3258500810,1039178129,3093818921,3001891417,3001891417,256609393,0.921249,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-19,3258500810,1037026445,3092794559,3000539965,3000539965,257960845,0.920835,finmind,2026-07-22T04:17:31.412074+08:00
2016-02-26,3258500810,1035334844,3087222898,2994407984,2994407984,264092826,0.918953,finmind,2026-07-22T04:17:31.412074+08:00
