date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2015-01-30,825709978,276834989,572467001,537869658,537869658,287840320,0.651403,finmind,2026-07-22T04:17:31.412074+08:00
2015-02-26,825709978,263931157,560666839,525153280,525153280,300556698,0.636002,finmind,2026-07-22T04:17:31.412074+08:00
2015-03-31,825709978,239996519,543073402,513283126,513283126,312426852,0.621626,finmind,2026-07-22T04:17:31.412074+08:00
2015-04-30,825709978,255303713,557454186,533115194,533115194,292594784,0.645645,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-08,825709978,255351612,556559240,533789190,533789190,291920788,0.646461,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-15,825709978,256413094,557429990,534865320,534865320,290844658,0.647764,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-22,825709978,254300094,554581033,533711155,533711155,291998823,0.646366,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-29,825709978,253279539,552310499,531686873,531686873,294023105,0.643915,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-05,825709978,248720096,548394453,527234894,527234894,298475084,0.638523,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-12,825709978,245884206,545578580,524621641,524621641,301088337,0.635358,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-18,825709978,243875045,545484939,524938559,524938559,300771419,0.635742,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-26,825709978,243845337,546141003,524896332,524896332,300813646,0.635691,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-03,825709978,243224338,547008020,526510033,526510033,299199945,0.637645,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-09,825709978,243841927,547500114,525585115,525585115,300124863,0.636525,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-17,825709978,243470331,545056415,522950943,522950943,302759035,0.633335,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-24,825709978,243498431,541619875,521195284,521195284,304514694,0.631209,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-31,825709978,241600915,535238425,516121022,516121022,309588956,0.625063,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-07,825709978,241764690,533200127,510917083,510917083,314792895,0.618761,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-14,825709978,240852690,528557383,505576374,505576374,320133604,0.612293,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-21,825709978,238290596,522292368,498668607,498668607,327041371,0.603927,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-28,825709978,237605568,514605147,494536375,494536375,331173603,0.598923,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-04,825709978,231847335,511171837,491524190,491524190,334185788,0.595275,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-11,825709978,231580439,502420270,481191842,481191842,344518136,0.582761,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-18,825709978,230441989,499712469,476755253,476755253,348954725,0.577388,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-25,825709978,228139146,495861861,474659349,474659349,351050629,0.57485,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-02,825709978,226964146,494574504,471914438,471914438,353795540,0.571526,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-08,825709978,223623834,496245458,472231538,472231538,353478440,0.57191,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-16,825709978,221399237,496479800,470827626,470827626,354882352,0.570209,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-23,825709978,218596219,495714323,475052442,475052442,350657536,0.575326,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-30,825709978,218244104,496559787,475543979,475543979,350165999,0.575921,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-06,825709978,218911104,497704255,477337079,477337079,348372899,0.578093,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-13,825709978,219377474,501715489,479895425,479895425,345814553,0.581191,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-20,825709978,220111109,499571416,477787280,477787280,347922698,0.578638,finmind,2026-07-22T04:17:31.412074+08:00
