date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2015-01-30,50416516,28701419,24887505,14396765,14396765,36019751,0.285557,finmind,2026-07-22T04:17:31.412074+08:00
2015-02-26,50416516,28228257,25068219,14396765,14396765,36019751,0.285557,finmind,2026-07-22T04:17:31.412074+08:00
2015-03-31,50416516,28462982,25676219,14396765,14396765,36019751,0.285557,finmind,2026-07-22T04:17:31.412074+08:00
2015-04-30,50416516,29826381,26679379,14391765,14391765,36024751,0.285457,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-08,50416516,30389286,27368379,15414765,15414765,35001751,0.305748,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-15,50416516,30195286,27408379,15414765,15414765,35001751,0.305748,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-22,50416516,30397786,27397379,15414765,15414765,35001751,0.305748,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-29,50416516,30429367,27397379,15414765,15414765,35001751,0.305748,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-05,50416516,30271024,27397379,15414765,15414765,35001751,0.305748,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-12,50416516,30332024,27397379,15414765,15414765,35001751,0.305748,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-18,50416516,30308905,27397379,14391765,14391765,36024751,0.285457,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-26,50416516,30227405,27397379,14391765,14391765,36024751,0.285457,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-03,50416516,30301470,27378379,14391765,14391765,36024751,0.285457,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-09,50416516,30273470,27337379,14391765,14391765,36024751,0.285457,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-17,50416516,30357845,27527598,14582765,14582765,35833751,0.289246,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-24,50416516,30488845,27728219,15005765,15005765,35410751,0.297636,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-31,50416516,30398845,28294219,15193765,15193765,35222751,0.301365,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-07,50416516,30181762,28681219,15553765,15553765,34862751,0.308505,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-14,50416516,30165857,27575020,15582765,15582765,34833751,0.309081,finmind,2026-07-22T04:17:31.412074+08:00
