date,issued_shares,foreign_holding_shares,big_holder_over400_shares,big_holder_over1000_shares,locked_shares,free_float_shares,locked_pct,source,fetched_at
2015-01-30,268127412,7305863,223555349,200133887,200133887,67993525,0.746413,finmind,2026-07-22T04:17:31.412074+08:00
2015-02-26,268127412,7560652,223841344,199144875,199144875,68982537,0.742725,finmind,2026-07-22T04:17:31.412074+08:00
2015-03-31,268127412,9104064,222984888,198648887,198648887,69478525,0.740875,finmind,2026-07-22T04:17:31.412074+08:00
2015-04-30,268127412,9513914,222365880,197219725,197219725,70907687,0.735545,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-08,268127412,9050914,221331453,197516725,197516725,70610687,0.736652,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-15,268127412,8923337,221440573,197615725,197615725,70511687,0.737022,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-22,268127412,8991401,221676573,198016725,198016725,70110687,0.738517,finmind,2026-07-22T04:17:31.412074+08:00
2015-05-29,268127412,9013401,221145768,199149725,199149725,68977687,0.742743,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-05,268127412,9343101,221758768,199628725,199628725,68498687,0.744529,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-12,268127412,9250101,221131818,199965725,199965725,68161687,0.745786,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-18,268127412,9154101,221415818,200366725,200366725,67760687,0.747282,finmind,2026-07-22T04:17:31.412074+08:00
2015-06-26,268127412,9023101,221587718,201102725,201102725,67024687,0.750027,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-03,268127412,8938151,221486718,202295725,202295725,65831687,0.754476,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-09,268127412,8945151,222062718,200508725,200508725,67618687,0.747811,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-17,268127412,8924151,223112668,200589725,200589725,67537687,0.748113,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-24,268127412,9007151,221806885,201593725,201593725,66533687,0.751858,finmind,2026-07-22T04:17:31.412074+08:00
2015-07-31,268127412,8962151,220946538,200520951,200520951,67606461,0.747857,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-07,268127412,8849451,221993874,202617404,202617404,65510008,0.755676,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-14,268127412,8636451,221338754,203487404,203487404,64640008,0.758921,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-21,268127412,8093401,220982997,203293204,203293204,64834208,0.758196,finmind,2026-07-22T04:17:31.412074+08:00
2015-08-28,268127412,7473001,220773597,205040204,205040204,63087208,0.764712,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-04,294940154,8505799,221746354,204959204,204959204,89980950,0.694918,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-11,294940154,8438899,242600671,225635645,225635645,69304509,0.765022,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-18,294940154,8325694,242541097,226266645,226266645,68673509,0.767161,finmind,2026-07-22T04:17:31.412074+08:00
2015-09-25,294940154,8240634,242841329,226498645,226498645,68441509,0.767948,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-02,294940154,8227834,243091129,226374645,226374645,68565509,0.767527,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-08,294940154,8349834,242953129,225403577,225403577,69536577,0.764235,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-16,294940154,8652834,242441390,223639645,223639645,71300509,0.758254,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-23,294940154,9199834,242471122,222261645,222261645,72678509,0.753582,finmind,2026-07-22T04:17:31.412074+08:00
2015-10-30,294940154,9091834,241932377,221874645,221874645,73065509,0.75227,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-06,294940154,9158834,242204725,222970645,222970645,71969509,0.755986,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-13,294940154,8984834,241829464,222308577,222308577,72631577,0.753741,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-20,294940154,9027234,242059805,222291577,222291577,72648577,0.753684,finmind,2026-07-22T04:17:31.412074+08:00
2015-11-27,294940154,8956234,242424599,223720077,223720077,71220077,0.758527,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-04,294940154,8859734,242396799,223199077,223199077,71741077,0.756761,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-11,294940154,8763734,241847505,222986077,222986077,71954077,0.756038,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-18,294940154,8720734,242734799,223896077,223896077,71044077,0.759124,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-25,294940154,8739659,242906899,223944077,223944077,70996077,0.759286,finmind,2026-07-22T04:17:31.412074+08:00
2015-12-31,294940154,8873659,242849899,225464077,225464077,69476077,0.76444,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-08,294940154,8714159,243857899,224119077,224119077,70821077,0.75988,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-15,294940154,8845159,243816899,224316077,224316077,70624077,0.760548,finmind,2026-07-22T04:17:31.412074+08:00
2016-01-22,294940154,8894159,244752899,224131077,224131077,70809077,0.759921,finmind,2026-07-22T04:17:31.412074+08:00
