date,end_date,reason
2015-07-30,2015-08-04,除息
2016-03-21,2016-03-24,股東常會
2016-07-29,2016-08-03,除息
2017-03-20,2017-03-23,股東常會
2017-08-16,2017-08-21,除息
2018-03-16,2018-03-21,股東常會
2018-08-16,2018-08-21,除息
2019-03-18,2019-03-21,股東常會
2019-08-09,2019-08-14,除息
2020-03-20,2020-03-25,股東常會
2020-08-14,2020-08-19,除息
2021-04-22,2021-04-27,股東常會
2021-08-27,2021-09-01,除息
2022-04-18,2022-04-21,股東常會
2022-08-31,2022-09-05,除息
2023-04-20,2023-04-25,股東常會
2023-08-30,2023-09-04,除息
2024-01-18,2024-01-23,現金增資
2024-04-19,2024-04-24,股東常會
2024-08-28,2024-09-02,除息
2025-03-10,2025-03-13,股東常會
2025-08-29,2025-09-03,除息
2026-03-16,2026-03-19,股東常會
