date,end_date,reason
2015-04-10,2015-04-15,股東常會
2015-07-27,2015-07-30,除息
2016-04-11,2016-04-14,股東常會
2016-07-27,2016-08-01,除息
2017-04-10,2017-04-13,股東常會
2017-07-27,2017-08-01,除息
2018-04-13,2018-04-18,股東常會
2018-07-27,2018-08-01,除息
2019-04-12,2019-04-17,股東常會
2019-07-26,2019-07-31,除息
2020-04-10,2020-04-15,股東常會
2020-07-24,2020-07-29,除息
2021-04-12,2021-04-15,股東常會
2021-07-23,2021-07-28,除息
2022-04-15,2022-04-20,股東常會
2022-07-22,2022-07-27,除息
2023-04-14,2023-04-19,股東常會
2023-07-28,2023-08-02,除息
2024-04-12,2024-04-17,股東常會
2024-07-26,2024-07-31,除息
2025-03-21,2025-03-26,股東常會
2025-07-31,2025-08-05,除息
2026-03-06,2026-03-11,股東常會
2026-07-17,2026-07-22,除權息
