date,end_date,reason
2015-04-17,2015-04-22,股東常會
2015-07-16,2015-07-21,除息
2016-04-15,2016-04-20,股東常會
2016-07-13,2016-07-18,除息
2017-04-10,2017-04-13,股東常會
2017-07-31,2017-08-03,除息
2018-04-02,2018-04-10,股東常會
2018-06-25,2018-06-28,除息
2019-04-12,2019-04-17,股東常會
2019-07-10,2019-07-15,除息
2020-03-13,2020-03-18,股東常會
2020-06-08,2020-06-11,除息
2021-04-19,2021-04-22,股東常會
2021-06-21,2021-06-24,除息
2021-11-19,2021-11-24,減資
2022-03-21,2022-03-24,除息
2023-03-24,2023-03-29,股東常會
2024-03-18,2024-03-21,股東常會
2025-03-14,2025-03-19,股東常會
2026-03-16,2026-03-19,除息
