date,end_date,reason
2015-04-10,2015-04-15,股東常會
2015-07-10,2015-07-15,除息
2016-04-08,2016-04-13,股東常會
2016-07-15,2016-07-20,除息
2017-04-07,2017-04-12,股東常會
2017-07-14,2017-07-19,除息
2018-04-13,2018-04-18,股東常會
2018-07-05,2018-07-10,除息
2019-04-12,2019-04-17,股東常會
2019-07-18,2019-07-23,除息
2020-04-17,2020-04-22,股東常會
2020-07-17,2020-07-22,除息
2021-04-22,2021-04-27,股東常會
2021-07-16,2021-07-21,除息
2022-04-08,2022-04-13,股東常會
2023-04-13,2023-04-18,股東常會
2024-04-12,2024-04-17,股東常會
2025-04-07,2025-04-10,股東常會
2025-07-01,2025-07-04,除息
2026-04-10,,股東常會
