date,end_date,reason
2015-04-16,2015-04-21,股東常會
2015-07-01,2015-07-06,除息
2016-04-15,2016-04-20,股東常會
2016-07-14,2016-07-19,除息
2017-04-10,2017-04-13,股東常會
2017-07-07,2017-07-12,除息
2018-04-13,2018-04-18,股東常會
2018-06-29,2018-07-04,除息
2019-04-12,2019-04-17,股東常會
2019-07-10,2019-07-15,除息
2020-04-09,2020-04-14,股東常會
2020-07-22,2020-07-27,除息
2021-04-12,2021-04-15,股東常會
2021-09-02,2021-09-07,除息
2021-12-10,2021-12-15,減資
2022-04-11,2022-04-14,股東常會
2022-07-07,2022-07-12,除息
2023-04-14,2023-04-19,股東常會
2024-04-08,2024-04-11,股東常會
2025-04-17,,股東常會
2025-04-17,,股東常會
2026-04-17,,股東常會
2026-04-17,,股東常會
