date,end_date,reason
2015-04-02,2015-04-09,股東常會
2015-07-27,2015-07-30,除息
2016-04-11,2016-04-14,股東常會
2016-07-27,2016-08-01,除息
2017-04-10,2017-04-13,股東常會
2017-08-03,2017-08-08,除息
2018-04-02,2018-04-10,股東常會
2018-07-18,2018-07-23,除息
2019-04-19,2019-04-24,股東常會
2019-07-12,2019-07-17,除息
2019-11-08,2019-11-13,減資
2020-04-09,2020-04-14,股東常會
2020-07-22,2020-07-27,除息
2021-04-16,2021-04-21,股東常會
2021-07-30,2021-08-04,除息
2022-04-08,2022-04-13,股東常會
2022-07-29,2022-08-03,除息
2023-04-10,2023-04-13,股東常會
2023-07-21,2023-07-26,除息
2023-08-15,2023-08-18,現增除權
2024-04-08,2024-04-11,股東常會
2024-07-12,2024-07-17,除息
2025-04-14,2025-04-17,股東常會
2025-07-11,2025-07-16,除息
2026-04-02,2026-04-09,股東常會
2026-07-03,2026-07-08,除息
