date,end_date,reason
2015-04-01,2015-04-08,股東常會
2015-08-28,2015-09-02,除權、息
2016-04-18,2016-04-21,股東常會
2016-07-29,2016-08-03,除權、息
2017-04-14,2017-04-19,股東常會
2017-08-16,2017-08-21,除權、息
2018-04-09,2018-04-12,股東常會
2018-07-02,2018-07-05,除息
2019-04-19,2019-04-24,股東常會
2019-07-19,2019-07-24,除息
2020-04-16,2020-04-21,股東常會
2020-07-10,2020-07-15,除息
2021-04-16,2021-04-21,股東常會
2021-07-26,2021-07-29,除息
2022-04-18,2022-04-21,股東常會
2022-07-18,2022-07-21,除息
2023-04-13,2023-04-18,股東常會
2023-07-14,2023-07-19,除息
2024-04-12,2024-04-17,股東常會
2024-07-12,2024-07-17,除息
2024-12-27,2025-01-02,現增除權
2025-04-11,2025-04-16,股東常會
2026-04-16,2026-04-21,股東常會
