date,end_date,reason
2015-04-16,2015-04-21,股東常會
2015-07-01,2015-07-06,除息
2016-04-15,2016-04-20,股東常會
2016-07-01,2016-07-06,除息
2017-04-14,2017-04-19,股東常會
2017-07-03,2017-07-06,除息
2018-04-20,2018-04-25,股東常會
2018-07-10,2018-07-13,除息
2019-04-19,2019-04-24,股東常會
2019-07-09,2019-07-12,除息
2020-04-17,2020-04-22,股東常會
2020-07-24,2020-07-29,除息
2021-04-16,2021-04-21,股東常會
2021-07-09,2021-07-14,除息
2022-04-15,2022-04-20,股東常會
2022-07-08,2022-07-13,除息
2023-04-14,2023-04-19,股東常會
2023-07-07,2023-07-12,除息
2024-04-12,2024-04-17,股東常會
2024-06-18,2024-06-21,除息
2025-03-21,2025-03-26,股東常會
2025-06-10,2025-06-13,除息
2026-03-19,2026-03-24,股東常會
2026-06-09,2026-06-12,除息
