date,end_date,reason
2015-02-05,2015-02-11,股東常會
2015-04-27,2015-04-30,除息
2016-03-25,2016-03-30,股東常會
2016-06-21,2016-06-24,除息
2017-04-07,2017-04-12,股東常會
2017-07-06,2017-07-11,除息
2018-04-03,2018-04-11,股東常會
2018-07-16,2018-07-19,除息
2019-04-02,2019-04-09,股東常會
2019-07-10,2019-07-15,除息
2020-04-01,2020-04-08,股東常會
2020-07-22,2020-07-27,除息
2021-03-30,2021-04-06,股東常會
2021-07-23,2021-07-28,除息
2022-03-30,2022-04-06,股東常會
2022-07-06,2022-07-11,除息
2023-03-28,2023-03-31,股東常會
2023-07-06,2023-07-11,除息
2024-03-15,2024-03-20,股東常會
2024-07-04,2024-07-09,除息
2025-03-21,2025-03-26,股東常會
2025-06-24,2025-06-27,除息
2026-03-20,2026-03-25,股東常會
2026-06-29,2026-07-02,除息
