date,end_date,reason
2015-04-01,2015-04-08,現金增資
2015-04-23,2015-04-28,股東常會
2015-07-21,2015-07-24,除息
2016-04-15,2016-04-20,股東常會
2016-07-18,2016-07-21,除息
2017-04-07,2017-04-12,股東常會
2017-07-06,2017-07-11,除息
2018-04-09,2018-04-12,股東常會
2018-06-28,2018-07-03,除息
2019-04-12,2019-04-17,股東常會
2019-07-01,2019-07-04,除息
2020-04-13,2020-04-16,股東常會
2020-07-10,2020-07-15,除息
2021-04-12,2021-04-15,股東常會
2021-07-02,2021-07-07,除息
2022-04-11,2022-04-14,股東常會
2022-06-30,2022-07-05,除息
2023-03-24,2023-03-29,股東常會
2023-06-28,2023-07-03,除息
2024-03-25,2024-03-28,股東常會
2024-06-28,2024-07-03,除息
2024-10-01,2024-10-04,現金增資
2025-03-21,2025-03-26,股東常會
2025-06-26,2025-07-01,除息
2026-03-23,2026-03-26,股東常會
2026-06-26,2026-07-01,除息
