date,end_date,reason
2015-04-02,2015-04-09,股東常會
2016-04-15,2016-04-20,股東常會
2017-04-21,2017-04-26,股東常會
2018-04-20,2018-04-25,股東常會
2018-08-21,2018-08-24,除息
2019-04-22,2019-04-25,股東常會
2019-07-11,2019-07-16,除息
2020-04-17,2020-04-22,股東常會
2020-07-23,2020-07-28,除息
2021-04-22,2021-04-27,股東常會
2022-04-15,2022-04-20,股東常會
2022-09-05,2022-09-08,除息
2023-04-21,2023-04-26,股東常會
2023-09-04,2023-09-07,除息
2024-03-18,2024-03-21,股東常會
2024-08-30,2024-09-04,除息
2025-04-14,2025-04-17,股東常會
2025-08-27,2025-09-01,除息
2026-04-20,2026-04-23,股東常會
