date,end_date,reason
2015-04-17,2015-04-22,股東常會
2015-07-16,2015-07-21,除息
2016-04-18,2016-04-21,股東常會
2016-07-15,2016-07-20,除息
2017-04-21,2017-04-26,股東常會
2017-07-14,2017-07-19,除息
2018-04-20,2018-04-25,股東常會
2018-07-13,2018-07-18,除息
2019-04-19,2019-04-24,股東常會
2019-07-12,2019-07-17,除息
2019-09-20,2019-09-25,減資
2020-04-17,2020-04-22,股東常會
2021-04-16,2021-04-21,股東常會
2021-07-16,2021-07-21,除息
2022-04-15,2022-04-20,股東常會
2022-07-15,2022-07-20,除息
2023-03-24,2023-03-29,股東常會
2023-07-07,2023-07-12,除息
2024-03-25,2024-03-28,股東常會
2024-07-12,2024-07-17,除息
2025-03-21,2025-03-26,股東常會
2025-07-11,2025-07-16,除息
2026-03-23,2026-03-26,股東常會
2026-07-17,2026-07-22,除息
