date,end_date,reason
2015-07-21,2015-07-24,除權息
2016-03-11,2016-03-16,股東常會
2016-07-22,2016-07-27,除權息
2017-03-20,2017-03-23,股東常會
2017-09-29,2017-10-03,除權息
2018-03-23,2018-03-28,股東常會
2018-07-02,2018-07-05,其它利益
2019-03-22,2019-03-27,股東常會
2019-07-16,2019-07-19,除權息
2020-03-20,2020-03-25,股東常會
2020-08-24,2020-08-27,其它利益
2020-11-06,2020-11-11,減資
2021-03-19,2021-03-24,股東常會
2021-11-02,2021-11-05,除權息
2022-03-18,2022-03-23,股東常會
2022-08-23,2022-08-26,除權息
2023-03-24,2023-03-29,股東常會
2023-08-22,2023-08-25,除權息
2024-03-22,2024-03-27,股東常會
2024-08-27,2024-08-30,除權息
2025-03-14,2025-03-19,股東常會
2025-09-03,2025-09-08,除權息
2025-12-30,2026-01-05,現金增資
2026-03-23,2026-03-26,股東常會
