date,end_date,reason
2015-04-01,2015-04-08,股東常會
2015-06-26,2015-07-01,除息
2016-04-08,2016-04-13,股東常會
2016-07-15,2016-07-20,除權息
2017-04-07,2017-04-12,股東常會
2017-07-28,2017-08-02,除權息
2018-04-13,2018-04-18,股東常會
2018-07-20,2018-07-25,除權息
2019-04-19,2019-04-24,股東常會
2019-07-10,2019-07-15,除息
2020-04-10,2020-04-15,股東常會
2020-07-03,2020-07-08,除息
2021-04-16,2021-04-21,股東常會
2021-07-21,2021-07-26,除息
2022-04-15,2022-04-20,股東常會
2022-07-22,2022-07-27,除息
2022-09-23,2022-09-28,減資
2023-03-23,2023-03-28,除息
2023-04-21,2023-04-26,股東常會
2023-11-22,2023-11-27,其他
2024-04-19,2024-04-24,股東常會
2024-07-10,2024-07-15,其他
2025-04-18,2025-04-23,股東常會
2026-04-20,2026-04-23,股東常會
2026-06-23,2026-06-26,現金增資
