date,end_date,reason
2015-04-01,2015-04-08,股東常會
2016-03-25,2016-03-30,股東常會
2017-04-07,2017-04-12,股東常會
2018-03-22,2018-03-27,股東常會
2018-06-07,2018-06-12,除息
2019-03-22,2019-03-27,股東常會
2019-08-21,2019-08-26,除息
2020-03-20,2020-03-25,股東常會
2020-06-19,2020-06-24,除息
2020-10-20,2020-10-23,現增除權
2021-03-22,2021-03-25,股東常會
2021-08-24,2021-08-27,除息
2022-03-21,2022-03-24,股東常會
2022-07-14,2022-07-19,除息
2023-03-24,2023-03-29,股東常會
2023-06-13,2023-06-16,除息
2024-03-18,2024-03-21,股東常會
2024-06-05,2024-06-11,除息
2025-03-14,2025-03-19,股東常會
2026-03-16,2026-03-19,股東常會
