date,end_date,reason
2015-04-10,2015-04-15,股東常會
2015-08-24,2015-08-27,除息
2016-04-08,2016-04-13,股東常會
2016-07-22,2016-07-27,除息
2017-04-07,2017-04-12,股東常會
2017-09-13,2017-09-18,減資
2018-04-09,2018-04-12,股東常會
2018-08-03,2018-08-08,除息
2019-04-08,2019-04-11,股東常會
2019-07-03,2019-07-08,除息
2020-04-06,2020-04-09,股東常會
2020-07-03,2020-07-08,除息
2021-04-01,2021-04-08,股東常會
2021-06-23,2021-06-28,除息
2022-04-08,2022-04-13,股東常會
2022-07-11,2022-07-14,除息
2023-04-20,2023-04-25,股東常會
2023-07-06,2023-07-11,除息
2024-04-03,2024-04-10,股東常會
2024-06-28,2024-07-03,除息
2025-03-21,2025-03-26,股東常會
2025-07-04,2025-07-09,除息
2026-03-20,2026-03-25,股東常會
2026-06-26,2026-07-01,除息
