date,end_date,reason
2015-04-17,2015-04-22,股東常會
2015-07-24,2015-07-29,除息
2015-09-03,2015-09-08,除權
2016-03-21,2016-03-24,股東常會
2016-08-18,2016-08-23,除息
2017-03-03,2017-03-08,股東常會
2017-08-31,2017-09-05,除息
2018-03-26,2018-03-29,股東常會
2018-08-21,2018-08-24,除息
2019-03-22,2019-03-27,股東常會
2019-06-10,2019-06-13,除息
2020-03-20,2020-03-25,股東常會
2020-06-10,2020-06-15,除息
2021-03-19,2021-03-24,股東常會
2021-06-03,2021-06-08,除息
2022-03-17,2022-03-22,股東常會
2022-07-27,2022-08-01,除息
2023-03-24,2023-03-29,股東常會
2023-08-31,2023-09-05,除權息
2024-03-22,2024-03-27,股東常會
2024-07-05,2024-07-10,除息
2025-03-21,2025-03-26,股東常會
2025-08-22,2025-08-27,除息
2026-03-06,2026-03-11,股東常會
2026-07-03,2026-07-08,除息
