date,end_date,reason
2015-07-10,2015-07-15,除息
2016-04-15,2016-04-20,股東常會
2016-07-04,2016-07-07,除息
2017-04-14,2017-04-19,股東常會
2017-07-14,2017-07-19,除息
2018-04-20,2018-04-25,現金增資
2018-08-27,2018-08-30,除息
2019-04-12,2019-04-17,股東常會
2019-08-09,2019-08-14,除息
2020-04-10,2020-04-15,股東常會
2020-07-23,2020-07-28,除息
2021-04-16,2021-04-21,股東常會
2021-09-06,2021-09-09,除息
2022-04-15,2022-04-20,股東常會
2022-07-05,2022-07-08,除息
2023-04-06,2023-04-11,股東常會
2023-07-13,2023-07-18,除息
2024-03-22,2024-03-27,股東常會
2024-06-19,2024-06-24,除息
2025-03-20,2025-03-25,股東常會
2025-06-17,2025-06-20,除息
2026-03-23,2026-03-26,股東常會
2026-06-16,2026-06-22,除息
