date,end_date,reason
2015-04-17,2015-04-22,股東常會
2015-08-28,2015-09-02,除權息
2016-04-15,2016-04-20,股東常會
2016-07-28,2016-08-02,除息
2017-04-14,2017-04-19,股東常會
2018-04-20,2018-04-25,股東常會
2019-04-12,,股東常會
2020-04-09,2020-04-14,股東常會
2020-06-29,2020-07-02,除息
2021-04-16,2021-04-21,股東常會
2021-08-05,2021-08-10,除息
2022-04-08,2022-04-13,股東常會
2022-07-06,2022-07-11,除息
2023-03-24,2023-03-29,股東常會
2023-06-12,2023-06-15,除息
2023-09-21,2023-09-26,減資
2024-03-22,2024-03-27,股東常會
2024-06-12,2024-06-17,除息
2025-03-21,2025-03-26,股東常會
2025-06-09,2025-06-12,除息
2026-03-16,2026-03-19,股東常會
2026-06-03,2026-06-08,除息
