date,end_date,reason
2015-04-02,2015-04-09,股東常會
2016-03-30,2016-04-06,股東常會
2017-03-29,2017-04-05,股東常會
2017-06-30,2017-07-05,除息
2018-04-02,2018-04-10,股東常會
2018-06-29,2018-07-04,除息
2019-04-02,2019-04-09,股東常會
2019-06-28,2019-07-03,除息
2020-04-01,2020-04-08,股東常會
2020-07-01,2020-07-06,除息
2021-04-01,2021-04-08,股東常會
2021-07-29,2021-08-03,除息
2022-04-08,2022-04-13,股東常會
2022-07-01,2022-07-06,除息
2023-04-07,2023-04-12,股東常會
2023-06-26,2023-06-29,除息
2024-03-25,2024-03-28,股東常會
2024-06-14,2024-06-19,除息
2025-03-21,2025-03-26,股東常會
2025-06-18,2025-06-23,除息
2026-03-20,2026-03-25,股東常會
2026-06-17,2026-06-23,除息
