date,end_date,reason
2015-04-02,2015-04-09,股東常會
2015-07-02,2015-07-07,除息
2015-12-11,2015-12-16,減資
2016-03-21,2016-03-24,股東常會
2016-07-08,2016-07-13,除息
2017-03-29,2017-04-05,股東常會
2017-07-05,2017-07-10,除息
2018-03-28,2018-03-31,股東常會
2018-06-20,2018-06-25,除息
2019-04-03,2019-04-10,股東常會
2019-07-09,2019-07-12,除息
2020-04-01,2020-04-08,股東常會
2020-08-12,2020-08-17,除權、息
2021-04-01,2021-04-08,股東常會
2021-09-24,2021-09-29,除息
2022-03-04,2022-03-09,股東常會
2022-07-01,2022-07-06,除息
2023-03-10,2023-03-15,股東常會
2023-08-02,2023-08-07,除息
2024-03-08,2024-03-13,股東常會
2024-07-25,2024-07-30,除息
2025-04-02,2025-04-09,股東常會
2025-08-15,2025-08-20,除息
2026-03-16,2026-03-19,股東常會
